age,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074
30,105.57,124.08,91.61,132.5,105.15,88.81,122.24,106.26,139.53,66.07,117.49,135.43,144.75,76.27,95.39,103.21,101.92,101.1,100.63,100.31,100.03,99.73,99.37,98.93,98.38,97.67,96.82,95.87,94.86,93.84,92.8,91.75,90.69,89.65,88.63,87.64,86.67,85.72,84.79,83.86,82.94,82.03,81.14,80.25,79.37,78.5,77.65,76.8,75.96,75.13,74.3,73.49,72.69,71.89,71.11,70.33,69.56,68.8,68.05,67.3,66.57,65.84,65.12,64.41,63.7,63.0,62.32,61.63,60.96,60.29,59.63,58.98,58.34,57.7,57.07,56.44,55.83,55.21,54.61,54.01,53.42,52.84,52.26,51.69,51.12,50.56,50.01,49.46,48.92,48.39,47.86,47.34,46.82,46.31
31,89.6,116.48,83.19,90.75,88.66,80.33,137.48,89.46,98.85,99.04,125.44,66.77,142.76,109.87,101.0,99.32,98.1,97.32,96.82,96.47,96.14,95.79,95.38,94.9,94.32,93.6,92.76,91.84,90.87,89.89,88.9,87.91,86.91,85.93,84.97,84.02,83.1,82.19,81.29,80.4,79.52,78.65,77.79,76.94,76.1,75.27,74.45,73.63,72.83,72.03,71.24,70.46,69.69,68.93,68.18,67.43,66.69,65.96,65.24,64.53,63.82,63.12,62.43,61.75,61.08,60.41,59.75,59.09,58.45,57.81,57.18,56.55,55.93,55.32,54.72,54.12,53.52,52.94,52.36,51.79,51.22,50.66,50.11,49.56,49.02,48.48,47.95,47.43,46.91,46.39,45.89,45.38,44.89,44.4
32,90.3,124.89,174.05,123.62,128.74,87.91,145.15,155.45,139.21,106.44,107.02,131.96,111.42,106.47,104.37,102.68,101.44,100.61,100.06,99.63,99.23,98.79,98.31,97.75,97.09,96.31,95.43,94.46,93.46,92.45,91.44,90.42,89.41,88.41,87.43,86.47,85.52,84.58,83.66,82.74,81.84,80.94,80.06,79.18,78.32,77.46,76.61,75.78,74.95,74.13,73.32,72.51,71.72,70.94,70.16,69.39,68.63,67.88,67.14,66.41,65.68,64.96,64.25,63.55,62.85,62.17,61.49,60.81,60.15,59.49,58.84,58.2,57.56,56.93,56.31,55.69,55.08,54.48,53.89,53.3,52.71,52.14,51.57,51.0,50.44,49.89,49.35,48.81,48.27,47.75,47.22,46.71,46.2,45.69
33,131.57,124.39,115.74,82.32,128.12,119.02,121.52,90.17,105.54,96.77,146.47,115.54,107.07,104.72,102.71,101.09,99.87,99.03,98.44,97.97,97.5,97.0,96.46,95.85,95.15,94.34,93.45,92.49,91.5,90.51,89.52,88.53,87.55,86.58,85.63,84.69,83.76,82.84,81.94,81.04,80.16,79.28,78.41,77.55,76.71,75.87,75.04,74.22,73.41,72.6,71.81,71.02,70.25,69.48,68.72,67.97,67.22,66.49,65.76,65.04,64.33,63.63,62.93,62.24,61.56,60.89,60.22,59.56,58.91,58.27,57.63,57.0,56.38,55.76,55.15,54.55,53.95,53.36,52.78,52.2,51.63,51.06,50.51,49.95,49.41,48.87,48.33,47.8,47.28,46.76,46.25,45.75,45.25,44.75
34,73.7,181.87,99.04,73.72,119.43,119.19,162.06,97.56,72.27,111.71,109.59,110.32,107.73,105.43,103.46,101.85,100.63,99.75,99.11,98.56,98.02,97.45,96.84,96.16,95.4,94.56,93.63,92.66,91.67,90.67,89.68,88.69,87.71,86.75,85.8,84.86,83.93,83.01,82.1,81.21,80.32,79.44,78.57,77.71,76.86,76.02,75.19,74.37,73.55,72.75,71.95,71.17,70.39,69.62,68.86,68.1,67.36,66.62,65.89,65.17,64.46,63.76,63.06,62.37,61.69,61.01,60.34,59.68,59.03,58.39,57.75,57.12,56.49,55.87,55.26,54.66,54.06,53.47,52.88,52.31,51.73,51.17,50.61,50.05,49.51,48.97,48.43,47.9,47.38,46.86,46.35,45.84,45.34,44.84
35,98.27,140.29,164.05,203.6,167.73,150.71,72.44,112.88,135.16,124.97,123.22,120.21,117.46,115.02,112.92,111.19,109.85,108.86,108.1,107.43,106.76,106.07,105.32,104.52,103.64,102.68,101.65,100.58,99.49,98.41,97.33,96.26,95.21,94.16,93.13,92.12,91.11,90.11,89.13,88.15,87.19,86.23,85.29,84.36,83.44,82.52,81.62,80.73,79.85,78.97,78.11,77.25,76.41,75.57,74.75,73.93,73.12,72.32,71.53,70.75,69.97,69.21,68.45,67.7,66.96,66.23,65.51,64.79,64.08,63.38,62.69,62.0,61.32,60.65,59.99,59.33,58.68,58.04,57.41,56.78,56.16,55.54,54.94,54.34,53.74,53.15,52.57,52.0,51.43,50.87,50.31,49.76,49.22,48.68
36,220.52,156.24,163.09,171.65,175.37,102.75,151.82,167.54,140.59,133.64,130.39,127.28,124.44,121.92,119.74,117.94,116.51,115.42,114.54,113.76,112.97,112.15,111.29,110.38,109.39,108.34,107.23,106.09,104.94,103.79,102.65,101.53,100.42,99.32,98.23,97.16,96.1,95.05,94.01,92.98,91.96,90.96,89.96,88.98,88.0,87.04,86.09,85.15,84.22,83.3,82.38,81.48,80.59,79.71,78.84,77.98,77.12,76.28,75.45,74.62,73.81,73.0,72.2,71.41,70.63,69.86,69.09,68.34,67.59,66.85,66.12,65.4,64.68,63.97,63.27,62.58,61.9,61.22,60.55,59.89,59.23,58.59,57.95,57.31,56.68,56.06,55.45,54.84,54.24,53.65,53.06,52.48,51.91,51.34
37,113.92,106.42,171.17,261.3,142.74,102.04,166.21,142.12,136.42,133.36,130.18,127.15,124.39,121.93,119.79,118.0,116.57,115.43,114.49,113.63,112.77,111.88,110.95,109.98,108.95,107.86,106.73,105.58,104.44,103.29,102.16,101.05,99.94,98.85,97.77,96.7,95.64,94.59,93.56,92.54,91.52,90.52,89.53,88.55,87.59,86.63,85.68,84.74,83.82,82.9,81.99,81.1,80.21,79.33,78.47,77.61,76.76,75.92,75.09,74.27,73.46,72.65,71.86,71.07,70.29,69.53,68.77,68.01,67.27,66.53,65.81,65.09,64.37,63.67,62.97,62.29,61.6,60.93,60.26,59.6,58.95,58.31,57.67,57.04,56.42,55.8,55.19,54.59,53.99,53.4,52.81,52.24,51.66,51.1
38,162.14,213.44,154.25,171.15,110.49,186.69,147.76,138.18,135.62,132.62,129.53,126.58,123.9,121.51,119.42,117.65,116.21,115.04,114.04,113.11,112.18,111.23,110.24,109.21,108.15,107.04,105.9,104.76,103.61,102.48,101.36,100.25,99.15,98.07,97.0,95.94,94.89,93.85,92.82,91.81,90.8,89.81,88.83,87.86,86.9,85.95,85.01,84.08,83.16,82.25,81.35,80.46,79.58,78.71,77.85,77.0,76.15,75.32,74.5,73.68,72.88,72.08,71.29,70.51,69.74,68.98,68.22,67.48,66.74,66.01,65.29,64.57,63.87,63.17,62.48,61.8,61.12,60.45,59.79,59.14,58.49,57.85,57.22,56.59,55.97,55.36,54.75,54.16,53.56,52.98,52.4,51.83,51.26,50.7
39,171.13,122.88,137.83,113.28,188.14,148.24,138.66,136.64,134.1,131.18,128.18,125.33,122.74,120.42,118.39,116.66,115.22,114.02,112.97,111.98,111.0,109.99,108.96,107.9,106.81,105.69,104.56,103.42,102.29,101.17,100.06,98.97,97.89,96.82,95.76,94.71,93.68,92.65,91.64,90.64,89.64,88.66,87.7,86.74,85.79,84.85,83.92,83.0,82.1,81.2,80.31,79.43,78.56,77.7,76.85,76.01,75.18,74.36,73.55,72.74,71.95,71.16,70.38,69.61,68.85,68.1,67.35,66.62,65.89,65.17,64.46,63.75,63.05,62.36,61.68,61.01,60.34,59.68,59.03,58.38,57.74,57.11,56.49,55.87,55.26,54.65,54.06,53.47,52.88,52.3,51.73,51.16,50.6,50.05
40,179.82,138.96,201.63,153.38,142.86,141.89,139.98,137.89,135.32,132.41,129.45,126.64,124.09,121.8,119.79,118.05,116.58,115.33,114.22,113.16,112.11,111.04,109.95,108.84,107.71,106.56,105.41,104.26,103.12,101.99,100.88,99.77,98.68,97.6,96.54,95.48,94.44,93.4,92.38,91.37,90.37,89.39,88.41,87.44,86.48,85.54,84.6,83.68,82.76,81.86,80.96,80.08,79.2,78.34,77.48,76.63,75.79,74.97,74.15,73.33,72.53,71.74,70.96,70.18,69.41,68.65,67.9,67.16,66.42,65.7,64.98,64.27,63.57,62.87,62.18,61.5,60.83,60.17,59.51,58.86,58.21,57.58,56.95,56.32,55.71,55.1,54.5,53.9,53.31,52.73,52.15,51.58,51.02,50.46
41,204.15,122.25,193.45,162.8,155.71,153.13,150.98,148.66,145.9,142.8,139.67,136.73,134.04,131.63,129.49,127.64,126.04,124.66,123.41,122.21,121.02,119.82,118.6,117.37,116.12,114.87,113.62,112.38,111.15,109.94,108.73,107.54,106.37,105.21,104.06,102.92,101.79,100.68,99.58,98.49,97.41,96.35,95.29,94.25,93.22,92.2,91.19,90.2,89.21,88.23,87.27,86.32,85.37,84.44,83.51,82.6,81.7,80.8,79.92,79.05,78.18,77.33,76.48,75.65,74.82,74.0,73.19,72.39,71.6,70.82,70.04,69.28,68.52,67.77,67.03,66.29,65.57,64.85,64.14,63.44,62.75,62.06,61.38,60.71,60.05,59.39,58.74,58.1,57.46,56.83,56.21,55.6,54.99,54.39
42,162.87,220.01,181.97,172.03,168.37,165.5,163.1,160.55,157.56,154.28,150.98,147.88,145.06,142.52,140.26,138.27,136.55,135.02,133.62,132.28,130.94,129.6,128.24,126.88,125.52,124.15,122.8,121.45,120.13,118.81,117.51,116.23,114.96,113.7,112.46,111.23,110.01,108.81,107.62,106.44,105.28,104.13,102.99,101.86,100.75,99.65,98.56,97.48,96.41,95.36,94.32,93.29,92.27,91.26,90.26,89.27,88.3,87.33,86.38,85.43,84.5,83.57,82.66,81.76,80.86,79.98,79.1,78.24,77.38,76.54,75.7,74.87,74.05,73.24,72.44,71.65,70.87,70.09,69.32,68.57,67.82,67.07,66.34,65.62,64.9,64.19,63.49,62.79,62.1,61.43,60.75,60.09,59.43,58.78
43,309.24,213.17,184.87,180.61,176.74,173.67,171.07,168.36,165.25,161.87,158.51,155.36,152.48,149.89,147.57,145.52,143.71,142.09,140.58,139.12,137.67,136.23,134.78,133.32,131.88,130.44,129.01,127.6,126.21,124.83,123.46,122.11,120.78,119.46,118.15,116.86,115.58,114.32,113.07,111.83,110.61,109.4,108.2,107.02,105.85,104.69,103.55,102.42,101.3,100.19,99.09,98.01,96.94,95.88,94.83,93.79,92.77,91.75,90.75,89.76,88.77,87.8,86.84,85.89,84.95,84.03,83.11,82.2,81.3,80.41,79.53,78.66,77.8,76.95,76.11,75.28,74.45,73.64,72.83,72.04,71.25,70.47,69.7,68.94,68.18,67.44,66.7,65.97,65.25,64.54,63.83,63.13,62.44,61.76
44,201.57,199.26,195.31,190.81,186.71,183.43,180.63,177.75,174.5,171.02,167.58,164.37,161.43,158.78,156.39,154.26,152.36,150.63,149.0,147.42,145.86,144.3,142.74,141.19,139.65,138.13,136.62,135.12,133.65,132.19,130.74,129.31,127.9,126.5,125.12,123.75,122.4,121.06,119.73,118.42,117.13,115.85,114.58,113.33,112.09,110.87,109.65,108.45,107.27,106.1,104.94,103.79,102.65,101.53,100.42,99.32,98.24,97.16,96.1,95.05,94.01,92.98,91.96,90.96,89.96,88.98,88.01,87.05,86.09,85.15,84.22,83.3,82.39,81.49,80.6,79.72,78.84,77.98,77.13,76.29,75.45,74.63,73.81,73.0,72.2,71.41,70.63,69.86,69.1,68.34,67.59,66.86,66.12,65.4
45,217.66,214.53,210.24,205.42,201.04,197.5,194.45,191.34,187.91,184.28,180.71,177.38,174.33,171.57,169.08,166.83,164.8,162.92,161.15,159.42,157.7,156.0,154.3,152.62,150.95,149.3,147.67,146.05,144.46,142.88,141.32,139.77,138.24,136.73,135.24,133.76,132.3,130.85,129.42,128.0,126.6,125.22,123.85,122.5,121.16,119.83,118.52,117.23,115.95,114.68,113.42,112.18,110.96,109.74,108.54,107.36,106.18,105.02,103.87,102.74,101.61,100.5,99.4,98.32,97.24,96.18,95.13,94.09,93.06,92.04,91.03,90.04,89.05,88.08,87.12,86.16,85.22,84.29,83.37,82.46,81.56,80.66,79.78,78.91,78.05,77.19,76.35,75.51,74.69,73.87,73.06,72.26,71.47,70.69
46,232.85,229.4,224.82,219.74,215.12,211.35,208.08,204.78,201.19,197.44,193.78,190.36,187.23,184.38,181.8,179.45,177.29,175.29,173.37,171.49,169.63,167.78,165.95,164.14,162.34,160.57,158.81,157.08,155.36,153.66,151.98,150.32,148.68,147.05,145.44,143.85,142.28,140.73,139.19,137.66,136.16,134.67,133.2,131.74,130.3,128.88,127.47,126.08,124.7,123.33,121.98,120.65,119.33,118.03,116.74,115.46,114.2,112.95,111.71,110.49,109.28,108.09,106.91,105.74,104.58,103.44,102.31,101.19,100.08,98.99,97.91,96.84,95.78,94.73,93.69,92.67,91.66,90.65,89.66,88.68,87.71,86.75,85.8,84.87,83.94,83.02,82.11,81.21,80.33,79.45,78.58,77.72,76.87,76.03
47,244.11,240.43,235.67,230.46,225.71,221.8,218.4,214.99,211.33,207.54,203.87,200.44,197.29,194.42,191.8,189.39,187.15,185.05,183.02,181.02,179.05,177.09,175.16,173.24,171.35,169.48,167.63,165.79,163.98,162.19,160.42,158.66,156.93,155.21,153.52,151.84,150.18,148.54,146.91,145.31,143.72,142.15,140.59,139.06,137.53,136.03,134.54,133.07,131.62,130.18,128.76,127.35,125.96,124.58,123.22,121.87,120.54,119.22,117.92,116.63,115.35,114.09,112.84,111.61,110.39,109.18,107.99,106.81,105.64,104.48,103.34,102.21,101.09,99.99,98.9,97.81,96.74,95.69,94.64,93.61,92.58,91.57,90.57,89.58,88.6,87.63,86.67,85.72,84.79,83.86,82.94,82.04,81.14,80.25
48,258.35,254.41,249.45,244.08,239.19,235.12,231.56,228.01,224.26,220.42,216.71,213.24,210.06,207.13,204.44,201.95,199.61,197.38,195.21,193.08,190.97,188.88,186.82,184.78,182.76,180.76,178.78,176.83,174.9,172.98,171.09,169.22,167.37,165.54,163.73,161.94,160.17,158.42,156.69,154.98,153.28,151.61,149.95,148.31,146.69,145.09,143.5,141.93,140.38,138.85,137.33,135.83,134.34,132.87,131.42,129.98,128.56,127.16,125.77,124.39,123.03,121.69,120.36,119.04,117.74,116.45,115.18,113.92,112.67,111.44,110.22,109.02,107.83,106.65,105.48,104.33,103.19,102.06,100.94,99.84,98.75,97.67,96.6,95.54,94.5,93.47,92.44,91.43,90.43,89.44,88.47,87.5,86.54,85.6
49,280.47,276.2,270.92,265.27,260.12,255.8,252.0,248.23,244.29,240.31,236.46,232.87,229.56,226.51,223.67,221.02,218.5,216.08,213.71,211.37,209.06,206.78,204.52,202.28,200.07,197.89,195.72,193.59,191.47,189.38,187.31,185.26,183.24,181.23,179.25,177.29,175.35,173.44,171.54,169.67,167.81,165.98,164.16,162.37,160.59,158.84,157.1,155.38,153.69,152.01,150.34,148.7,147.08,145.47,143.88,142.3,140.75,139.21,137.69,136.18,134.69,133.22,131.76,130.32,128.9,127.49,126.1,124.72,123.35,122.01,120.67,119.35,118.05,116.76,115.48,114.22,112.97,111.73,110.51,109.3,108.11,106.93,105.76,104.6,103.46,102.33,101.21,100.1,99.01,97.92,96.85,95.79,94.75,93.71
50,303.94,299.32,293.75,287.85,282.45,277.89,273.85,269.86,265.75,261.62,257.65,253.94,250.51,247.32,244.33,241.5,238.8,236.17,233.58,231.03,228.5,226.01,223.54,221.09,218.68,216.29,213.92,211.59,209.27,206.99,204.72,202.49,200.27,198.09,195.92,193.78,191.66,189.57,187.49,185.44,183.42,181.41,179.43,177.47,175.53,173.61,171.71,169.84,167.98,166.14,164.33,162.53,160.75,159.0,157.26,155.54,153.84,152.16,150.49,148.85,147.22,145.61,144.02,142.45,140.89,139.35,137.83,136.32,134.83,133.35,131.9,130.45,129.03,127.62,126.22,124.84,123.48,122.13,120.79,119.47,118.16,116.87,115.6,114.33,113.08,111.84,110.62,109.41,108.22,107.03,105.86,104.7,103.56,102.43
51,321.95,317.11,311.39,305.37,299.87,295.18,290.99,286.88,282.69,278.51,274.5,270.75,267.26,263.99,260.9,257.95,255.09,252.3,249.54,246.81,244.11,241.45,238.81,236.2,233.62,231.07,228.54,226.04,223.57,221.13,218.71,216.32,213.96,211.62,209.31,207.02,204.76,202.52,200.31,198.12,195.95,193.81,191.69,189.6,187.53,185.48,183.45,181.44,179.46,177.5,175.56,173.64,171.74,169.86,168.01,166.17,164.35,162.56,160.78,159.02,157.29,155.57,153.87,152.18,150.52,148.87,147.25,145.64,144.05,142.47,140.91,139.37,137.85,136.34,134.85,133.38,131.92,130.48,129.05,127.64,126.24,124.86,123.5,122.15,120.81,119.49,118.19,116.89,115.61,114.35,113.1,111.86,110.64,109.43
52,336.4,331.41,325.63,319.6,314.09,309.33,305.06,300.89,296.67,292.5,288.51,284.76,281.25,277.93,274.76,271.71,268.72,265.79,262.88,260.01,257.17,254.36,251.58,248.83,246.11,243.42,240.76,238.13,235.53,232.96,230.41,227.89,225.4,222.94,220.5,218.1,215.71,213.35,211.02,208.72,206.44,204.18,201.95,199.74,197.56,195.4,193.26,191.15,189.06,187.0,184.95,182.93,180.93,178.95,177.0,175.06,173.15,171.26,169.39,167.53,165.7,163.89,162.1,160.33,158.58,156.84,155.13,153.43,151.75,150.1,148.45,146.83,145.23,143.64,142.07,140.52,138.98,137.46,135.96,134.47,133.0,131.55,130.11,128.69,127.28,125.89,124.51,123.15,121.8,120.47,119.16,117.85,116.56,115.29
53,357.73,352.52,346.59,340.47,334.85,329.96,325.53,321.23,316.91,312.67,308.61,304.79,301.17,297.72,294.4,291.17,287.98,284.84,281.73,278.65,275.6,272.59,269.62,266.67,263.76,260.87,258.02,255.21,252.42,249.66,246.93,244.23,241.57,238.93,236.31,233.73,231.18,228.65,226.15,223.68,221.24,218.82,216.43,214.06,211.73,209.41,207.12,204.86,202.62,200.41,198.22,196.05,193.91,191.79,189.69,187.62,185.57,183.54,181.53,179.55,177.59,175.65,173.73,171.83,169.95,168.09,166.26,164.44,162.64,160.86,159.1,157.37,155.64,153.94,152.26,150.6,148.95,147.32,145.71,144.12,142.54,140.98,139.44,137.92,136.41,134.92,133.45,131.99,130.54,129.12,127.7,126.31,124.93,123.56
54,399.18,393.5,387.14,380.63,374.63,369.35,364.55,359.88,355.24,350.71,346.36,342.24,338.31,334.53,330.85,327.23,323.66,320.13,316.63,313.17,309.75,306.37,303.02,299.71,296.44,293.2,289.99,286.83,283.69,280.59,277.53,274.5,271.5,268.53,265.6,262.7,259.83,256.99,254.18,251.4,248.65,245.94,243.25,240.59,237.96,235.36,232.79,230.25,227.73,225.24,222.78,220.35,217.94,215.56,213.2,210.87,208.57,206.29,204.03,201.8,199.6,197.42,195.26,193.13,191.01,188.93,186.86,184.82,182.8,180.8,178.83,176.87,174.94,173.03,171.13,169.26,167.41,165.58,163.77,161.98,160.21,158.46,156.73,155.02,153.32,151.65,149.99,148.35,146.73,145.12,143.54,141.97,140.41,138.88
55,440.89,434.77,428.03,421.18,414.86,409.23,404.06,399.05,394.11,389.29,384.67,380.24,375.99,371.85,367.79,363.77,359.8,355.87,351.98,348.14,344.33,340.57,336.85,333.18,329.54,325.94,322.38,318.86,315.37,311.93,308.52,305.15,301.82,298.52,295.26,292.03,288.84,285.69,282.57,279.48,276.43,273.41,270.42,267.46,264.54,261.65,258.79,255.97,253.17,250.4,247.67,244.96,242.28,239.64,237.02,234.43,231.87,229.33,226.83,224.35,221.9,219.47,217.07,214.7,212.35,210.03,207.74,205.47,203.22,201.0,198.8,196.63,194.48,192.36,190.25,188.17,186.12,184.08,182.07,180.08,178.11,176.17,174.24,172.34,170.45,168.59,166.75,164.92,163.12,161.34,159.57,157.83,156.1,154.4
56,472.34,465.96,459.04,452.07,445.6,439.78,434.38,429.16,424.03,419.04,414.23,409.59,405.08,400.65,396.28,391.95,387.67,383.44,379.25,375.11,371.01,366.96,362.96,358.99,355.07,351.19,347.36,343.57,339.81,336.1,332.43,328.8,325.21,321.66,318.14,314.67,311.23,307.83,304.47,301.14,297.85,294.6,291.38,288.2,285.05,281.94,278.86,275.81,272.8,269.82,266.87,263.95,261.07,258.22,255.39,252.6,249.84,247.11,244.41,241.74,239.1,236.49,233.91,231.35,228.82,226.32,223.85,221.4,218.98,216.59,214.22,211.88,209.57,207.27,205.01,202.77,200.55,198.36,196.19,194.05,191.93,189.83,187.76,185.7,183.67,181.67,179.68,177.72,175.77,173.85,171.95,170.07,168.21,166.38
57,508.23,501.55,494.42,487.28,480.63,474.57,468.91,463.43,458.06,452.83,447.77,442.84,438.0,433.22,428.49,423.81,419.18,414.61,410.08,405.6,401.18,396.8,392.46,388.18,383.94,379.75,375.6,371.5,367.44,363.43,359.46,355.54,351.65,347.81,344.01,340.26,336.54,332.87,329.23,325.63,322.08,318.56,315.08,311.64,308.23,304.87,301.54,298.24,294.99,291.76,288.58,285.42,282.31,279.22,276.17,273.15,270.17,267.22,264.3,261.41,258.55,255.73,252.94,250.17,247.44,244.74,242.06,239.42,236.8,234.21,231.65,229.12,226.62,224.14,221.69,219.27,216.87,214.5,212.16,209.84,207.55,205.28,203.04,200.82,198.62,196.45,194.3,192.18,190.08,188.0,185.95,183.92,181.91,179.92
58,556.76,549.64,542.16,534.71,527.73,521.3,515.24,509.35,503.6,497.99,492.51,487.13,481.81,476.55,471.35,466.21,461.12,456.08,451.11,446.18,441.31,436.49,431.73,427.02,422.35,417.74,413.18,408.67,404.21,399.8,395.43,391.11,386.84,382.62,378.44,374.31,370.22,366.18,362.18,358.22,354.31,350.44,346.62,342.83,339.09,335.38,331.72,328.1,324.51,320.97,317.46,314.0,310.57,307.17,303.82,300.5,297.22,293.97,290.76,287.58,284.44,281.33,278.26,275.22,272.21,269.24,266.3,263.39,260.51,257.66,254.85,252.06,249.31,246.59,243.89,241.23,238.59,235.98,233.4,230.85,228.33,225.84,223.37,220.93,218.51,216.13,213.76,211.43,209.12,206.83,204.57,202.34,200.12,197.94
59,606.66,599.11,591.28,583.54,576.23,569.43,562.94,556.64,550.47,544.42,538.47,532.6,526.79,521.04,515.35,509.73,504.17,498.66,493.22,487.84,482.52,477.25,472.04,466.89,461.79,456.75,451.77,446.83,441.96,437.13,432.36,427.64,422.97,418.35,413.79,409.27,404.8,400.38,396.01,391.69,387.41,383.18,378.99,374.86,370.76,366.71,362.71,358.75,354.83,350.96,347.12,343.33,339.58,335.87,332.2,328.58,324.99,321.44,317.93,314.45,311.02,307.62,304.26,300.94,297.65,294.4,291.18,288.0,284.86,281.74,278.67,275.62,272.61,269.63,266.69,263.77,260.89,258.04,255.22,252.43,249.67,246.95,244.25,241.58,238.94,236.33,233.75,231.19,228.67,226.17,223.7,221.25,218.83,216.44
60,650.75,642.86,634.78,626.82,619.27,612.14,605.29,598.61,592.05,585.58,579.19,572.88,566.63,560.45,554.33,548.28,542.3,536.38,530.53,524.74,519.02,513.35,507.75,502.21,496.73,491.31,485.95,480.64,475.4,470.21,465.08,460.0,454.98,450.02,445.1,440.24,435.44,430.69,425.98,421.33,416.73,412.18,407.68,403.23,398.83,394.48,390.17,385.91,381.69,377.53,373.4,369.33,365.29,361.3,357.36,353.46,349.6,345.78,342.0,338.27,334.57,330.92,327.3,323.73,320.19,316.7,313.24,309.82,306.43,303.08,299.77,296.5,293.26,290.06,286.89,283.75,280.65,277.59,274.56,271.56,268.59,265.65,262.75,259.88,257.04,254.23,251.46,248.71,245.99,243.3,240.64,238.02,235.41,232.84
61,698.51,690.23,681.86,673.64,665.78,658.29,651.02,643.89,636.87,629.92,623.05,616.26,609.53,602.89,596.31,589.81,583.37,577.01,570.72,564.49,558.33,552.24,546.22,540.26,534.36,528.53,522.76,517.06,511.42,505.84,500.32,494.86,489.46,484.12,478.83,473.61,468.44,463.33,458.27,453.27,448.32,443.43,438.58,433.8,429.06,424.38,419.75,415.16,410.63,406.15,401.71,397.33,392.99,388.7,384.45,380.26,376.1,372.0,367.94,363.92,359.94,356.01,352.13,348.28,344.48,340.71,336.99,333.31,329.67,326.07,322.51,318.99,315.5,312.06,308.65,305.28,301.94,298.64,295.38,292.16,288.96,285.81,282.69,279.6,276.54,273.52,270.53,267.58,264.65,261.76,258.9,256.07,253.28,250.51
62,752.33,743.61,734.86,726.3,718.06,710.1,702.33,694.67,687.1,679.61,672.2,664.87,657.62,650.45,643.35,636.34,629.4,622.54,615.75,609.03,602.39,595.82,589.32,582.89,576.53,570.24,564.02,557.87,551.78,545.76,539.81,533.92,528.09,522.33,516.63,511.0,505.42,499.9,494.45,489.05,483.72,478.44,473.22,468.05,462.94,457.89,452.89,447.95,443.06,438.22,433.44,428.71,424.03,419.4,414.82,410.29,405.81,401.38,397.0,392.67,388.38,384.14,379.94,375.79,371.69,367.63,363.62,359.65,355.72,351.84,347.99,344.19,340.43,336.72,333.04,329.4,325.8,322.24,318.73,315.24,311.8,308.39,305.03,301.69,298.4,295.14,291.92,288.73,285.57,282.45,279.37,276.32,273.3,270.31
63,820.87,811.53,802.24,793.15,784.34,775.74,767.28,758.91,750.64,742.46,734.37,726.36,718.45,710.61,702.87,695.21,687.63,680.13,672.71,665.38,658.12,650.95,643.85,636.83,629.88,623.01,616.22,609.5,602.85,596.27,589.77,583.34,576.97,570.68,564.45,558.3,552.21,546.18,540.22,534.33,528.5,522.73,517.03,511.39,505.81,500.29,494.83,489.43,484.08,478.8,473.58,468.41,463.29,458.24,453.24,448.29,443.4,438.56,433.77,429.03,424.35,419.72,415.13,410.6,406.12,401.69,397.3,392.96,388.67,384.43,380.23,376.08,371.97,367.91,363.89,359.92,355.99,352.1,348.26,344.45,340.69,336.97,333.29,329.65,326.05,322.49,318.97,315.48,312.04,308.63,305.26,301.92,298.62,295.36
64,888.19,878.25,868.41,858.77,849.35,840.09,830.94,821.88,812.93,804.07,795.31,786.64,778.07,769.59,761.2,752.91,744.7,736.58,728.55,720.61,712.76,704.99,697.3,689.7,682.18,674.74,667.38,660.11,652.91,645.79,638.75,631.78,624.89,618.08,611.33,604.67,598.07,591.55,585.1,578.71,572.4,566.16,559.98,553.87,547.83,541.85,535.94,530.09,524.31,518.59,512.93,507.33,501.79,496.32,490.9,485.54,480.24,475.0,469.82,464.69,459.62,454.6,449.64,444.73,439.88,435.08,430.33,425.63,420.98,416.39,411.84,407.34,402.9,398.5,394.15,389.84,385.59,381.38,377.21,373.09,369.02,364.99,361.0,357.06,353.16,349.3,345.49,341.72,337.98,334.29,330.64,327.03,323.46,319.93
65,947.61,937.13,926.8,916.65,906.65,896.78,887.01,877.35,867.79,858.34,848.99,839.74,830.59,821.55,812.59,803.74,794.98,786.32,777.75,769.28,760.89,752.6,744.4,736.28,728.26,720.32,712.47,704.7,697.02,689.42,681.9,674.47,667.12,659.84,652.65,645.53,638.49,631.53,624.64,617.83,611.09,604.43,597.83,591.31,584.86,578.48,572.17,565.93,559.76,553.65,547.61,541.64,535.73,529.88,524.1,518.38,512.72,507.13,501.6,496.12,490.71,485.35,480.06,474.82,469.63,464.51,459.44,454.42,449.46,444.56,439.71,434.91,430.16,425.46,420.82,416.22,411.68,407.19,402.74,398.34,393.99,389.69,385.44,381.23,377.07,372.95,368.88,364.85,360.86,356.92,353.03,349.17,345.36,341.59
