,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150
0,951.152531,953.5753828,891.3700114,847.774365,829.9079816,808.3344183,791.0872029,767.7839635,723.9962947,686.6491457,632.1699803,571.8180823,563.4298409,539.7546401,541.4009929,540.8518846,524.0603576,498.0609457,508.2178634,504.2205242,500.7810954,458.2119337,486.2790057,468.5011028,441.7332002,456.1161504,431.2164503,423.6064413,448.3555468,441.1190748,436.5986079,432.0348136,427.3114787,422.8207271,418.531382,414.3830798,409.9486456,321.0375202,313.4587317,306.2400413,299.3630924,292.8105999,286.5662765,280.6147622,274.9415593,269.5329705,264.3760406,259.4585011,254.7687169,250.2956346,246.0287325,241.9579705,238.0737392,234.3668066,230.8282615,227.4494475,224.2218857,221.1371733,218.1868407,215.3621222,212.6535271,210.0497816,207.5318015,205.0439749,202.5859412,200.1573445,197.7578329,195.3870588,193.0446786,190.7303531,188.4437467,186.1845282,183.9523701,181.7469488,179.5679448,177.4150421,175.2879286,173.1862959,171.1098394,169.058258,167.0312541,165.0285339,163.0498069,161.094786,159.1631878,157.2547321,155.369142,153.5061441,151.665468,149.8468466,148.0500162,146.274716,144.5206884,142.7876789,141.075436,139.3837111,137.7122588,136.0608364,134.4292043,132.8171256,131.2243663,129.6506951,128.0958837,126.5597062,125.0419397,123.5423636,122.0607604,120.5969149,119.1506144,117.7216489,116.309811,114.9148955,113.5366999,112.175024,110.8296699,109.5004423,108.187148,106.8895963,105.6075987,104.3409689,103.0895229,101.8530788,100.6314571,99.4244801,98.23197253,97.05376108,95.88967451,94.73954366,93.60320138,92.48048251,91.37122388,90.27526426,89.19244434,88.12260674,87.06559594,86.02125829,84.98944197,83.96999698,82.96277512,81.96762994,80.98441678,80.01299267,79.05321638,78.10494834,77.16805069,76.24238718,75.32782321,74.42422579,73.53146351,72.64940655,71.77792662,70.91689699,70.06619243,69.22568921,68.39526509,67.57479928,66.76417244,65.96326667,65.17196547,64.39015372,63.61771771,62.85454507,62.10052477,61.35554714,60.61950378,59.89228761,59.17379285,58.46391495,57.76255063,57.06959785
1,72.61573414,67.39972839,65.59064447,66.91639213,77.48134729,67.0052091,64.99068398,57.0456131,57.65469939,60.32099539,58.31967043,50.66637323,44.69783148,47.89745723,45.64741635,42.42262997,39.26473651,42.28877567,39.05108729,32.21848114,34.14369207,36.59458763,39.12994717,36.50733428,37.87970397,40.5556698,32.92829668,32.46279392,29.83555668,28.73588925,28.07640907,27.33498947,26.61117336,26.33177577,25.95121719,24.95343354,24.24661504,31.7657791,31.01994897,30.30935951,29.63222123,28.98684872,28.37165342,27.78513689,27.22588446,26.6925592,26.1838963,25.69869768,25.23582679,24.79420364,24.37279991,23.97063409,23.58676651,23.22029421,22.87034535,22.53607286,22.21664684,21.91124472,21.61903723,21.3391661,21.07070205,20.81254139,20.56281657,20.31608784,20.07231925,19.83147531,19.59352092,19.35842143,19.12614259,18.89665056,18.66991192,18.44589365,18.22456309,18.00588803,17.78983659,17.57637731,17.3654791,17.15711123,16.95124334,16.74784546,16.54688794,16.34834152,16.15217726,15.9583666,15.7668813,15.57769346,15.39077553,15.20610027,15.02364077,14.84337046,14.66526308,14.48929267,14.3154336,14.14366055,13.97394848,13.80627268,13.6406087,13.47693243,13.31522001,13.15544788,12.99759276,12.84163167,12.68754186,12.5353009,12.38488661,12.23627706,12.08945061,11.94438587,11.8010617,11.65945721,11.51955179,11.38132503,11.24475681,11.10982722,10.97651661,10.84480556,10.71467486,10.58610557,10.45907895,10.33357648,10.2095799,10.08707112,9.966032296,9.846445796,9.728294194,9.611560274,9.496227028,9.382277649,9.269695536,9.158464283,9.048567684,8.939989726,8.832714587,8.726726637,8.622010432,8.518550714,8.416332407,8.315340618,8.215560629,8.116977903,8.019578074,7.92334695,7.828270508,7.734334895,7.641526422,7.549831567,7.459236967,7.369729422,7.281295888,7.193923481,7.107599467,7.022311268,6.938046456,6.854792752,6.772538025,6.691270288,6.610977698,6.531648557,6.453271303,6.375834516,6.299326912,6.223737341,6.14905479,6.075268374,6.002367341,5.930341069,5.859179061,5.788870947,5.719406482,5.650775544
2,44.43563268,46.03104384,41.14372636,36.51970648,37.35488239,38.87406752,37.94214753,39.23528724,35.94301319,26.46199058,35.31418473,31.42965,27.31250563,28.67237336,22.45350717,28.74117276,24.74509947,25.87380017,29.84163999,16.66068558,20.88584272,18.98896539,23.34894968,19.12470129,16.26223051,20.3963429,17.4120628,20.0973684,18.78708806,18.30833347,17.92660107,17.57754018,17.23879981,16.91920615,16.50284781,16.05542163,15.83878371,10.58785346,10.3183909,10.06269615,9.820018033,9.589652779,9.370940553,9.163262186,8.966036155,8.778715741,8.600786376,8.431763134,8.27118835,8.118629349,7.973676241,7.835939759,7.705049101,7.580649707,7.462400895,7.349973236,7.243045453,7.141300477,7.044419944,6.952075508,6.863912662,6.779511116,6.698159707,6.61778445,6.538373633,6.459915684,6.38239917,6.305812794,6.230145398,6.155385954,6.081523569,6.008547479,5.936447049,5.865211774,5.794831272,5.725295287,5.656593687,5.588716459,5.521653713,5.455395676,5.389932692,5.325255222,5.261353841,5.198219236,5.135842207,5.074213664,5.013324626,4.953166221,4.89372968,4.835006344,4.776987654,4.719665155,4.663030493,4.607075416,4.55179177,4.497171497,4.443206638,4.389889328,4.337211799,4.285166372,4.233745464,4.182941581,4.13274732,4.083155364,4.034158488,3.985749551,3.937921498,3.89066736,3.843980249,3.797853362,3.752279976,3.707253451,3.662767225,3.618814813,3.575389812,3.532485892,3.490096801,3.448216361,3.40683847,3.365957096,3.325566283,3.285660143,3.246232861,3.207278692,3.168791957,3.130767049,3.093198425,3.056080611,3.019408198,2.98317584,2.947378257,2.912010233,2.877066613,2.842542304,2.808432276,2.774731556,2.741435234,2.708538456,2.67603643,2.643924417,2.612197739,2.58085177,2.549881944,2.519283746,2.489052717,2.459184452,2.429674597,2.400518852,2.371712967,2.343252745,2.315134038,2.287352747,2.259904824,2.232786269,2.205993129,2.1795215,2.153367524,2.127527388,2.101997328,2.076773622,2.051852594,2.027230613,2.002904089,1.978869478,1.955123276,1.931662023,1.9084823,1.885580729,1.862953971,1.840598729
3,32.85078194,25.51082382,27.72461967,25.79268942,29.55879948,27.49346307,28.51077231,32.6228027,29.26636685,26.42274732,20.836885,22.56100386,23.76737256,18.46514827,18.94078675,16.23173112,16.99328445,16.87596449,17.86428731,18.85940487,18.14388281,12.61832393,17.16215721,15.36468762,13.2310937,15.34743801,15.42616056,17.40912618,13.7772222,13.40601283,13.11516185,12.92444655,12.74350733,12.59132003,12.33745973,12.06059883,11.95823375,7.899687958,7.676144936,7.465156439,7.265972354,7.077894875,6.90027433,6.732505335,6.574023246,6.42430088,6.282845464,6.149195796,6.022919583,5.903610927,5.790887929,5.684390374,5.583777459,5.488725508,5.398925585,5.314080921,5.233903938,5.158112561,5.086425186,5.018552874,4.954185003,4.892954419,4.834240386,4.776230886,4.718917468,4.662291779,4.606345566,4.551070677,4.496459057,4.442502746,4.389193883,4.336524699,4.284487517,4.233074755,4.18227892,4.13209261,4.082508511,4.033519397,3.985118129,3.937297653,3.890051,3.843371285,3.797251705,3.751685539,3.706666147,3.662186968,3.61824152,3.574823397,3.531926274,3.489543898,3.447670093,3.406298757,3.36542386,3.325039445,3.285139627,3.245718591,3.206770593,3.168289955,3.130271071,3.092708399,3.055596465,3.018929861,2.982703243,2.946911331,2.91154891,2.876610826,2.842091986,2.807987361,2.77429198,2.741000933,2.708109367,2.675612489,2.643505564,2.611783911,2.580442909,2.549477989,2.518884638,2.488658399,2.458794865,2.429289685,2.400138559,2.371337237,2.342881524,2.314767271,2.286990381,2.259546807,2.232432548,2.205643653,2.179176217,2.153026384,2.127190342,2.101664326,2.076444616,2.051527537,2.026909456,2.002586786,1.978555982,1.954813542,1.931356006,1.908179955,1.885282012,1.862658838,1.840307138,1.818223653,1.796405165,1.774848494,1.753550499,1.732508076,1.711718157,1.691177712,1.670883749,1.65083331,1.631023472,1.611451348,1.592114086,1.573008867,1.554132907,1.535483455,1.517057794,1.498853237,1.480867131,1.463096855,1.44553982,1.428193466,1.411055265,1.39412272,1.377393363,1.360864755,1.344534488,1.328400181
4,26.80897766,22.92648763,28.21323179,24.31634147,19.78518238,24.83855829,21.7286732,22.79835567,25.68094191,17.47779092,21.25181246,14.78235132,16.99537673,14.25520983,14.04350561,13.14743301,12.7163728,10.42511492,11.51642935,15.00641666,14.66625112,15.79347873,14.3531227,13.83997677,8.891859656,12.29976369,10.223842,12.5147066,11.66764854,11.39123035,11.16317069,11.12977675,11.01473513,10.75752003,10.59825409,10.54069126,10.46347219,7.699703558,7.462703767,7.239976929,7.030608592,6.833752946,6.648626995,6.474505234,6.310714782,6.156630904,6.011672893,5.875300266,5.747009228,5.626329368,5.512820545,5.406069915,5.305689052,5.211311093,5.122587819,5.039186552,4.960786645,4.887075228,4.817741485,4.752467946,4.690914629,4.632680829,4.577089931,4.522166094,4.467901313,4.414287681,4.361317384,4.308982703,4.257276011,4.206189773,4.155716545,4.10584897,4.056579782,4.0079018,3.959807931,3.912291165,3.865344578,3.818961329,3.773134658,3.727857886,3.683124415,3.638927726,3.595261378,3.552119008,3.509494328,3.467381126,3.425773265,3.384664682,3.344049385,3.303921455,3.264275045,3.225104376,3.18640374,3.148167497,3.110390075,3.073065967,3.036189735,2.999756005,2.963759466,2.928194874,2.893057043,2.858340855,2.824041249,2.790153227,2.75667185,2.723592238,2.690909571,2.658619085,2.626716075,2.595195891,2.56405394,2.533285682,2.502886635,2.472852366,2.4431785,2.413860712,2.384894729,2.35627633,2.328001343,2.300065648,2.272465174,2.245195898,2.218253846,2.191635091,2.165335755,2.139352004,2.113680051,2.088316155,2.06325662,2.038497793,2.014036066,1.989867873,1.965989694,1.942398047,1.919089494,1.896060638,1.873308123,1.850828634,1.828618893,1.806675665,1.78499575,1.76357599,1.742413263,1.721504484,1.700846606,1.680436618,1.660271546,1.640348451,1.620664429,1.601216611,1.582002164,1.563018286,1.544262212,1.525731207,1.50742257,1.489333634,1.471461762,1.453804349,1.436358822,1.419122639,1.402093286,1.385268283,1.368645178,1.352221547,1.335994996,1.319963162,1.304123708,1.288474324,1.273012731,1.257736674
5,22.13856203,21.11239109,22.63520112,21.73024108,18.89233133,17.73769122,18.81998012,16.57730167,19.35704714,14.61767035,16.89902255,12.6505491,16.90200173,14.07564197,15.84028766,15.08255913,13.4226554,12.45055303,11.80419179,12.38521248,12.43902844,11.55099589,12.6066958,10.23434082,8.429773962,10.42838822,8.906657842,9.314487521,10.19637468,9.955274329,9.857942527,9.814410912,9.619033862,9.442212264,9.371834741,9.340444389,9.282296062,7.499718757,7.260419099,7.035951378,6.825336993,6.627673058,6.44212581,6.267924604,6.104356436,5.950760923,5.80652571,5.671082234,5.5439018,5.424491942,5.312392992,5.207174837,5.108433784,5.015789473,4.928881756,4.847367383,4.770916307,4.699207231,4.631921678,4.56873501,4.509300187,4.453208742,4.399771413,4.346975303,4.29481272,4.243276061,4.192357815,4.142050563,4.092346974,4.043239803,3.994721894,3.946786178,3.899425667,3.85263346,3.806402739,3.760726765,3.715598882,3.671012514,3.626961162,3.583438408,3.540437909,3.497953397,3.455978681,3.414507645,3.373534245,3.333052508,3.293056537,3.253540501,3.214498643,3.175925272,3.137814766,3.100161573,3.062960204,3.026205237,2.989891317,2.954013152,2.918565511,2.88354323,2.848941204,2.814754391,2.780977808,2.747606532,2.714635702,2.68206051,2.64987621,2.618078112,2.586661581,2.555622039,2.524954961,2.49465588,2.464720378,2.435144094,2.405922716,2.377051987,2.348527698,2.320345692,2.292501863,2.264992152,2.237812551,2.210959097,2.184427878,2.158215026,2.132316722,2.106729191,2.081448703,2.056471576,2.031794168,2.007412882,1.983324167,1.95952451,1.936010443,1.91277854,1.889825415,1.867147721,1.844742155,1.822605451,1.800734383,1.779125762,1.757776441,1.736683307,1.715843286,1.695253341,1.674910471,1.654811712,1.634954134,1.615334843,1.595950979,1.576799718,1.557878269,1.539183874,1.520713808,1.502465379,1.484435928,1.466622828,1.449023481,1.431635324,1.414455822,1.39748247,1.380712797,1.364144356,1.347774734,1.331601545,1.315622432,1.299835065,1.284237144,1.268826396,1.253600575,1.238557461,1.223694863,1.209010613
6,22.48059293,19.41538878,23.05527181,19.78667297,20.50868873,18.83491966,16.02672808,16.2453446,16.25726407,15.34143754,15.68591838,15.80322801,14.79670007,12.67169068,13.00023546,13.4474654,11.70334365,13.9443823,12.16058868,9.628094229,12.94062294,11.8680443,10.4013443,11.72653156,10.53634766,10.84435749,9.497163488,8.898141592,9.58843353,9.389359601,9.309099126,9.160596704,9.006752397,8.961229185,8.848707917,8.775269853,8.807428038,7.099747956,6.873924624,6.662063009,6.463244287,6.276620539,6.101408588,5.936884391,5.782377912,5.637268438,5.500980273,5.372978774,5.25276669,5.139880738,5.033888403,4.934384889,4.840990183,4.753346165,4.671113666,4.593969366,4.521602313,4.453709739,4.38999147,4.330141477,4.273832554,4.220679535,4.170032436,4.119993078,4.070554167,4.021708499,3.973448956,3.925768505,3.878660196,3.832117166,3.78613263,3.740699888,3.695812319,3.651463381,3.607646611,3.564355623,3.521584109,3.479325835,3.437574642,3.396324447,3.355569238,3.315303074,3.275520089,3.236214484,3.197380531,3.159012571,3.121105011,3.083652329,3.046649064,3.010089826,2.973969285,2.938282178,2.903023304,2.868187524,2.833769761,2.799765,2.766168285,2.732974719,2.700179465,2.667777744,2.635764833,2.604136066,2.572886836,2.542012586,2.511508818,2.481371086,2.451594998,2.422176214,2.393110448,2.364393462,2.336021072,2.307989142,2.280293588,2.252930374,2.22589551,2.199185058,2.172795124,2.146721862,2.120961473,2.095510202,2.07036434,2.045520222,2.020974227,1.996722778,1.972762341,1.949089424,1.925700576,1.902592389,1.879761495,1.857204567,1.834918316,1.812899496,1.791144897,1.769651348,1.748415718,1.72743491,1.706705868,1.686225571,1.665991032,1.645999304,1.626247473,1.60673266,1.587452022,1.568402747,1.54958206,1.530987217,1.51261551,1.494464259,1.47653082,1.45881258,1.441306955,1.424011395,1.406923378,1.390040415,1.373360044,1.356879836,1.340597387,1.324510325,1.308616305,1.292913011,1.277398154,1.262069473,1.246924733,1.231961729,1.217178278,1.202572226,1.188141445,1.173883832,1.159797307,1.14587982
7,21.03958285,17.48519223,16.95828493,19.50963648,15.35188719,15.19712424,13.75035253,16.57454683,13.65820415,13.38822506,15.87631781,12.92733702,11.98991349,9.409341998,11.08304798,8.487078754,11.33744997,11.70310396,9.464652317,8.389857745,11.28394041,9.277031125,8.174984126,8.135632211,10.30514685,6.735088824,8.123693768,9.7920153,9.010305374,8.903412605,8.797205961,8.662771956,8.596592053,8.528784657,8.430820049,8.389692785,8.313067273,6.379973596,6.182672073,5.99729781,5.823083691,5.659320412,5.505351559,5.360569109,5.224409321,5.096348954,4.975901798,4.862615463,4.7560684,4.655867116,4.561643556,4.473052599,4.38976964,4.311488189,4.237917425,4.168779593,4.103807065,4.042738781,3.985315473,3.931272389,3.880326068,3.832142479,3.78615764,3.740724598,3.695836732,3.651487501,3.607670442,3.564379168,3.521607371,3.479348818,3.437597349,3.396346882,3.355591403,3.315324974,3.275541726,3.236235861,3.197401651,3.159033438,3.121125628,3.083672698,3.046669189,3.010109709,2.97398893,2.938301587,2.90304248,2.86820647,2.83378848,2.799783494,2.766186557,2.732992772,2.700197301,2.667795366,2.635782243,2.604153268,2.572903831,2.542029377,2.511525408,2.481387477,2.451611192,2.422192214,2.393126256,2.36440908,2.336036502,2.308004388,2.280308651,2.252945255,2.225910213,2.199199584,2.172809476,2.146736042,2.120975483,2.095524044,2.070378016,2.045533734,2.020987577,1.996735968,1.972775373,1.949102299,1.925713297,1.902604957,1.879773912,1.857216834,1.834930437,1.812911471,1.791156728,1.769663038,1.748427267,1.727446321,1.706717142,1.686236709,1.666002037,1.646010177,1.626258216,1.606743274,1.587462508,1.568413107,1.549592296,1.53099733,1.512625501,1.494474131,1.476540574,1.458822216,1.441316476,1.424020801,1.406932672,1.390049597,1.373369116,1.356888799,1.340606242,1.324519074,1.308624949,1.292921551,1.277406592,1.262077809,1.24693297,1.231969867,1.217186318,1.20258017,1.188149294,1.173891586,1.159804969,1.145887389,1.132136818,1.118551252,1.105128711,1.091867239,1.078764903,1.065819793,1.053030023,1.040393728
8,16.25809865,19.3686738,18.08446929,14.47408638,16.58706735,14.06211,11.96423569,15.70378731,12.61345982,13.35192186,14.21414101,13.31394313,10.16972096,10.07568336,9.134257125,8.970150834,10.07830578,8.695841214,10.12928802,10.00265531,13.24823371,9.625317335,9.536879323,8.15941241,6.739149969,11.16848483,6.72699268,9.016133243,8.472093933,8.400162441,8.308090524,8.218603337,8.166592679,8.114655185,8.060551304,7.975246069,7.869099468,5.697470767,5.528217512,5.368865893,5.218799818,5.077448047,4.944280485,4.818804775,4.700563182,4.589129712,4.484107454,4.385126114,4.291839721,4.203924464,4.12107665,4.04301075,3.969457481,3.900161908,3.834881481,3.773383928,3.715444866,3.660844858,3.609365449,3.560783068,3.51485789,3.471306902,3.429651933,3.388496807,3.347835526,3.307662164,3.267970867,3.228755849,3.190011397,3.151731864,3.11391167,3.076545305,3.039627322,3.003152342,2.967115049,2.93151019,2.896332577,2.861577084,2.827238644,2.793312254,2.75979297,2.726675906,2.693956235,2.661629191,2.629690061,2.59813419,2.56695698,2.536153886,2.505720421,2.475652148,2.445944686,2.416593704,2.387594926,2.358944125,2.330637125,2.302669802,2.275038078,2.247737928,2.220765373,2.194116481,2.167787368,2.141774198,2.11607318,2.090680567,2.065592659,2.0408058,2.016316378,1.992120822,1.968215608,1.94459725,1.921262307,1.898207378,1.875429103,1.852924163,1.830689276,1.808721204,1.787016743,1.765572731,1.744386043,1.723453591,1.702772324,1.682339228,1.662151325,1.642205673,1.622499365,1.603029529,1.583793327,1.564787955,1.546010645,1.527458659,1.509129293,1.491019877,1.47312777,1.455450366,1.437985087,1.420729388,1.403680755,1.386836703,1.370194777,1.353752551,1.337507629,1.321457643,1.305600255,1.289933153,1.274454054,1.259160701,1.244050867,1.229122348,1.21437297,1.199800581,1.18540306,1.171178306,1.157124248,1.143238836,1.129520048,1.115965883,1.102574366,1.089343546,1.076271494,1.063356304,1.050596096,1.037989008,1.025533204,1.013226868,1.001068206,0.989055447,0.97718684,0.965460654,0.953875182,0.942428733
9,17.25044743,12.81374488,16.53083946,17.47141277,23.34766322,15.26776438,16.22362394,9.914317696,14.84754478,13.4371352,15.5904364,14.20880406,11.32003654,10.97871844,9.526949529,12.07850221,11.60746584,11.66291653,8.414528604,8.575382157,9.994197448,8.104693732,10.43182613,7.28395373,8.16506093,5.336458438,7.723357901,10.51992155,8.322840637,8.16869657,8.096550727,8.01053311,7.929594923,7.884610397,7.839429988,7.729343202,7.65124352,5.337018384,5.184386399,5.040404055,4.904549934,4.776339326,4.655321277,4.54107587,4.433211724,4.331363677,4.235190641,4.144373603,4.058613753,3.977630723,3.901160901,3.828955819,3.760780561,3.696412167,3.635637983,3.578253863,3.524062116,3.472868961,3.424481053,3.378700122,3.335313119,3.294068304,3.254540128,3.215486274,3.176901052,3.138778838,3.101114076,3.063901277,3.027135018,2.990809941,2.954920752,2.91946222,2.884429179,2.849816522,2.815619205,2.781832245,2.748450717,2.715469756,2.682884556,2.650690368,2.6188825,2.587456317,2.556407238,2.525730738,2.495422348,2.465477649,2.435892277,2.406661922,2.377782322,2.349249269,2.321058605,2.293206221,2.265688058,2.238500106,2.211638402,2.185099031,2.158878125,2.132971864,2.107376472,2.082088217,2.057103416,2.032418425,2.008029649,1.983933532,1.960126563,1.936605272,1.913366231,1.890406054,1.867721393,1.845308943,1.823165437,1.801287649,1.77967239,1.758316509,1.737216894,1.71637047,1.695774199,1.675425079,1.655320145,1.635456465,1.615831146,1.596441327,1.577284183,1.55835692,1.539656781,1.52118104,1.502927005,1.484892015,1.467073441,1.449468687,1.432075188,1.414890407,1.397911841,1.381137015,1.364563483,1.348188832,1.332010674,1.316026651,1.300234434,1.284631721,1.269216238,1.253985739,1.238938003,1.224070838,1.209382077,1.194869578,1.180531228,1.166364936,1.152368637,1.138540292,1.124877886,1.111379426,1.098042946,1.084866502,1.071848174,1.058986064,1.046278298,1.033723023,1.02131841,1.009062651,0.99695396,0.984990571,0.973170742,0.961492749,0.949954891,0.938555486,0.927292872,0.916165409,0.905171473,0.894309464
