,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
23,85.56,89.34,70.17,82.68,78.31,84.90,82.61,93.16,85.51,99.53,98.80,85.25,85.46,87.69,89.18,87.01,92.45,99.52,94.41,97.15,79.16,82.30,84.80,87.03,79.68,76.94,71.90,75.48,65.19,68.18,50.92,57.86,52.27,56.67,53.69,56.20,49.16,51.92,50.53,54.85,45.82,45.69,44.44,43.30,42.19,41.18,40.21,39.24,38.37,37.62,36.90,36.14,35.46,34.83,34.13,33.55,33.07,32.56,32.01,31.56,31.10,30.69,30.36,29.97,29.69,29.34,28.91,28.48,28.12,27.84,27.50,27.01,26.63,26.42,26.18,25.92,25.52,25.14,24.95,24.66,24.34,24.15,23.84,23.56,23.31,22.97,22.61,22.29,21.97,21.67,21.47,21.23,20.95,20.62,20.41,20.26,20.12,19.90,19.53,19.21,19.00,18.83,18.51,18.24,18.09,17.85,17.66,17.45,17.11,16.83,16.66,16.50,16.33,16.16,16.00,15.77,15.55,15.41,15.27,15.13,15.01,14.90,14.67,14.38,14.22,14.08,13.80,13.66,13.52,13.25,13.17,13.09,12.87,12.78,12.68,12.45,12.21,12.09,11.97,11.83
24,86.16,84.74,74.77,79.73,74.67,80.36,83.59,81.94,94.32,89.11,90.71,93.67,89.45,88.86,90.79,87.86,95.70,98.73,93.55,96.69,98.91,83.81,84.89,75.34,71.61,73.21,78.40,71.36,67.31,64.34,51.39,49.00,53.69,53.36,55.27,56.19,48.97,58.10,58.38,50.35,46.92,46.85,45.71,44.67,43.56,42.48,41.49,40.59,39.79,39.02,38.32,37.59,36.88,36.25,35.62,35.07,34.51,33.94,33.43,32.95,32.56,32.13,31.64,31.29,30.98,30.48,30.02,29.77,29.40,29.12,28.85,28.32,27.90,27.65,27.32,26.96,26.58,26.24,25.93,25.62,25.32,25.06,24.75,24.44,24.22,23.91,23.57,23.32,23.01,22.68,22.45,22.19,21.96,21.63,21.36,21.04,20.73,20.58,20.37,20.13,19.94,19.74,19.45,19.20,19.00,18.78,18.55,18.29,18.03,17.69,17.41,17.25,17.08,16.85,16.62,16.39,16.17,16.01,15.87,15.73,15.60,15.35,15.11,15.01,14.85,14.70,14.49,14.29,14.08,13.88,13.81,13.67,13.39,13.18,13.03,12.93,12.83,12.72,12.61,12.46
25,81.69,82.60,83.84,80.19,76.68,76.23,79.18,83.53,88.58,92.61,92.22,84.06,88.01,89.75,90.13,94.38,103.91,96.89,93.85,93.32,90.86,95.84,85.64,83.45,81.74,79.57,73.37,72.01,72.52,60.91,65.64,57.17,61.73,47.59,65.89,62.05,58.79,59.29,61.32,59.41,48.48,48.61,47.56,46.57,45.56,44.49,43.45,42.58,41.79,40.97,40.23,39.54,38.85,38.19,37.60,37.00,36.33,35.78,35.29,34.80,34.37,33.89,33.38,33.04,32.67,32.12,31.71,31.37,30.94,30.64,30.36,29.97,29.64,29.35,28.92,28.40,28.05,27.79,27.45,27.08,26.65,26.28,26.02,25.70,25.39,25.16,24.90,24.56,24.32,24.00,23.63,23.40,23.20,22.92,22.59,22.22,21.91,21.78,21.52,21.19,20.97,20.66,20.40,20.24,20.06,19.80,19.52,19.29,19.10,18.84,18.50,18.34,18.18,17.89,17.59,17.36,17.20,17.04,16.88,16.61,16.35,16.10,15.85,15.74,15.58,15.42,15.21,15.01,14.87,14.73,14.59,14.46,14.26,13.99,13.78,13.69,13.60,13.37,13.20,13.04
26,83.61,94.23,84.17,82.37,77.72,84.25,85.47,80.31,83.10,100.23,93.44,90.98,87.10,97.28,92.89,85.40,91.43,103.88,97.91,91.31,87.84,91.80,82.96,83.65,74.02,72.69,79.24,81.06,80.01,63.34,58.96,60.34,61.03,70.51,52.87,64.44,54.38,61.10,59.08,62.00,51.04,51.30,50.16,49.19,48.24,47.27,46.26,45.25,44.44,43.67,42.87,42.08,41.35,40.78,40.26,39.61,38.87,38.34,37.86,37.30,36.81,36.39,35.90,35.38,34.97,34.55,34.12,33.62,33.18,32.87,32.57,32.23,31.79,31.41,30.94,30.46,30.13,29.78,29.46,29.12,28.62,28.25,28.00,27.66,27.39,27.12,26.83,26.45,26.04,25.68,25.37,25.05,24.71,24.52,24.19,23.87,23.69,23.45,23.09,22.66,22.41,22.19,21.89,21.58,21.36,21.12,20.87,20.66,20.49,20.24,19.85,19.58,19.42,19.19,18.96,18.73,18.50,18.33,18.17,17.89,17.62,17.36,17.11,16.99,16.81,16.59,16.31,16.11,15.91,15.65,15.45,15.32,15.19,14.99,14.79,14.65,14.56,14.35,14.12,13.95
27,89.64,78.80,88.63,88.91,78.26,81.25,81.72,84.52,83.63,93.75,86.22,92.60,97.03,92.41,104.09,89.88,87.28,102.48,101.28,103.70,99.86,97.68,79.75,87.44,79.38,84.54,77.74,78.94,73.52,68.50,62.77,57.18,63.26,65.25,62.41,61.51,60.19,59.77,66.82,62.41,54.61,54.92,53.80,52.72,51.68,50.71,49.79,48.84,47.94,47.12,46.36,45.56,44.81,44.17,43.54,42.84,42.06,41.49,40.99,40.48,39.96,39.43,38.91,38.35,37.99,37.59,37.03,36.50,36.10,35.67,35.25,34.95,34.55,34.01,33.44,33.11,32.81,32.31,31.90,31.58,31.18,30.80,30.41,30.09,29.80,29.39,29.05,28.69,28.24,27.89,27.58,27.21,26.90,26.68,26.32,25.94,25.64,25.35,24.95,24.54,24.37,24.25,23.92,23.45,23.14,23.00,22.71,22.39,22.12,21.77,21.40,21.14,20.99,20.76,20.54,20.37,20.13,19.84,19.61,19.38,19.16,18.89,18.63,18.44,18.25,18.09,17.86,17.59,17.27,17.01,16.81,16.62,16.43,16.24,16.05,15.85,15.59,15.38,15.23,15.05
28,86.63,85.60,87.94,93.54,87.46,90.87,84.81,89.96,85.88,95.79,87.06,94.59,91.52,93.72,101.46,101.02,92.19,103.87,102.14,101.46,92.01,100.57,93.35,87.19,67.18,75.56,84.11,83.25,84.13,70.39,73.11,65.02,59.03,63.84,66.26,69.70,67.79,71.09,69.73,63.85,58.85,59.20,58.10,56.99,55.92,54.98,54.05,53.14,52.27,51.43,50.65,49.77,48.94,48.21,47.48,46.79,46.11,45.51,44.83,44.30,43.78,43.15,42.58,41.97,41.50,41.05,40.51,40.03,39.59,39.01,38.54,38.23,37.81,37.13,36.53,36.22,35.89,35.42,34.98,34.57,34.20,33.73,33.17,32.83,32.43,31.95,31.58,31.23,30.91,30.57,30.21,29.83,29.52,29.15,28.77,28.36,27.94,27.71,27.43,26.98,26.60,26.32,26.03,25.66,25.33,25.15,24.83,24.48,24.18,23.85,23.56,23.25,22.99,22.71,22.43,22.26,22.02,21.60,21.30,21.07,20.84,20.62,20.41,20.21,20.01,19.77,19.48,19.14,18.88,18.74,18.54,18.36,18.17,17.93,17.62,17.37,17.05,16.79,16.65,16.45
29,95.75,86.99,87.17,85.39,80.04,84.15,78.92,90.49,89.91,103.55,93.16,95.26,100.34,90.63,102.78,100.25,104.11,102.74,106.55,104.65,105.23,100.28,98.54,90.18,83.30,92.27,78.81,86.89,81.51,78.53,75.40,71.86,69.21,71.71,63.95,73.90,67.38,77.72,74.53,66.45,64.22,64.49,63.25,62.19,61.03,60.02,59.06,58.13,57.29,56.34,55.51,54.59,53.80,53.11,52.33,51.65,50.92,50.21,49.52,48.88,48.31,47.68,47.05,46.35,45.69,45.22,44.74,44.24,43.64,43.08,42.62,42.17,41.68,40.97,40.36,39.95,39.47,39.03,38.63,38.13,37.72,37.23,36.64,36.25,35.78,35.37,34.98,34.59,34.16,33.70,33.41,32.98,32.48,32.05,31.63,31.20,30.86,30.62,30.35,29.92,29.43,29.06,28.69,28.36,28.00,27.68,27.40,27.08,26.75,26.39,26.06,25.72,25.41,25.15,24.81,24.52,24.16,23.74,23.50,23.32,23.02,22.67,22.50,22.35,22.02,21.65,21.35,21.06,20.85,20.70,20.51,20.32,20.08,19.72,19.35,19.11,18.93,18.68,18.43,18.21
30,93.97,98.54,89.93,82.34,87.76,89.67,96.64,92.67,91.29,93.83,94.42,98.25,98.06,100.02,103.56,109.50,95.49,106.16,106.15,105.51,95.31,111.28,101.65,88.86,98.59,94.70,91.78,90.48,90.90,86.56,79.46,77.76,71.20,77.29,70.56,75.73,71.42,77.63,81.71,72.11,70.58,70.61,68.98,67.88,66.75,65.70,64.69,63.67,62.74,61.80,60.96,60.08,59.32,58.50,57.64,56.90,56.04,55.28,54.69,53.96,53.24,52.54,51.85,51.23,50.64,50.05,49.38,48.72,48.15,47.62,47.05,46.48,45.93,45.27,44.61,44.13,43.68,43.15,42.60,42.02,41.47,41.01,40.51,40.04,39.58,39.16,38.78,38.31,37.78,37.27,36.85,36.42,35.87,35.42,34.99,34.57,34.20,33.71,33.31,33.00,32.59,32.18,31.83,31.48,30.99,30.53,30.17,29.77,29.41,29.08,28.73,28.41,28.19,27.88,27.49,27.15,26.74,26.32,26.07,25.77,25.34,24.97,24.80,24.63,24.23,23.85,23.59,23.30,23.01,22.80,22.60,22.35,22.04,21.68,21.39,21.22,21.05,20.81,20.51,20.26
31,95.42,93.19,91.96,91.76,89.68,88.46,99.61,94.70,96.95,103.37,101.70,105.04,108.62,107.88,112.45,112.48,103.95,105.87,102.47,101.44,111.54,103.81,104.33,100.41,93.95,99.12,101.22,97.67,83.16,85.40,81.51,80.21,81.53,76.23,70.54,82.35,77.96,88.25,84.32,77.53,76.84,76.33,74.34,73.24,72.23,71.19,70.14,69.07,68.09,67.22,66.36,65.45,64.58,63.66,62.75,61.97,61.06,60.25,59.56,58.78,58.06,57.37,56.64,55.94,55.33,54.65,53.87,53.14,52.52,51.92,51.34,50.71,50.02,49.36,48.70,48.11,47.69,47.19,46.55,45.95,45.26,44.66,44.19,43.70,43.17,42.70,42.20,41.56,41.07,40.64,40.16,39.73,39.17,38.66,38.26,37.83,37.30,36.77,36.34,35.90,35.43,35.04,34.65,34.27,33.87,33.40,32.96,32.55,32.04,31.69,31.37,30.96,30.65,30.31,29.94,29.61,29.27,28.91,28.55,28.05,27.62,27.31,27.12,26.88,26.47,26.07,25.74,25.43,25.13,24.91,24.70,24.26,23.83,23.59,23.36,23.13,22.91,22.68,22.39,22.12
32,97.04,102.95,103.97,99.73,97.04,105.54,97.57,105.86,96.03,109.20,103.79,99.56,94.52,108.71,113.60,114.82,104.29,118.17,116.16,117.30,109.35,116.16,111.71,112.82,100.68,110.18,110.91,92.67,94.10,96.24,81.11,75.68,85.65,78.06,98.16,93.66,86.18,77.82,86.48,93.18,83.10,81.74,79.41,78.43,77.40,76.31,75.30,74.35,73.34,72.29,71.41,70.56,69.69,68.70,67.70,66.89,66.01,65.10,64.29,63.53,62.81,62.05,61.34,60.54,59.68,58.96,58.24,57.52,56.85,56.19,55.41,54.71,54.12,53.43,52.73,52.12,51.53,50.94,50.33,49.65,49.00,48.43,47.95,47.37,46.63,46.04,45.50,44.88,44.34,43.83,43.37,42.94,42.31,41.74,41.28,40.76,40.27,39.85,39.45,38.86,38.32,37.92,37.37,36.88,36.57,36.08,35.62,35.26,34.74,34.30,33.90,33.47,33.06,32.69,32.23,31.80,31.54,31.25,30.89,30.46,30.03,29.65,29.40,29.09,28.72,28.30,27.84,27.45,27.14,26.90,26.62,26.17,25.74,25.49,25.26,24.97,24.69,24.35,24.00,23.71
33,101.36,98.42,100.88,106.36,99.99,102.19,108.56,118.18,111.53,103.03,104.15,105.82,112.73,120.59,114.07,112.50,112.85,120.59,116.68,108.75,121.77,112.45,113.37,109.00,117.68,107.88,113.47,111.87,97.48,90.62,88.99,92.09,86.75,84.55,89.08,91.98,84.62,97.60,96.47,93.14,89.66,87.63,84.84,83.83,82.89,81.81,80.71,79.78,78.88,77.81,76.79,75.91,75.08,74.19,73.22,72.25,71.24,70.37,69.51,68.63,67.89,67.08,66.23,65.40,64.56,63.69,62.92,62.17,61.51,60.73,59.84,59.20,58.55,57.78,57.10,56.47,55.75,54.98,54.28,53.50,52.89,52.42,51.87,51.21,50.39,49.71,49.23,48.69,48.05,47.37,46.78,46.25,45.61,45.03,44.44,43.91,43.50,43.00,42.48,41.97,41.45,40.97,40.42,39.89,39.42,38.83,38.42,38.04,37.63,37.18,36.58,36.13,35.70,35.24,34.75,34.35,34.05,33.66,33.31,32.95,32.46,32.02,31.70,31.31,30.94,30.57,30.15,29.75,29.35,29.04,28.68,28.28,27.90,27.52,27.23,26.94,26.66,26.32,25.98,25.67
34,105.68,107.32,105.62,108.89,100.32,114.08,113.97,121.24,108.23,104.79,111.71,113.51,113.97,120.76,121.29,114.84,114.49,112.93,116.32,113.47,134.23,117.49,117.65,109.21,111.27,110.35,114.98,121.15,111.10,107.31,100.00,89.46,94.50,92.82,99.14,99.04,95.56,99.14,92.41,105.42,96.48,93.96,90.87,89.81,88.96,88.02,86.85,85.89,85.05,83.97,82.95,81.98,81.10,80.30,79.35,78.28,77.05,76.11,75.24,74.31,73.51,72.72,71.77,70.82,70.02,69.08,68.21,67.45,66.61,65.70,64.93,64.23,63.37,62.56,61.79,61.11,60.33,59.42,58.77,58.03,57.32,56.77,56.14,55.35,54.58,54.00,53.44,52.83,52.16,51.38,50.63,50.01,49.45,48.91,48.25,47.64,47.21,46.56,45.89,45.37,44.81,44.36,43.78,43.19,42.68,42.11,41.66,41.15,40.61,40.10,39.60,39.20,38.75,38.34,37.82,37.34,36.88,36.33,35.88,35.46,35.04,34.66,34.28,33.83,33.44,33.00,32.57,32.20,31.80,31.46,31.15,30.73,30.27,29.89,29.58,29.23,28.76,28.36,28.09,27.75
35,107.97,120.40,120.97,115.67,120.42,103.90,118.06,118.84,121.13,119.89,122.09,123.69,122.94,117.72,117.47,128.44,108.03,122.85,127.58,125.59,122.25,117.51,127.99,126.37,117.55,123.02,124.72,134.35,132.28,103.92,107.77,98.19,100.93,104.48,102.43,102.00,103.96,108.26,109.13,112.36,104.00,100.96,97.64,96.75,95.87,95.01,93.97,92.99,92.01,90.87,89.90,88.92,87.94,86.96,86.03,85.09,83.87,82.73,81.79,80.91,79.93,78.98,78.08,77.07,76.12,75.18,74.25,73.32,72.37,71.45,70.65,69.79,68.82,68.01,67.11,66.31,65.46,64.58,63.91,63.14,62.34,61.71,60.99,60.07,59.35,58.76,58.06,57.32,56.59,55.79,55.05,54.45,53.80,53.21,52.59,51.95,51.33,50.60,49.99,49.38,48.75,48.25,47.58,46.91,46.39,45.90,45.36,44.75,44.14,43.57,43.07,42.60,42.14,41.71,41.12,40.55,40.07,39.55,39.06,38.61,38.13,37.64,37.20,36.75,36.35,35.84,35.33,34.89,34.46,34.17,33.78,33.34,32.92,32.52,32.20,31.84,31.31,30.85,30.58,30.21
36,130.32,110.36,121.56,114.72,131.97,122.70,124.08,128.37,134.16,133.28,129.12,131.11,130.87,126.91,134.89,127.32,109.00,126.84,127.24,137.28,127.25,131.96,126.33,132.13,131.89,130.12,126.35,125.93,127.18,113.88,119.40,101.63,110.86,99.89,114.73,113.34,120.95,115.23,107.79,122.78,112.62,109.13,105.53,104.71,103.78,102.85,102.02,101.16,100.05,98.84,97.85,96.87,95.82,94.79,93.78,92.84,91.77,90.47,89.41,88.46,87.36,86.31,85.30,84.27,83.26,82.25,81.25,80.07,78.99,78.12,77.22,76.23,75.23,74.32,73.36,72.45,71.57,70.64,69.78,68.99,68.15,67.37,66.57,65.69,64.90,64.18,63.42,62.60,61.80,61.00,60.19,59.43,58.74,58.06,57.38,56.72,55.89,55.13,54.60,53.93,53.31,52.68,51.97,51.31,50.72,50.17,49.47,48.83,48.31,47.67,47.06,46.46,45.89,45.33,44.73,44.21,43.77,43.29,42.72,42.17,41.65,41.04,40.54,40.16,39.64,39.05,38.59,38.14,37.63,37.20,36.72,36.26,35.89,35.47,35.07,34.69,34.27,33.81,33.48,33.07
37,136.44,142.76,124.62,135.63,133.47,142.31,130.57,129.15,139.75,147.04,145.61,134.65,130.58,134.97,133.28,133.27,135.85,138.31,129.97,149.50,132.96,142.71,136.52,136.40,142.47,136.21,130.52,131.49,131.95,124.37,128.77,115.12,124.87,112.13,118.15,112.01,127.36,135.86,130.00,139.47,122.43,118.50,114.62,113.88,112.95,112.01,111.18,110.42,109.47,108.20,107.04,105.99,104.99,104.04,102.86,101.71,100.74,99.49,98.25,97.09,95.87,94.82,93.63,92.36,91.40,90.38,89.15,87.93,86.79,85.77,84.84,83.75,82.67,81.60,80.61,79.70,78.69,77.64,76.63,75.80,74.83,73.87,73.04,72.20,71.33,70.43,69.55,68.67,67.86,67.11,66.19,65.30,64.58,63.79,62.96,62.23,61.48,60.62,59.83,59.12,58.43,57.75,57.07,56.30,55.61,55.03,54.28,53.55,52.94,52.28,51.72,51.08,50.39,49.78,49.12,48.53,47.96,47.35,46.69,46.12,45.69,45.17,44.62,44.18,43.60,42.95,42.42,41.95,41.37,40.73,40.29,39.81,39.35,38.91,38.43,37.98,37.48,37.07,36.67,36.23
38,160.86,143.52,146.03,138.72,132.65,147.07,139.27,140.57,146.29,152.15,150.25,166.55,151.37,138.80,151.61,143.80,144.52,137.98,145.22,141.84,149.47,138.44,138.73,137.23,136.07,142.55,136.94,154.64,143.74,140.09,130.88,126.82,134.35,145.69,128.09,122.83,120.74,126.50,132.07,136.91,133.36,128.89,124.65,123.97,123.22,122.39,121.55,120.73,119.92,118.89,117.69,116.43,115.32,114.36,113.23,111.96,110.81,109.64,108.35,107.08,105.68,104.46,103.28,101.81,100.58,99.45,98.15,96.89,95.80,94.64,93.44,92.25,91.08,89.97,88.84,87.78,86.71,85.62,84.54,83.53,82.43,81.40,80.44,79.45,78.56,77.65,76.65,75.66,74.67,73.73,72.92,72.11,71.14,70.21,69.33,68.51,67.80,66.90,65.94,65.12,64.33,63.57,62.82,61.98,61.22,60.54,59.82,59.04,58.22,57.53,56.90,56.20,55.47,54.81,54.16,53.58,52.83,51.97,51.37,50.91,50.33,49.72,49.20,48.64,48.01,47.36,46.76,46.28,45.68,45.03,44.57,43.94,43.27,42.75,42.24,41.70,41.25,40.88,40.41,39.93
39,161.39,164.36,167.62,157.50,165.09,149.07,150.84,156.77,158.35,162.48,176.04,166.63,163.60,165.57,156.20,170.30,156.35,155.68,154.17,154.47,163.74,153.73,155.19,159.67,143.33,149.67,154.27,150.32,154.93,153.74,139.41,140.53,147.12,137.63,135.37,137.87,143.43,137.37,139.29,161.60,145.38,140.59,136.07,135.26,134.52,133.87,133.14,132.36,131.54,130.66,129.63,128.35,127.04,125.89,124.85,123.54,122.20,120.93,119.58,118.35,116.86,115.29,114.06,112.71,111.14,109.61,108.35,107.18,105.83,104.53,103.15,101.78,100.54,99.30,98.05,96.87,95.66,94.44,93.41,92.26,91.08,89.96,88.80,87.72,86.75,85.77,84.70,83.65,82.55,81.44,80.57,79.57,78.39,77.47,76.57,75.64,74.72,73.73,72.83,71.95,71.04,70.22,69.38,68.52,67.73,66.82,65.94,65.13,64.26,63.48,62.77,62.06,61.28,60.46,59.77,59.15,58.35,57.44,56.78,56.19,55.49,54.79,54.18,53.59,52.85,52.21,51.61,51.00,50.45,49.84,49.24,48.52,47.77,47.27,46.74,46.12,45.64,45.07,44.46,43.93
40,218.07,190.20,183.67,174.90,201.47,183.00,162.34,170.73,177.56,164.78,174.50,175.41,182.21,170.15,174.83,186.22,168.79,158.32,168.88,169.06,173.69,168.93,170.94,164.41,160.10,156.91,160.41,164.53,175.56,159.46,156.25,158.06,152.24,161.92,151.51,154.01,144.58,158.82,154.09,168.69,158.60,153.59,148.83,148.06,147.31,146.62,146.02,145.41,144.57,143.56,142.55,141.58,140.34,138.99,137.74,136.36,135.09,133.78,132.20,130.80,129.35,127.56,126.03,124.71,123.17,121.38,119.83,118.63,117.16,115.56,114.14,112.67,111.19,109.82,108.46,107.12,105.80,104.45,103.28,101.99,100.69,99.41,98.14,97.04,95.90,94.70,93.51,92.40,91.37,90.34,89.18,87.88,86.70,85.76,84.75,83.70,82.61,81.57,80.58,79.63,78.71,77.76,76.80,75.83,74.90,73.83,72.88,72.02,71.12,70.35,69.55,68.65,67.80,66.94,66.11,65.34,64.51,63.67,62.96,62.13,61.37,60.68,59.87,59.19,58.54,57.79,57.01,56.29,55.67,54.98,54.30,53.68,52.90,52.25,51.69,51.10,50.53,49.87,49.18,48.59
41,222.12,227.03,204.33,195.49,198.94,191.88,189.10,195.49,178.72,200.43,188.42,197.57,190.22,193.06,195.18,183.64,187.95,186.32,189.05,192.72,180.10,183.61,181.86,160.28,182.43,175.24,166.96,184.71,182.37,168.01,166.74,151.56,167.57,170.68,159.41,176.39,177.91,163.82,157.36,186.47,172.89,167.36,162.29,161.71,161.11,160.41,159.82,159.26,158.53,157.68,156.62,155.74,154.74,153.28,151.79,150.40,149.10,147.70,146.05,144.50,142.95,141.19,139.39,137.68,136.07,134.32,132.44,130.81,129.34,127.77,126.12,124.52,122.96,121.43,119.88,118.45,117.08,115.52,114.00,112.56,111.27,109.87,108.39,107.16,105.94,104.55,103.20,102.03,100.94,99.87,98.49,97.10,95.99,94.92,93.72,92.52,91.37,90.28,89.12,87.96,86.96,85.81,84.71,83.66,82.61,81.61,80.67,79.68,78.66,77.86,76.90,75.79,74.93,74.08,73.14,72.23,71.20,70.28,69.53,68.73,67.92,67.05,66.18,65.43,64.76,63.91,63.03,62.25,61.51,60.76,60.06,59.42,58.55,57.76,57.04,56.35,55.75,55.12,54.47,53.81
42,246.78,234.42,238.57,217.10,217.35,212.96,232.35,202.46,204.47,211.31,218.13,196.63,208.92,202.80,209.23,201.62,207.73,193.33,195.47,184.92,200.75,190.89,194.65,186.01,189.55,185.43,200.99,181.56,194.57,177.86,190.83,159.52,186.52,161.52,185.07,177.72,179.26,196.33,168.91,186.99,187.96,181.79,176.36,176.01,175.47,174.86,174.26,173.77,173.18,172.50,171.62,170.61,169.59,168.29,166.73,165.22,163.78,162.18,160.54,158.95,157.14,155.30,153.45,151.42,149.45,147.66,145.82,143.85,141.97,140.43,138.76,136.94,135.37,133.67,131.88,130.32,128.81,127.16,125.47,123.89,122.46,120.89,119.31,117.91,116.54,115.08,113.69,112.36,110.98,109.73,108.32,106.84,105.64,104.53,103.15,101.76,100.54,99.35,97.97,96.64,95.53,94.36,93.21,91.96,90.88,89.92,88.80,87.64,86.55,85.50,84.39,83.41,82.46,81.48,80.49,79.43,78.38,77.44,76.50,75.54,74.64,73.66,72.81,71.95,71.08,70.28,69.43,68.61,67.69,66.82,66.05,65.28,64.45,63.69,62.88,62.04,61.28,60.56,59.93,59.21
43,266.75,244.36,264.42,249.75,247.90,246.28,237.73,241.03,212.78,229.40,232.75,219.63,210.96,225.80,237.15,229.76,221.52,234.01,207.07,203.49,208.63,220.68,223.73,214.40,212.88,200.61,198.07,205.21,206.23,186.59,186.97,192.84,187.06,185.03,184.78,209.21,202.77,207.94,188.85,206.98,203.93,196.96,191.20,191.12,190.74,190.13,189.50,189.05,188.53,187.87,187.17,186.19,185.01,183.84,182.51,180.86,179.15,177.47,175.67,173.91,171.98,169.98,168.11,166.14,163.94,161.71,159.80,157.90,155.67,153.73,152.02,150.14,148.31,146.49,144.50,142.66,140.98,139.30,137.57,135.81,134.06,132.43,130.87,129.17,127.51,126.01,124.66,123.21,121.54,120.00,118.61,117.15,115.75,114.38,112.90,111.40,110.12,108.81,107.29,105.92,104.70,103.47,102.18,100.76,99.58,98.51,97.25,95.96,94.86,93.61,92.37,91.40,90.29,89.22,88.10,86.92,85.97,84.97,83.84,82.74,81.76,80.82,79.86,78.90,77.87,76.88,76.02,75.17,74.15,73.23,72.34,71.44,70.66,69.88,69.04,68.10,67.25,66.42,65.63,64.84
44,298.82,299.40,284.90,285.07,276.90,271.34,274.42,267.75,260.01,236.25,243.44,243.56,240.22,245.45,235.38,235.96,243.13,249.04,227.04,228.17,219.89,216.10,223.00,229.00,209.93,226.67,211.08,207.14,224.11,232.46,208.94,205.96,204.81,206.28,209.01,225.91,195.91,218.62,213.32,230.38,221.01,213.14,206.84,206.87,206.78,206.37,205.75,205.17,204.60,204.00,203.27,202.31,201.18,199.88,198.71,197.26,195.35,193.51,191.52,189.52,187.52,185.44,183.36,181.36,179.21,176.60,174.23,172.25,170.06,167.83,165.79,163.83,161.85,159.86,157.79,155.70,153.82,151.98,150.07,148.21,146.28,144.53,142.87,140.93,139.11,137.49,135.91,134.37,132.75,130.92,129.35,127.98,126.37,124.68,123.20,121.72,120.28,118.81,117.12,115.67,114.36,112.96,111.50,110.03,108.78,107.56,106.18,104.78,103.53,102.27,100.93,99.71,98.55,97.42,96.17,94.92,93.80,92.66,91.52,90.37,89.32,88.36,87.27,86.09,84.96,83.94,82.96,81.98,81.00,80.09,79.16,78.02,77.04,76.19,75.27,74.36,73.41,72.49,71.59,70.74
45,358.55,338.49,334.15,328.25,333.92,322.05,294.25,300.90,288.86,297.12,268.28,261.19,268.93,248.02,269.57,285.86,261.55,272.10,256.50,243.11,255.31,260.32,230.31,235.66,252.24,238.51,237.79,242.53,235.81,242.23,223.84,215.21,231.49,229.01,211.82,224.89,224.33,242.06,238.04,259.49,238.86,230.28,223.17,223.14,223.18,223.02,222.64,221.95,221.22,220.50,219.64,218.77,217.62,216.27,214.95,213.47,211.78,209.78,207.58,205.39,203.25,201.07,198.70,196.38,194.13,191.67,189.06,186.60,184.38,182.13,179.80,177.60,175.47,173.38,171.17,168.96,166.94,164.80,162.69,160.81,158.82,156.82,154.97,152.99,151.07,149.24,147.42,145.64,143.92,142.12,140.37,138.77,137.12,135.35,133.68,132.08,130.49,128.92,127.19,125.60,124.11,122.63,121.05,119.52,118.17,116.70,115.26,113.84,112.42,111.05,109.68,108.24,106.94,105.76,104.50,103.18,101.81,100.62,99.46,98.20,97.03,95.95,94.79,93.47,92.26,91.20,90.13,89.09,87.99,86.88,85.91,84.72,83.63,82.64,81.65,80.72,79.74,78.72,77.72,76.79
46,387.26,374.47,372.67,355.66,364.53,365.11,343.81,331.15,322.25,325.19,338.55,289.24,288.85,278.38,291.43,296.82,275.82,285.34,294.80,275.75,285.63,281.08,270.50,265.39,263.18,261.02,245.17,256.44,257.43,242.04,234.77,228.62,238.57,240.53,234.80,239.94,238.22,258.78,251.75,283.96,257.47,248.09,240.39,240.16,240.18,240.03,239.62,239.04,238.27,237.34,236.28,235.34,234.22,232.76,231.26,229.59,227.86,225.98,223.71,221.31,218.97,216.58,214.05,211.45,208.92,206.41,203.87,201.13,198.47,196.19,193.90,191.41,188.95,186.71,184.47,182.14,179.94,177.63,175.35,173.31,171.20,169.03,166.95,164.98,162.96,160.81,158.79,156.94,155.08,153.23,151.31,149.45,147.82,145.96,144.08,142.30,140.53,138.94,137.25,135.57,133.89,132.18,130.47,128.94,127.47,125.83,124.30,122.82,121.32,119.81,118.44,116.90,115.37,114.09,112.77,111.33,109.87,108.61,107.34,105.94,104.60,103.48,102.19,100.88,99.65,98.39,97.29,96.22,94.95,93.72,92.60,91.44,90.43,89.39,88.26,87.13,86.07,85.01,83.92,82.91
