,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
20,47.07,21.3,21.31,15.63,35.49,25.01,34.63,43.21,18.94,14.11,9.05,35.81,9.25,19.25,20.15,25.53,15.2,15.4,23.86,23.64,23.06,22.5,21.98,21.48,21.0,20.56,20.13,19.73,19.34,18.98,18.64,18.31,18.0,17.71,17.43,17.16,16.91,16.67,16.44,16.22,16.02,15.82,15.63,15.44,15.26,15.07,14.89,14.71,14.54,14.36,14.19,14.02,13.85,13.69,13.52,13.36,13.2,13.04,12.88,12.73,12.58,12.43,12.28,12.13,11.98,11.84,11.7,11.56,11.42,11.28,11.15,11.01,10.88,10.75,10.62,10.49,10.37,10.24,10.12,10.0,9.88,9.76,9.64,9.53,9.41,9.3,9.19,9.08
21,21.07,37.92,21.32,31.58,35.05,45.13,29.63,33.83,37.93,18.76,18.16,18.02,32.79,29.0,35.37,35.89,25.41,25.39,25.17,24.57,23.99,23.45,22.93,22.44,21.97,21.53,21.11,20.71,20.32,19.96,19.62,19.29,18.98,18.69,18.4,18.14,17.88,17.64,17.41,17.19,16.98,16.77,16.57,16.37,16.17,15.98,15.79,15.6,15.41,15.23,15.04,14.86,14.69,14.51,14.34,14.16,13.99,13.83,13.66,13.5,13.33,13.17,13.02,12.86,12.71,12.55,12.4,12.25,12.11,11.96,11.82,11.68,11.54,11.4,11.26,11.13,10.99,10.86,10.73,10.6,10.47,10.35,10.22,10.1,9.98,9.86,9.74,9.62
22,43.11,10.9,16.13,15.59,5.0,10.02,10.02,19.59,19.28,33.38,13.86,32.32,14.37,34.26,41.35,26.08,25.75,25.55,24.96,24.4,23.86,23.35,22.87,22.4,21.97,21.55,21.15,20.77,20.41,20.06,19.74,19.42,19.13,18.84,18.57,18.32,18.07,17.83,17.61,17.39,17.18,16.98,16.77,16.57,16.37,16.18,15.98,15.79,15.6,15.41,15.23,15.05,14.86,14.69,14.51,14.34,14.16,13.99,13.83,13.66,13.5,13.33,13.17,13.02,12.86,12.71,12.55,12.4,12.25,12.11,11.96,11.82,11.68,11.54,11.4,11.26,11.13,10.99,10.86,10.73,10.6,10.47,10.35,10.22,10.1,9.98,9.86,9.74
23,27.13,38.52,21.41,5.25,25.2,30.69,20.45,24.99,39.4,24.21,23.55,18.91,9.68,34.89,10.49,26.13,25.96,25.39,24.84,24.32,23.82,23.35,22.89,22.46,22.05,21.65,21.28,20.92,20.57,20.25,19.93,19.63,19.35,19.08,18.81,18.56,18.32,18.09,17.87,17.66,17.44,17.23,17.03,16.82,16.62,16.42,16.22,16.03,15.84,15.65,15.46,15.27,15.09,14.91,14.73,14.55,14.38,14.21,14.04,13.87,13.7,13.54,13.38,13.21,13.06,12.9,12.74,12.59,12.44,12.29,12.14,12.0,11.85,11.71,11.57,11.43,11.3,11.16,11.03,10.89,10.76,10.63,10.51,10.38,10.26,10.13,10.01,9.89
24,10.97,32.83,21.49,15.85,15.4,20.94,46.79,35.64,24.96,9.86,14.4,47.81,34.36,15.11,26.62,26.48,25.93,25.4,24.9,24.41,23.95,23.51,23.08,22.68,22.29,21.92,21.56,21.22,20.89,20.58,20.28,19.99,19.71,19.44,19.19,18.94,18.71,18.48,18.25,18.04,17.82,17.61,17.39,17.19,16.98,16.78,16.57,16.38,16.18,15.98,15.79,15.6,15.42,15.23,15.05,14.87,14.69,14.51,14.34,14.17,14.0,13.83,13.66,13.5,13.34,13.18,13.02,12.86,12.71,12.56,12.41,12.26,12.11,11.96,11.82,11.68,11.54,11.4,11.26,11.13,10.99,10.86,10.73,10.6,10.48,10.35,10.23,10.1
25,27.4,32.72,27.03,42.76,31.57,37.4,36.91,25.73,30.39,24.98,19.33,62.63,29.66,28.02,27.92,27.38,26.86,26.36,25.89,25.43,24.99,24.56,24.16,23.76,23.39,23.02,22.67,22.34,22.01,21.7,21.4,21.11,20.83,20.56,20.3,20.05,19.81,19.57,19.33,19.1,18.87,18.65,18.42,18.2,17.98,17.77,17.55,17.34,17.13,16.93,16.73,16.52,16.33,16.13,15.94,15.75,15.56,15.37,15.19,15.0,14.82,14.65,14.47,14.3,14.12,13.96,13.79,13.62,13.46,13.3,13.14,12.98,12.82,12.67,12.52,12.37,12.22,12.07,11.93,11.79,11.64,11.5,11.37,11.23,11.1,10.96,10.83,10.7
26,27.24,21.88,27.24,43.65,26.71,37.94,26.5,41.62,20.41,15.05,19.41,28.97,30.15,30.1,29.58,29.07,28.58,28.1,27.65,27.2,26.77,26.36,25.96,25.57,25.2,24.83,24.48,24.14,23.81,23.5,23.19,22.89,22.6,22.31,22.04,21.77,21.51,21.25,21.0,20.74,20.5,20.25,20.01,19.77,19.53,19.29,19.06,18.83,18.61,18.39,18.16,17.95,17.73,17.52,17.31,17.1,16.9,16.69,16.49,16.29,16.1,15.91,15.71,15.53,15.34,15.16,14.97,14.79,14.62,14.44,14.27,14.1,13.93,13.76,13.6,13.43,13.27,13.11,12.95,12.8,12.65,12.49,12.34,12.2,12.05,11.9,11.76,11.62
27,65.34,21.91,71.31,21.98,43.2,32.54,26.64,15.67,35.66,40.07,48.42,32.84,32.85,32.34,31.85,31.36,30.89,30.43,29.99,29.56,29.14,28.72,28.33,27.94,27.56,27.19,26.83,26.48,26.14,25.8,25.48,25.16,24.85,24.55,24.25,23.96,23.67,23.39,23.11,22.83,22.56,22.29,22.02,21.75,21.49,21.24,20.98,20.73,20.48,20.23,19.99,19.75,19.51,19.28,19.05,18.82,18.59,18.37,18.15,17.93,17.72,17.51,17.3,17.09,16.88,16.68,16.48,16.28,16.09,15.89,15.7,15.51,15.33,15.14,14.96,14.78,14.61,14.43,14.26,14.09,13.92,13.75,13.59,13.42,13.26,13.1,12.95,12.79
28,38.03,65.83,32.99,27.7,48.78,10.87,69.39,36.48,45.69,40.1,35.81,35.89,35.4,34.92,34.45,33.99,33.54,33.1,32.66,32.23,31.82,31.41,31.0,30.61,30.22,29.84,29.47,29.1,28.75,28.39,28.05,27.7,27.37,27.04,26.72,26.39,26.08,25.77,25.46,25.15,24.85,24.55,24.26,23.97,23.68,23.39,23.11,22.84,22.56,22.29,22.02,21.76,21.5,21.24,20.99,20.73,20.48,20.24,20.0,19.76,19.52,19.28,19.05,18.82,18.6,18.38,18.16,17.94,17.72,17.51,17.3,17.09,16.89,16.68,16.48,16.29,16.09,15.9,15.71,15.52,15.33,15.15,14.97,14.79,14.61,14.43,14.26,14.09
29,32.53,16.49,49.68,27.74,21.72,81.43,21.31,46.73,5.05,39.12,39.29,38.83,38.36,37.91,37.46,37.01,36.57,36.14,35.71,35.28,34.86,34.44,34.03,33.62,33.22,32.82,32.43,32.04,31.66,31.28,30.91,30.53,30.17,29.81,29.45,29.1,28.75,28.4,28.06,27.72,27.39,27.06,26.74,26.42,26.1,25.79,25.48,25.17,24.87,24.57,24.28,23.99,23.7,23.41,23.13,22.85,22.58,22.31,22.04,21.78,21.52,21.26,21.0,20.75,20.5,20.26,20.01,19.77,19.54,19.3,19.07,18.84,18.61,18.39,18.17,17.95,17.74,17.52,17.31,17.11,16.9,16.7,16.5,16.3,16.1,15.91,15.72,15.53
30,43.28,33.07,55.16,33.35,37.91,43.2,31.87,46.29,42.56,42.81,42.37,41.93,41.48,41.04,40.61,40.17,39.73,39.3,38.86,38.43,38.0,37.57,37.15,36.72,36.3,35.88,35.46,35.04,34.63,34.22,33.81,33.41,33.01,32.61,32.22,31.84,31.45,31.08,30.7,30.33,29.97,29.61,29.26,28.9,28.56,28.22,27.88,27.54,27.21,26.89,26.56,26.24,25.93,25.62,25.31,25.01,24.71,24.41,24.12,23.83,23.54,23.26,22.98,22.71,22.43,22.16,21.9,21.63,21.38,21.12,20.87,20.61,20.37,20.12,19.88,19.64,19.41,19.17,18.94,18.72,18.49,18.27,18.05,17.83,17.62,17.41,17.2,16.99
31,59.68,71.59,33.2,50.01,48.48,59.13,31.57,45.96,46.29,45.86,45.43,45.0,44.56,44.12,43.68,43.24,42.8,42.35,41.91,41.46,41.01,40.57,40.12,39.67,39.22,38.77,38.33,37.88,37.44,36.99,36.55,36.11,35.68,35.25,34.83,34.41,34.0,33.59,33.19,32.79,32.4,32.01,31.62,31.24,30.87,30.5,30.13,29.77,29.41,29.06,28.71,28.37,28.03,27.69,27.36,27.03,26.71,26.39,26.07,25.76,25.45,25.14,24.84,24.54,24.25,23.96,23.67,23.39,23.11,22.83,22.55,22.28,22.02,21.75,21.49,21.23,20.98,20.73,20.48,20.23,19.99,19.75,19.51,19.28,19.05,18.82,18.59,18.37
32,65.09,33.04,49.71,44.23,32.11,37.27,48.94,49.32,48.9,48.47,48.04,47.6,47.16,46.71,46.26,45.8,45.35,44.88,44.42,43.95,43.48,43.01,42.54,42.07,41.59,41.12,40.64,40.17,39.69,39.22,38.75,38.29,37.83,37.37,36.93,36.48,36.04,35.61,35.18,34.76,34.35,33.93,33.53,33.12,32.73,32.33,31.95,31.56,31.18,30.81,30.44,30.07,29.71,29.36,29.01,28.66,28.31,27.97,27.64,27.31,26.98,26.66,26.34,26.02,25.71,25.4,25.09,24.79,24.5,24.2,23.91,23.62,23.34,23.06,22.78,22.51,22.24,21.97,21.71,21.45,21.19,20.94,20.69,20.44,20.19,19.95,19.71,19.47
33,37.97,44.01,49.49,76.89,58.33,52.4,52.82,52.38,51.93,51.48,51.02,50.55,50.08,49.61,49.13,48.64,48.15,47.66,47.16,46.66,46.16,45.66,45.15,44.65,44.14,43.63,43.12,42.61,42.11,41.6,41.1,40.61,40.12,39.64,39.17,38.7,38.23,37.77,37.32,36.87,36.43,35.99,35.56,35.13,34.71,34.3,33.88,33.48,33.08,32.68,32.29,31.9,31.52,31.14,30.76,30.4,30.03,29.67,29.31,28.96,28.62,28.27,27.93,27.6,27.27,26.94,26.62,26.3,25.98,25.67,25.36,25.06,24.76,24.46,24.17,23.88,23.59,23.31,23.03,22.75,22.48,22.21,21.94,21.68,21.42,21.16,20.91,20.66
34,64.81,87.73,60.01,92.84,55.55,56.0,55.53,55.05,54.56,54.07,53.58,53.08,52.57,52.06,51.54,51.02,50.5,49.97,49.44,48.91,48.37,47.84,47.3,46.76,46.22,45.68,45.15,44.61,44.07,43.54,43.02,42.51,42.0,41.49,40.99,40.5,40.02,39.54,39.06,38.59,38.13,37.67,37.22,36.77,36.33,35.9,35.47,35.04,34.62,34.21,33.79,33.39,32.99,32.59,32.2,31.82,31.43,31.06,30.68,30.32,29.95,29.59,29.24,28.89,28.54,28.2,27.86,27.53,27.19,26.87,26.55,26.23,25.91,25.6,25.29,24.99,24.69,24.4,24.1,23.81,23.53,23.25,22.97,22.69,22.42,22.15,21.88,21.62
35,59.05,27.22,86.9,59.54,60.04,59.55,59.05,58.55,58.04,57.52,56.99,56.46,55.92,55.38,54.83,54.27,53.71,53.15,52.58,52.01,51.44,50.86,50.29,49.71,49.13,48.55,47.97,47.4,46.83,46.27,45.71,45.16,44.62,44.09,43.56,43.04,42.52,42.01,41.51,41.01,40.52,40.03,39.55,39.07,38.61,38.14,37.69,37.23,36.79,36.34,35.91,35.48,35.05,34.63,34.22,33.81,33.4,33.0,32.6,32.21,31.83,31.44,31.07,30.69,30.33,29.96,29.6,29.25,28.9,28.55,28.21,27.87,27.53,27.2,26.88,26.55,26.24,25.92,25.61,25.3,25.0,24.7,24.4,24.11,23.82,23.54,23.25,22.97
36,69.17,91.99,63.98,64.54,64.04,63.53,63.01,62.48,61.94,61.39,60.83,60.27,59.7,59.11,58.53,57.93,57.34,56.73,56.12,55.51,54.89,54.28,53.65,53.03,52.41,51.79,51.17,50.55,49.95,49.35,48.75,48.17,47.59,47.02,46.46,45.9,45.35,44.8,44.27,43.74,43.21,42.69,42.18,41.67,41.17,40.68,40.19,39.71,39.23,38.76,38.3,37.84,37.38,36.94,36.49,36.06,35.62,35.2,34.77,34.36,33.94,33.54,33.13,32.74,32.34,31.96,31.57,31.19,30.82,30.45,30.08,29.72,29.37,29.01,28.67,28.32,27.98,27.65,27.31,26.99,26.66,26.34,26.03,25.71,25.41,25.1,24.8,24.5
