age,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074
30,170.58,130.97,126.75,51.76,151.78,87.99,137.37,128.85,115.77,133.98,145.49,84.18,113.5,137.32,117.82,111.73,110.27,109.15,108.3,107.66,107.16,106.72,106.27,105.76,105.18,104.53,103.83,103.07,102.25,101.38,100.47,99.52,98.55,97.56,96.56,95.55,94.53,93.51,92.49,91.48,90.48,89.49,88.51,87.54,86.58,85.64,84.7,83.77,82.86,81.95,81.06,80.17,79.29,78.43,77.57,76.72,75.88,75.05,74.23,73.42,72.62,71.82,71.04,70.26,69.49,68.73,67.98,67.24,66.5,65.77,65.05,64.34,63.64,62.94,62.25,61.57,60.9,60.23,59.58,58.92,58.28,57.64,57.01,56.39,55.77,55.16,54.56,53.96,53.37,52.79,52.21,51.64,51.07,50.52
31,154.08,116.71,127.16,115.26,145.51,152.49,105.66,154.35,128.13,122.78,93.46,107.48,111.23,117.6,119.49,117.67,116.19,115.02,114.13,113.43,112.86,112.34,111.81,111.21,110.54,109.81,109.02,108.17,107.26,106.31,105.31,104.29,103.25,102.18,101.11,100.03,98.95,97.87,96.8,95.74,94.7,93.66,92.64,91.62,90.62,89.63,88.65,87.68,86.72,85.77,84.84,83.91,82.99,82.08,81.19,80.3,79.42,78.55,77.69,76.84,76.0,75.17,74.35,73.54,72.73,71.94,71.15,70.37,69.6,68.84,68.09,67.34,66.61,65.88,65.16,64.45,63.74,63.04,62.36,61.67,61.0,60.33,59.67,59.02,58.37,57.74,57.1,56.48,55.86,55.25,54.65,54.05,53.46,52.87
32,142.82,123.22,147.98,145.27,190.2,141.28,131.88,192.39,160.53,113.13,138.22,161.37,136.08,127.61,125.43,123.57,122.04,120.82,119.86,119.09,118.44,117.83,117.2,116.5,115.74,114.91,114.02,113.07,112.08,111.04,109.96,108.86,107.74,106.61,105.47,104.33,103.2,102.07,100.95,99.85,98.76,97.68,96.61,95.55,94.51,93.47,92.45,91.44,90.44,89.45,88.47,87.51,86.55,85.6,84.67,83.74,82.83,81.92,81.02,80.14,79.26,78.39,77.54,76.69,75.85,75.02,74.2,73.39,72.59,71.79,71.01,70.23,69.46,68.7,67.95,67.21,66.47,65.75,65.03,64.32,63.61,62.92,62.23,61.55,60.88,60.21,59.55,58.9,58.26,57.62,56.99,56.37,55.75,55.14
33,119.24,126.08,153.97,118.21,148.89,182.12,164.74,164.01,156.14,126.9,138.49,136.78,136.28,133.74,131.5,129.59,128.0,126.72,125.68,124.82,124.07,123.35,122.6,121.8,120.93,119.99,119.0,117.96,116.87,115.74,114.59,113.41,112.22,111.02,109.82,108.62,107.43,106.26,105.1,103.95,102.81,101.69,100.58,99.48,98.39,97.31,96.25,95.2,94.15,93.13,92.11,91.1,90.1,89.12,88.14,87.18,86.23,85.28,84.35,83.43,82.52,81.61,80.72,79.84,78.97,78.1,77.25,76.4,75.57,74.74,73.92,73.12,72.32,71.53,70.74,69.97,69.2,68.45,67.7,66.96,66.23,65.5,64.79,64.08,63.38,62.68,62.0,61.32,60.65,59.99,59.33,58.68,58.04,57.4
34,160.4,179.79,172.12,184.95,160.35,191.58,200.36,116.8,152.25,160.76,149.95,145.75,142.84,140.23,137.92,135.94,134.27,132.9,131.77,130.8,129.93,129.1,128.23,127.31,126.32,125.27,124.17,123.03,121.84,120.63,119.39,118.13,116.87,115.6,114.35,113.1,111.86,110.64,109.43,108.23,107.05,105.88,104.72,103.57,102.44,101.32,100.21,99.12,98.03,96.96,95.9,94.85,93.82,92.79,91.78,90.77,89.78,88.8,87.83,86.87,85.92,84.98,84.05,83.13,82.22,81.32,80.43,79.55,78.68,77.82,76.97,76.13,75.3,74.47,73.66,72.85,72.06,71.27,70.49,69.72,68.96,68.2,67.46,66.72,65.99,65.27,64.55,63.85,63.15,62.46,61.77,61.1,60.43,59.77
35,160.15,173.76,148.12,220.81,196.1,161.9,131.38,175.75,147.17,154.62,156.36,153.06,150.04,147.33,144.94,142.86,141.1,139.62,138.37,137.28,136.29,135.31,134.32,133.26,132.15,130.98,129.77,128.52,127.24,125.93,124.6,123.27,121.94,120.61,119.29,117.99,116.7,115.42,114.16,112.91,111.68,110.46,109.25,108.05,106.87,105.7,104.55,103.4,102.27,101.16,100.05,98.96,97.87,96.8,95.74,94.7,93.66,92.64,91.63,90.62,89.63,88.65,87.68,86.72,85.78,84.84,83.91,82.99,82.08,81.19,80.3,79.42,78.55,77.69,76.84,76.0,75.17,74.35,73.54,72.73,71.94,71.15,70.37,69.6,68.84,68.09,67.34,66.61,65.88,65.16,64.45,63.74,63.05,62.36
36,160.03,206.64,202.19,250.8,219.01,204.38,211.44,170.51,169.22,168.43,164.7,161.26,158.11,155.28,152.77,150.58,148.7,147.1,145.72,144.49,143.35,142.23,141.08,139.89,138.64,137.35,136.02,134.66,133.27,131.87,130.46,129.05,127.64,126.25,124.87,123.5,122.15,120.82,119.49,118.19,116.9,115.62,114.35,113.1,111.87,110.64,109.43,108.24,107.05,105.88,104.73,103.58,102.45,101.33,100.22,99.12,98.04,96.97,95.91,94.86,93.82,92.8,91.78,90.78,89.79,88.8,87.83,86.87,85.92,84.98,84.05,83.13,82.22,81.33,80.44,79.56,78.69,77.83,76.98,76.13,75.3,74.48,73.66,72.86,72.06,71.27,70.49,69.72,68.96,68.21,67.46,66.72,65.99,65.27
37,254.89,227.37,217.67,192.98,181.73,217.37,180.27,182.5,182.04,177.84,173.92,170.31,167.02,164.05,161.4,159.08,157.06,155.32,153.79,152.41,151.11,149.83,148.53,147.19,145.81,144.39,142.94,141.46,139.97,138.47,136.97,135.48,134.0,132.53,131.08,129.65,128.23,126.83,125.44,124.07,122.72,121.38,120.05,118.74,117.44,116.15,114.88,113.63,112.39,111.16,109.94,108.74,107.55,106.37,105.21,104.06,102.92,101.8,100.68,99.58,98.49,97.42,96.35,95.3,94.26,93.23,92.21,91.2,90.2,89.21,88.24,87.27,86.32,85.38,84.44,83.52,82.61,81.7,80.81,79.93,79.05,78.19,77.33,76.49,75.65,74.82,74.0,73.2,72.39,71.6,70.82,70.05,69.28,68.52
38,232.92,224.39,256.27,214.48,216.08,146.99,185.61,197.17,192.44,188.0,183.88,180.09,176.63,173.51,170.72,168.25,166.09,164.19,162.51,160.96,159.5,158.06,156.6,155.11,153.58,152.03,150.45,148.87,147.27,145.67,144.09,142.51,140.95,139.41,137.89,136.38,134.89,133.42,131.96,130.51,129.09,127.68,126.28,124.9,123.53,122.18,120.85,119.53,118.22,116.93,115.65,114.38,113.13,111.9,110.67,109.46,108.27,107.08,105.91,104.75,103.61,102.48,101.36,100.25,99.15,98.07,96.99,95.93,94.89,93.85,92.82,91.81,90.8,89.81,88.83,87.86,86.9,85.95,85.01,84.08,83.16,82.25,81.35,80.46,79.58,78.71,77.85,77.0,76.15,75.32,74.5,73.68,72.88,72.08
39,247.4,268.76,250.84,234.29,190.44,208.8,213.69,208.42,203.42,198.75,194.42,190.44,186.81,183.53,180.59,177.97,175.66,173.61,171.76,170.05,168.42,166.81,165.19,163.55,161.88,160.2,158.5,156.8,155.1,153.41,151.73,150.08,148.43,146.81,145.21,143.62,142.05,140.5,138.96,137.44,135.94,134.45,132.98,131.53,130.09,128.67,127.26,125.87,124.49,123.13,121.79,120.46,119.14,117.84,116.55,115.27,114.01,112.77,111.53,110.31,109.11,107.92,106.74,105.57,104.41,103.27,102.14,101.03,99.92,98.83,97.75,96.68,95.62,94.58,93.54,92.52,91.51,90.51,89.52,88.54,87.57,86.61,85.67,84.73,83.8,82.89,81.98,81.08,80.2,79.32,78.45,77.59,76.75,75.91
40,250.31,270.56,264.71,228.57,231.86,231.4,225.61,220.03,214.77,209.87,205.34,201.18,197.39,193.95,190.86,188.09,185.63,183.42,181.42,179.54,177.74,175.97,174.19,172.4,170.6,168.79,166.97,165.16,163.36,161.57,159.81,158.06,156.33,154.62,152.93,151.26,149.61,147.97,146.36,144.76,143.17,141.61,140.06,138.53,137.01,135.52,134.03,132.57,131.12,129.69,128.27,126.87,125.48,124.11,122.75,121.41,120.08,118.77,117.47,116.19,114.92,113.66,112.42,111.19,109.97,108.77,107.58,106.4,105.24,104.09,102.95,101.83,100.71,99.61,98.52,97.44,96.38,95.32,94.28,93.25,92.23,91.22,90.23,89.24,88.26,87.3,86.34,85.4,84.47,83.54,82.63,81.72,80.83,79.95
41,296.41,246.17,209.44,241.11,250.03,243.8,237.68,231.83,226.32,221.21,216.49,212.16,208.21,204.63,201.4,198.49,195.89,193.53,191.37,189.33,187.37,185.44,183.51,181.58,179.64,177.71,175.78,173.86,171.96,170.08,168.22,166.38,164.56,162.77,160.99,159.23,157.49,155.76,154.06,152.38,150.71,149.06,147.44,145.82,144.23,142.65,141.09,139.55,138.03,136.52,135.02,133.55,132.09,130.64,129.22,127.8,126.41,125.02,123.66,122.3,120.97,119.64,118.34,117.04,115.76,114.5,113.25,112.01,110.78,109.57,108.37,107.19,106.02,104.86,103.71,102.58,101.46,100.35,99.25,98.16,97.09,96.03,94.98,93.94,92.91,91.9,90.89,89.9,88.92,87.94,86.98,86.03,85.09,84.16
42,354.5,264.44,269.48,269.61,263.02,256.44,250.02,243.91,238.19,232.89,228.0,223.52,219.43,215.72,212.36,209.33,206.58,204.09,201.77,199.58,197.46,195.38,193.3,191.23,189.17,187.11,185.07,183.05,181.05,179.07,177.11,175.18,173.26,171.37,169.49,167.64,165.81,164.0,162.2,160.43,158.68,156.94,155.23,153.53,151.85,150.19,148.55,146.93,145.32,143.73,142.16,140.61,139.07,137.55,136.04,134.56,133.09,131.63,130.19,128.77,127.36,125.97,124.59,123.23,121.88,120.55,119.23,117.93,116.64,115.36,114.1,112.85,111.62,110.4,109.19,108.0,106.82,105.65,104.5,103.35,102.22,101.1,100.0,98.91,97.82,96.75,95.7,94.65,93.62,92.59,91.58,90.58,89.59,88.61
43,276.96,287.69,290.29,283.44,276.47,269.57,262.89,256.55,250.63,245.16,240.12,235.51,231.3,227.47,224.0,220.84,217.98,215.34,212.88,210.54,208.27,206.03,203.82,201.61,199.42,197.24,195.09,192.95,190.84,188.76,186.7,184.66,182.64,180.64,178.67,176.71,174.78,172.87,170.98,169.11,167.26,165.44,163.63,161.84,160.07,158.32,156.59,154.88,153.19,151.51,149.85,148.22,146.6,144.99,143.41,141.84,140.29,138.76,137.24,135.74,134.26,132.79,131.34,129.9,128.48,127.08,125.69,124.31,122.95,121.61,120.28,118.96,117.66,116.38,115.1,113.85,112.6,111.37,110.15,108.95,107.76,106.58,105.41,104.26,103.12,101.99,100.88,99.77,98.68,97.6,96.54,95.48,94.44,93.41
44,319.96,312.31,305.26,298.0,290.7,283.52,276.59,270.06,263.97,258.35,253.19,248.46,244.15,240.21,236.64,233.37,230.38,227.62,225.02,222.52,220.1,217.71,215.35,213.0,210.68,208.38,206.1,203.85,201.62,199.41,197.24,195.08,192.95,190.84,188.75,186.69,184.65,182.63,180.64,178.66,176.71,174.78,172.87,170.98,169.11,167.26,165.43,163.62,161.83,160.07,158.32,156.59,154.87,153.18,151.51,149.85,148.21,146.59,144.99,143.4,141.84,140.29,138.75,137.24,135.74,134.25,132.78,131.33,129.9,128.48,127.07,125.68,124.31,122.95,121.6,120.28,118.96,117.66,116.37,115.1,113.84,112.6,111.37,110.15,108.94,107.75,106.58,105.41,104.26,103.12,101.99,100.87,99.77,98.68
45,336.06,328.83,321.35,313.74,306.14,298.7,291.57,284.87,278.63,272.89,267.62,262.79,258.38,254.35,250.67,247.3,244.19,241.29,238.54,235.89,233.31,230.77,228.25,225.76,223.29,220.85,218.44,216.05,213.69,211.36,209.05,206.76,204.5,202.27,200.06,197.87,195.71,193.57,191.45,189.36,187.29,185.24,183.22,181.22,179.24,177.28,175.34,173.42,171.53,169.65,167.8,165.96,164.15,162.36,160.58,158.83,157.09,155.37,153.67,151.99,150.33,148.69,147.06,145.46,143.87,142.29,140.74,139.2,137.68,136.17,134.68,133.21,131.75,130.31,128.89,127.48,126.09,124.71,123.34,122.0,120.66,119.34,118.04,116.75,115.47,114.21,112.96,111.73,110.5,109.3,108.1,106.92,105.75,104.59
46,354.6,346.92,339.07,331.13,323.26,315.6,308.3,301.44,295.08,289.23,283.86,278.94,274.43,270.31,266.53,263.05,259.81,256.77,253.86,251.05,248.3,245.59,242.9,240.25,237.62,235.03,232.46,229.92,227.41,224.92,222.46,220.03,217.63,215.25,212.9,210.57,208.27,205.99,203.74,201.52,199.31,197.14,194.98,192.85,190.74,188.66,186.6,184.56,182.54,180.54,178.57,176.62,174.69,172.78,170.89,169.02,167.18,165.35,163.54,161.75,159.98,158.24,156.51,154.8,153.1,151.43,149.77,148.14,146.52,144.92,143.33,141.77,140.22,138.68,137.17,135.67,134.18,132.72,131.27,129.83,128.41,127.01,125.62,124.25,122.89,121.54,120.21,118.9,117.6,116.31,115.04,113.79,112.54,111.31
47,375.01,366.92,358.71,350.48,342.37,334.52,327.05,320.06,313.59,307.63,302.17,297.16,292.56,288.35,284.46,280.85,277.47,274.27,271.2,268.21,265.27,262.37,259.5,256.67,253.86,251.09,248.35,245.63,242.95,240.29,237.67,235.07,232.5,229.96,227.45,224.96,222.51,220.07,217.67,215.29,212.94,210.61,208.31,206.03,203.78,201.55,199.35,197.17,195.02,192.89,190.78,188.69,186.63,184.59,182.57,180.58,178.6,176.65,174.72,172.81,170.92,169.05,167.21,165.38,163.57,161.78,160.01,158.27,156.54,154.82,153.13,151.46,149.8,148.16,146.54,144.94,143.36,141.79,140.24,138.71,137.19,135.69,134.21,132.74,131.29,129.85,128.43,127.03,125.64,124.27,122.91,121.57,120.24,118.92
48,397.56,389.09,380.55,372.05,363.71,355.68,348.06,340.95,334.37,328.32,322.76,317.66,312.97,308.64,304.63,300.88,297.35,293.98,290.71,287.52,284.37,281.26,278.19,275.15,272.15,269.17,266.23,263.32,260.45,257.6,254.79,252.0,249.25,246.53,243.83,241.17,238.53,235.93,233.35,230.8,228.28,225.78,223.31,220.87,218.46,216.07,213.71,211.38,209.07,206.78,204.52,202.29,200.08,197.89,195.73,193.59,191.47,189.38,187.31,185.26,183.24,181.23,179.25,177.29,175.36,173.44,171.54,169.67,167.81,165.98,164.17,162.37,160.6,158.84,157.1,155.39,153.69,152.01,150.35,148.7,147.08,145.47,143.88,142.31,140.75,139.21,137.69,136.19,134.7,133.22,131.77,130.33,128.9,127.49
49,422.48,413.64,404.79,396.03,387.48,379.28,371.52,364.29,357.61,351.46,345.81,340.6,335.8,331.36,327.21,323.3,319.59,316.01,312.53,309.11,305.73,302.39,299.09,295.82,292.59,289.39,286.23,283.11,280.01,276.95,273.93,270.94,267.98,265.05,262.15,259.29,256.45,253.65,250.88,248.14,245.43,242.75,240.09,237.47,234.88,232.31,229.77,227.26,224.78,222.32,219.89,217.49,215.11,212.76,210.44,208.14,205.86,203.61,201.39,199.19,197.01,194.86,192.73,190.62,188.54,186.48,184.44,182.42,180.43,178.46,176.51,174.58,172.67,170.78,168.91,167.07,165.24,163.44,161.65,159.88,158.13,156.41,154.7,153.0,151.33,149.68,148.04,146.42,144.82,143.24,141.67,140.12,138.59,137.08
50,449.95,440.75,431.6,422.59,413.84,405.47,397.58,390.24,383.45,377.2,371.44,366.13,361.21,356.62,352.31,348.22,344.3,340.49,336.76,333.08,329.44,325.84,322.28,318.76,315.28,311.84,308.43,305.06,301.73,298.43,295.17,291.95,288.76,285.61,282.49,279.4,276.35,273.33,270.34,267.39,264.47,261.58,258.72,255.89,253.1,250.33,247.6,244.89,242.22,239.57,236.95,234.36,231.8,229.27,226.76,224.28,221.83,219.41,217.01,214.64,212.3,209.98,207.68,205.41,203.17,200.95,198.75,196.58,194.43,192.3,190.2,188.12,186.07,184.03,182.02,180.03,178.07,176.12,174.19,172.29,170.41,168.54,166.7,164.88,163.08,161.29,159.53,157.79,156.06,154.36,152.67,151.0,149.35,147.72
51,480.09,470.55,461.11,451.85,442.91,434.39,426.37,418.91,412.01,405.66,399.79,394.35,389.28,384.53,380.02,375.72,371.55,367.47,363.46,359.49,355.56,351.68,347.84,344.04,340.28,336.57,332.89,329.25,325.66,322.1,318.58,315.1,311.66,308.26,304.89,301.56,298.27,295.01,291.79,288.6,285.45,282.33,279.24,276.19,273.18,270.19,267.24,264.32,261.43,258.58,255.75,252.96,250.19,247.46,244.75,242.08,239.43,236.82,234.23,231.67,229.14,226.64,224.16,221.71,219.29,216.89,214.52,212.18,209.86,207.56,205.3,203.05,200.83,198.64,196.47,194.32,192.2,190.1,188.02,185.96,183.93,181.92,179.93,177.97,176.02,174.1,172.19,170.31,168.45,166.61,164.79,162.99,161.2,159.44
52,513.01,503.13,493.41,483.93,474.81,466.14,457.99,450.42,443.41,436.94,430.94,425.35,420.12,415.17,410.44,405.87,401.41,397.03,392.69,388.41,384.16,379.97,375.82,371.72,367.66,363.64,359.67,355.74,351.86,348.02,344.22,340.46,336.74,333.06,329.42,325.83,322.27,318.75,315.27,311.82,308.42,305.05,301.72,298.42,295.16,291.94,288.75,285.59,282.47,279.39,276.33,273.32,270.33,267.38,264.46,261.57,258.71,255.88,253.09,250.32,247.59,244.88,242.2,239.56,236.94,234.35,231.79,229.26,226.75,224.27,221.82,219.4,217.0,214.63,212.29,209.97,207.67,205.4,203.16,200.94,198.74,196.57,194.42,192.3,190.19,188.12,186.06,184.03,182.01,180.02,178.06,176.11,174.19,172.28
53,548.79,538.6,528.62,518.93,509.64,500.83,492.57,484.88,477.76,471.15,465.0,459.24,453.8,448.61,443.61,438.74,433.94,429.21,424.52,419.89,415.3,410.77,406.28,401.85,397.46,393.12,388.83,384.58,380.39,376.23,372.12,368.06,364.04,360.07,356.13,352.24,348.4,344.59,340.83,337.11,333.43,329.78,326.18,322.62,319.1,315.61,312.16,308.75,305.38,302.05,298.75,295.48,292.26,289.06,285.9,282.78,279.69,276.64,273.61,270.63,267.67,264.74,261.85,258.99,256.16,253.36,250.59,247.86,245.15,242.47,239.82,237.2,234.61,232.04,229.51,227.0,224.52,222.07,219.64,217.24,214.87,212.52,210.2,207.9,205.63,203.38,201.16,198.96,196.78,194.63,192.51,190.4,188.32,186.26
54,587.55,577.07,566.85,556.97,547.52,538.58,530.2,522.39,515.14,508.39,502.06,496.09,490.4,484.93,479.6,474.35,469.18,464.06,458.99,453.98,449.03,444.13,439.28,434.48,429.74,425.05,420.41,415.82,411.28,406.79,402.35,397.95,393.61,389.31,385.06,380.86,376.7,372.59,368.52,364.49,360.51,356.58,352.68,348.83,345.02,341.25,337.53,333.84,330.19,326.59,323.02,319.49,316.0,312.55,309.14,305.76,302.42,299.12,295.85,292.62,289.42,286.26,283.13,280.04,276.98,273.95,270.96,268.0,265.07,262.18,259.31,256.48,253.68,250.91,248.16,245.45,242.77,240.12,237.49,234.9,232.33,229.79,227.28,224.8,222.34,219.91,217.51,215.13,212.78,210.46,208.16,205.88,203.63,201.41
55,629.4,618.65,608.22,598.16,588.56,579.5,570.99,563.06,555.66,548.72,542.18,535.95,529.96,524.13,518.4,512.75,507.15,501.62,496.14,490.73,485.37,480.08,474.84,469.66,464.53,459.46,454.45,449.48,444.58,439.73,434.93,430.18,425.48,420.84,416.24,411.7,407.2,402.76,398.36,394.01,389.71,385.45,381.25,377.08,372.97,368.89,364.86,360.88,356.94,353.04,349.19,345.37,341.6,337.87,334.18,330.53,326.92,323.35,319.82,316.32,312.87,309.45,306.07,302.73,299.42,296.15,292.92,289.72,286.55,283.42,280.33,277.26,274.23,271.24,268.27,265.34,262.44,259.58,256.74,253.94,251.16,248.42,245.7,243.02,240.36,237.74,235.14,232.57,230.03,227.51,225.03,222.57,220.14,217.73
56,674.45,663.46,652.83,642.61,632.87,623.67,615.04,606.95,599.36,592.21,585.4,578.85,572.48,566.23,560.05,553.94,547.9,541.92,536.01,530.16,524.37,518.65,512.99,507.39,501.86,496.38,490.96,485.61,480.31,475.07,469.88,464.75,459.68,454.66,449.7,444.79,439.94,435.13,430.38,425.68,421.04,416.44,411.9,407.4,402.95,398.55,394.2,389.9,385.64,381.43,377.26,373.14,369.07,365.04,361.05,357.11,353.21,349.35,345.54,341.76,338.03,334.34,330.69,327.08,323.5,319.97,316.48,313.02,309.6,306.22,302.87,299.57,296.29,293.06,289.85,286.69,283.56,280.46,277.4,274.36,271.37,268.4,265.47,262.57,259.7,256.86,254.06,251.28,248.54,245.82,243.13,240.48,237.85,235.25
57,722.8,711.58,700.76,690.37,680.49,671.15,662.35,654.08,646.26,638.82,631.68,624.73,617.9,611.16,604.5,597.91,591.38,584.93,578.55,572.24,566.0,559.83,553.72,547.68,541.7,535.79,529.95,524.16,518.44,512.79,507.19,501.66,496.18,490.77,485.41,480.11,474.87,469.69,464.57,459.5,454.48,449.52,444.61,439.76,434.96,430.21,425.51,420.87,416.27,411.73,407.24,402.79,398.39,394.04,389.74,385.48,381.28,377.11,372.99,368.92,364.89,360.91,356.97,353.07,349.21,345.4,341.63,337.9,334.21,330.56,326.95,323.37,319.84,316.35,312.89,309.48,306.1,302.75,299.45,296.17,292.94,289.74,286.57,283.44,280.35,277.28,274.25,271.26,268.3,265.36,262.46,259.6,256.76,253.96
58,774.49,763.04,752.02,741.46,731.41,721.9,712.91,704.4,696.29,688.5,680.92,673.49,666.14,658.88,651.7,644.59,637.56,630.61,623.73,616.93,610.2,603.55,596.96,590.45,584.01,577.64,571.34,565.11,558.94,552.84,546.81,540.85,534.95,529.11,523.34,517.63,511.98,506.39,500.87,495.4,489.99,484.65,479.36,474.13,468.95,463.83,458.77,453.76,448.81,443.91,439.07,434.27,429.53,424.84,420.2,415.62,411.08,406.59,402.15,397.76,393.42,389.12,384.88,380.67,376.52,372.41,368.34,364.32,360.34,356.4,352.51,348.66,344.85,341.09,337.36,333.68,330.03,326.43,322.86,319.34,315.85,312.4,308.99,305.61,302.27,298.97,295.71,292.48,289.28,286.12,283.0,279.9,276.85,273.82
59,829.52,817.84,806.6,795.85,785.61,775.88,766.64,757.82,749.34,741.1,733.01,725.02,717.12,709.3,701.57,693.92,686.35,678.87,671.47,664.15,656.91,649.74,642.66,635.65,628.72,621.86,615.08,608.37,601.73,595.17,588.68,582.26,575.91,569.62,563.41,557.26,551.19,545.17,539.22,533.34,527.52,521.77,516.07,510.44,504.87,499.36,493.91,488.52,483.19,477.92,472.7,467.54,462.44,457.39,452.4,447.46,442.58,437.75,432.97,428.24,423.57,418.94,414.37,409.85,405.37,400.95,396.57,392.24,387.96,383.72,379.53,375.39,371.29,367.23,363.22,359.26,355.33,351.45,347.61,343.82,340.06,336.35,332.68,329.04,325.45,321.89,318.38,314.9,311.46,308.06,304.69,301.37,298.07,294.82
60,887.88,875.95,864.48,853.49,843.01,833.01,823.44,814.23,805.28,796.5,787.82,779.23,770.74,762.34,754.03,745.81,737.69,729.64,721.69,713.82,706.04,698.35,690.73,683.2,675.75,668.39,661.1,653.89,646.76,639.71,632.73,625.83,619.01,612.25,605.58,598.97,592.44,585.98,579.58,573.26,567.01,560.82,554.71,548.65,542.67,536.75,530.89,525.1,519.37,513.7,508.1,502.55,497.07,491.64,486.28,480.97,475.72,470.53,465.39,460.31,455.29,450.32,445.41,440.54,435.73,430.98,426.27,421.62,417.02,412.46,407.96,403.51,399.1,394.74,390.43,386.17,381.96,377.78,373.66,369.58,365.54,361.55,357.6,353.7,349.84,346.02,342.24,338.5,334.8,331.15,327.53,323.95,320.41,316.91
61,949.56,937.34,925.6,914.34,903.55,893.2,883.22,873.52,863.99,854.58,845.27,836.06,826.95,817.94,809.03,800.22,791.5,782.87,774.34,765.9,757.55,749.3,741.13,733.05,725.06,717.16,709.34,701.61,693.96,686.4,678.91,671.51,664.19,656.95,649.78,642.7,635.69,628.76,621.9,615.12,608.41,601.77,595.21,588.72,582.3,575.94,569.66,563.45,557.3,551.22,545.21,539.26,533.37,527.55,521.8,516.1,510.47,504.9,499.39,493.94,488.55,483.22,477.95,472.73,467.57,462.47,457.42,452.43,447.49,442.61,437.77,433.0,428.27,423.59,418.97,414.4,409.87,405.4,400.97,396.59,392.26,387.98,383.74,379.55,375.41,371.31,367.26,363.24,359.28,355.35,351.47,347.64,343.84,340.08
62,1014.46,1001.93,989.86,978.26,967.1,956.31,945.81,935.5,925.31,915.24,905.27,895.41,885.66,876.01,866.47,857.03,847.7,838.46,829.33,820.29,811.36,802.51,793.77,785.12,776.57,768.1,759.73,751.45,743.26,735.16,727.15,719.22,711.38,703.63,695.96,688.37,680.86,673.44,666.1,658.83,651.65,644.55,637.52,630.56,623.69,616.89,610.16,603.5,596.92,590.41,583.97,577.6,571.3,565.07,558.9,552.81,546.77,540.81,534.91,529.07,523.3,517.59,511.94,506.36,500.83,495.36,489.96,484.61,479.32,474.09,468.92,463.8,458.74,453.73,448.78,443.88,439.03,434.24,429.5,424.81,420.18,415.59,411.05,406.56,402.12,397.73,393.39,389.1,384.85,380.65,376.49,372.38,368.31,364.29
63,1082.5,1069.6,1057.15,1045.14,1033.51,1022.17,1011.02,1000.02,989.13,978.37,967.72,957.18,946.76,936.45,926.25,916.17,906.19,896.32,886.56,876.9,867.35,857.9,848.56,839.31,830.17,821.13,812.18,803.33,794.58,785.92,777.35,768.88,760.5,752.22,744.02,735.91,727.89,719.95,712.1,704.34,696.66,689.07,681.56,674.13,666.78,659.51,652.31,645.2,638.17,631.21,624.32,617.51,610.78,604.12,597.53,591.01,584.56,578.19,571.88,565.64,559.47,553.37,547.33,541.36,535.45,529.61,523.83,518.12,512.46,506.87,501.34,495.87,490.46,485.11,479.81,474.57,469.4,464.27,459.2,454.19,449.23,444.33,439.48,434.68,429.94,425.25,420.6,416.01,411.47,406.98,402.53,398.14,393.79,389.49
64,1153.54,1140.21,1127.31,1114.79,1102.57,1090.56,1078.69,1066.96,1055.35,1043.86,1032.5,1021.26,1010.15,999.15,988.28,977.52,966.88,956.35,945.94,935.64,925.45,915.37,905.4,895.54,885.79,876.14,866.6,857.16,847.82,838.58,829.45,820.41,811.47,802.63,793.89,785.24,776.68,768.22,759.84,751.56,743.37,735.27,727.25,719.33,711.49,703.73,696.06,688.47,680.96,673.54,666.2,658.93,651.75,644.64,637.61,630.66,623.78,616.98,610.25,603.59,597.01,590.5,584.06,577.68,571.38,565.15,558.98,552.89,546.85,540.89,534.99,529.15,523.38,517.67,512.02,506.43,500.9,495.44,490.03,484.68,479.39,474.16,468.99,463.87,458.8,453.8,448.84,443.94,439.1,434.31,429.56,424.88,420.24,415.65
65,1227.41,1213.59,1200.14,1187.0,1174.07,1161.31,1148.67,1136.18,1123.82,1111.59,1099.5,1087.54,1075.71,1064.0,1052.42,1040.97,1029.64,1018.43,1007.35,996.38,985.54,974.81,964.2,953.7,943.31,933.04,922.88,912.83,902.89,893.06,883.33,873.71,864.2,854.78,845.47,836.26,827.15,818.14,809.22,800.41,791.69,783.06,774.53,766.08,757.74,749.48,741.31,733.23,725.24,717.33,709.51,701.78,694.13,686.56,679.07,671.67,664.35,657.1,649.94,642.85,635.84,628.91,622.05,615.26,608.55,601.92,595.35,588.86,582.43,576.08,569.8,563.58,557.43,551.35,545.34,539.39,533.5,527.68,521.92,516.23,510.6,505.02,499.51,494.06,488.67,483.34,478.06,472.84,467.68,462.58,457.53,452.54,447.6,442.71
