,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
20,79.87,88.46,83.55,78.18,66.09,73.56,68.62,75.92,61.39,53.05,51.57,46.54,43.09,47.43,45.85,46.9,45.34,51.27,39.45,38.22,36.8,35.46,34.09,32.97,31.86,30.77,29.87,29.01,28.22,27.46,26.77,26.08,25.51,24.98,24.47,24.04,23.56,23.17,22.76,22.38,22.07,21.74,21.49,21.26,21.08,20.91,20.66,20.42,20.21,19.99,19.63,19.31,19.1,18.87,18.63,18.44,18.29,18.14,17.93,17.63,17.35,17.09,16.85,16.71,16.53,16.31,16.11,15.99,15.87,15.7,15.48,15.25,15.08,14.9,14.7,14.44,14.22,14.11,13.93,13.8,13.66,13.51,13.36,13.08,12.86,12.7,12.59,12.49
21,80.97,82.48,64.55,73.36,68.19,72.9,63.58,65.26,64.72,53.72,44.3,47.48,48.41,49.39,50.98,44.8,54.44,42.21,41.01,39.49,38.02,36.67,35.46,34.34,33.27,32.28,31.34,30.46,29.67,28.9,28.2,27.62,27.08,26.58,26.13,25.61,25.15,24.69,24.26,24.01,23.77,23.45,23.15,22.87,22.57,22.33,22.1,21.85,21.59,21.31,21.07,20.81,20.53,20.3,20.12,19.92,19.7,19.53,19.26,18.89,18.61,18.4,18.17,17.97,17.73,17.46,17.27,17.09,16.92,16.71,16.49,16.33,16.1,15.87,15.68,15.54,15.44,15.27,15.1,14.97,14.83,14.56,14.29,14.07,13.91,13.86,13.58,13.3
22,86.27,80.28,70.07,75.43,69.07,69.71,59.8,59.34,58.04,47.75,42.02,46.79,49.17,51.02,45.58,50.47,43.8,42.6,40.97,39.5,38.21,36.9,35.84,34.8,33.73,32.85,32.02,31.26,30.42,29.7,29.1,28.57,28.05,27.46,27.02,26.67,26.18,25.75,25.47,25.17,24.81,24.5,24.21,23.87,23.63,23.34,23.05,22.8,22.49,22.21,21.97,21.65,21.43,21.26,20.95,20.63,20.41,20.24,20.02,19.76,19.53,19.27,19.04,18.78,18.49,18.28,18.03,17.75,17.53,17.37,17.22,17.0,16.78,16.61,16.42,16.23,16.02,15.8,15.68,15.55,15.29,15.15,14.99,14.83,14.73,14.45,14.16,14.0
23,86.49,77.89,75.5,71.13,74.41,64.54,66.14,49.6,57.23,51.46,56.9,52.45,54.53,46.58,52.22,44.66,43.5,41.99,40.58,39.28,38.02,36.93,35.95,34.92,33.98,33.22,32.45,31.63,30.96,30.3,29.63,29.06,28.49,28.08,27.75,27.3,26.83,26.53,26.15,25.74,25.51,25.2,24.92,24.7,24.35,24.0,23.77,23.47,23.21,22.99,22.69,22.43,22.16,21.8,21.44,21.11,20.89,20.72,20.5,20.25,20.01,19.81,19.63,19.37,19.09,18.83,18.53,18.3,18.14,17.99,17.84,17.57,17.3,17.13,16.89,16.64,16.43,16.27,16.09,15.91,15.77,15.57,15.36,15.14,14.98,14.81,14.64,14.48
24,69.37,71.82,76.81,72.33,65.77,62.94,50.78,48.81,53.13,51.67,54.34,55.49,47.32,57.17,45.59,44.54,43.07,41.71,40.46,39.25,38.08,37.08,36.04,35.14,34.38,33.56,32.84,32.18,31.46,30.79,30.29,29.76,29.21,28.75,28.38,28.04,27.64,27.19,26.83,26.55,26.26,26.02,25.74,25.4,25.05,24.76,24.48,24.18,23.92,23.65,23.35,23.03,22.69,22.4,22.09,21.82,21.6,21.36,21.14,20.94,20.7,20.44,20.15,19.79,19.5,19.3,19.11,18.94,18.79,18.58,18.27,18.0,17.79,17.57,17.39,17.2,17.05,16.83,16.55,16.3,16.11,15.91,15.64,15.48,15.32,15.15,14.98,14.82
25,78.9,74.07,70.28,71.07,59.17,63.32,56.25,60.47,47.1,63.89,61.32,58.38,56.79,47.14,46.15,44.73,43.41,42.15,40.88,39.7,38.68,37.69,36.78,35.99,35.22,34.44,33.69,33.08,32.51,31.95,31.37,30.78,30.29,29.91,29.6,29.05,28.61,28.36,28.02,27.75,27.46,27.06,26.66,26.33,26.04,25.75,25.41,25.11,24.86,24.58,24.28,23.96,23.68,23.38,23.07,22.74,22.45,22.27,22.04,21.78,21.48,21.16,20.82,20.51,20.28,20.08,19.89,19.73,19.41,19.1,18.95,18.69,18.43,18.26,18.09,17.9,17.64,17.31,17.08,16.95,16.76,16.56,16.4,16.18,16.02,15.85,15.57,15.35
26,78.88,80.28,78.03,63.55,57.38,59.28,59.49,69.04,52.76,63.98,52.56,60.31,49.62,48.64,47.24,45.92,44.63,43.35,42.18,41.15,40.18,39.22,38.31,37.55,36.8,35.98,35.25,34.66,34.13,33.56,33.01,32.46,31.93,31.57,31.06,30.62,30.37,30.05,29.64,29.2,28.8,28.4,28.13,27.92,27.58,27.17,26.89,26.65,26.4,26.0,25.59,25.26,24.92,24.61,24.3,23.96,23.72,23.42,23.12,22.91,22.61,22.34,22.1,21.79,21.45,21.2,21.01,20.74,20.43,20.23,19.98,19.73,19.52,19.31,19.08,18.78,18.47,18.25,18.08,17.9,17.76,17.55,17.34,17.18,16.96,16.62,16.28,16.11
27,77.65,71.54,69.58,59.32,56.97,63.92,63.61,60.73,61.41,59.4,59.64,52.98,52.02,50.57,49.15,47.86,46.6,45.43,44.35,43.32,42.35,41.36,40.55,39.87,39.01,38.18,37.51,36.87,36.28,35.79,35.21,34.53,34.13,33.75,33.24,32.87,32.54,32.11,31.62,31.21,30.87,30.6,30.33,29.89,29.43,29.14,28.86,28.51,28.02,27.56,27.26,26.99,26.75,26.39,26.0,25.71,25.4,25.14,24.89,24.55,24.25,23.97,23.62,23.25,22.97,22.77,22.53,22.21,21.96,21.71,21.42,21.11,20.86,20.65,20.37,20.07,19.82,19.6,19.38,19.14,18.94,18.79,18.57,18.3,18.02,17.73,17.5,17.28
28,84.95,69.56,71.15,64.52,59.56,63.8,65.6,69.39,65.38,69.72,56.91,56.03,54.58,53.17,51.86,50.54,49.31,48.17,47.14,46.06,45.09,44.33,43.45,42.58,41.83,41.05,40.29,39.66,39.09,38.52,37.89,37.35,36.87,36.42,35.93,35.45,35.11,34.63,34.2,33.92,33.53,33.15,32.78,32.28,31.82,31.42,31.02,30.67,30.24,29.84,29.59,29.31,28.89,28.45,28.12,27.81,27.54,27.21,26.78,26.37,26.06,25.77,25.47,25.21,24.92,24.56,24.22,23.96,23.72,23.37,23.02,22.84,22.59,22.27,22.0,21.71,21.46,21.19,20.91,20.66,20.47,20.26,19.98,19.7,19.47,19.24,18.95,18.72
29,77.98,72.56,71.53,68.34,70.72,63.7,74.18,65.19,76.73,61.43,60.63,59.14,57.71,56.34,55.02,53.78,52.57,51.48,50.33,49.32,48.5,47.54,46.69,45.82,44.99,44.35,43.62,42.92,42.32,41.72,41.14,40.52,40.02,39.51,38.92,38.51,38.04,37.59,37.28,36.84,36.35,35.92,35.44,34.95,34.49,34.09,33.81,33.4,32.91,32.51,32.13,31.79,31.3,30.86,30.56,30.24,29.9,29.44,28.99,28.68,28.4,28.05,27.69,27.32,26.93,26.62,26.34,26.03,25.68,25.34,25.12,24.83,24.48,24.17,23.85,23.56,23.25,22.99,22.7,22.46,22.21,21.83,21.55,21.38,21.14,20.9,20.66,20.37
