,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
20,75.49,89.09,111.15,80.51,57.99,86.81,57.1,83.7,77.97,79.83,42.78,61.8,66.29,26.54,23.07,36.71,37.06,37.69,43.68,42.04,40.39,38.87,37.46,36.15,34.95,33.83,32.79,31.84,30.95,30.13,29.37,28.67,28.02,27.43,26.88,26.37,25.9,25.47,25.07,24.71,24.38,24.07,23.77,23.49,23.21,22.93,22.65,22.38,22.11,21.85,21.58,21.33,21.07,20.82,20.57,20.32,20.08,19.84,19.6,19.36,19.13,18.9,18.67,18.45,18.23,18.01,17.79,17.58,17.37,17.16,16.95,16.75,16.55,16.35,16.16,15.96,15.77,15.58,15.39,15.21,15.03,14.85,14.67,14.49,14.32,14.15,13.98,13.81
21,109.09,77.91,73.82,90.66,83.18,72.13,62.65,84.43,90.72,70.21,51.28,70.79,39.8,48.6,40.97,50.44,41.31,45.43,43.79,42.13,40.59,39.16,37.84,36.62,35.48,34.43,33.45,32.54,31.7,30.93,30.21,29.54,28.92,28.35,27.83,27.34,26.89,26.48,26.1,25.74,25.42,25.11,24.81,24.51,24.22,23.93,23.64,23.36,23.07,22.8,22.52,22.25,21.99,21.72,21.46,21.21,20.95,20.7,20.45,20.21,19.96,19.72,19.49,19.25,19.02,18.79,18.57,18.35,18.13,17.91,17.69,17.48,17.27,17.06,16.86,16.66,16.46,16.26,16.06,15.87,15.68,15.49,15.31,15.12,14.94,14.76,14.59,14.41
22,120.41,77.58,63.31,71.67,53.79,92.64,58.96,61.31,64.08,57.7,26.07,58.28,90.12,48.84,50.87,41.67,47.02,45.4,43.75,42.22,40.8,39.48,38.25,37.11,36.05,35.06,34.15,33.29,32.5,31.77,31.09,30.46,29.87,29.33,28.83,28.36,27.93,27.53,27.17,26.82,26.5,26.18,25.86,25.55,25.25,24.94,24.65,24.35,24.06,23.77,23.48,23.2,22.92,22.65,22.38,22.11,21.84,21.58,21.32,21.07,20.81,20.56,20.32,20.07,19.83,19.59,19.36,19.13,18.9,18.67,18.45,18.22,18.01,17.79,17.58,17.37,17.16,16.95,16.75,16.55,16.35,16.15,15.96,15.77,15.58,15.39,15.21,15.02
23,54.29,121.48,117.47,76.54,84.07,74.62,94.36,33.44,88.59,54.34,44.38,41.24,68.62,40.68,65.89,49.65,48.03,46.38,44.84,43.4,42.06,40.81,39.65,38.56,37.55,36.61,35.73,34.91,34.15,33.45,32.79,32.17,31.6,31.08,30.58,30.13,29.7,29.31,28.94,28.59,28.25,27.91,27.57,27.24,26.91,26.59,26.27,25.96,25.65,25.34,25.03,24.73,24.44,24.14,23.85,23.57,23.28,23.01,22.73,22.46,22.19,21.92,21.66,21.4,21.14,20.89,20.64,20.39,20.14,19.9,19.66,19.43,19.2,18.96,18.74,18.51,18.29,18.07,17.85,17.64,17.43,17.22,17.01,16.81,16.61,16.41,16.21,16.02
24,65.16,83.14,69.1,87.53,50.34,80.57,75.5,107.18,66.24,27.74,49.77,69.62,41.89,63.95,53.7,52.06,50.36,48.78,47.3,45.91,44.62,43.41,42.27,41.22,40.23,39.31,38.44,37.64,36.88,36.18,35.52,34.91,34.34,33.81,33.31,32.85,32.42,32.01,31.62,31.24,30.87,30.5,30.13,29.77,29.41,29.06,28.71,28.37,28.03,27.69,27.36,27.03,26.71,26.39,26.07,25.76,25.45,25.14,24.84,24.54,24.25,23.96,23.67,23.39,23.1,22.83,22.55,22.28,22.02,21.75,21.49,21.23,20.98,20.73,20.48,20.23,19.99,19.75,19.51,19.28,19.05,18.82,18.59,18.37,18.15,17.93,17.72,17.5
25,103.63,87.86,90.7,62.96,51.33,56.29,61.58,93.68,57.73,79.77,91.27,65.71,79.68,59.16,57.45,55.68,54.02,52.46,51.0,49.63,48.35,47.14,46.02,44.96,43.97,43.04,42.17,41.35,40.59,39.87,39.2,38.58,37.99,37.44,36.93,36.44,35.99,35.55,35.13,34.7,34.29,33.88,33.47,33.07,32.67,32.28,31.89,31.51,31.13,30.76,30.39,30.02,29.66,29.31,28.96,28.61,28.27,27.93,27.59,27.26,26.93,26.61,26.29,25.98,25.66,25.36,25.05,24.75,24.45,24.16,23.87,23.58,23.3,23.02,22.75,22.47,22.2,21.94,21.67,21.41,21.16,20.9,20.65,20.4,20.16,19.92,19.68,19.44
26,140.57,98.66,64.49,48.12,62.49,93.29,92.93,99.84,83.02,103.47,50.65,89.85,65.15,63.38,61.53,59.78,58.14,56.59,55.14,53.78,52.5,51.29,50.16,49.1,48.1,47.15,46.27,45.44,44.66,43.93,43.24,42.6,41.99,41.42,40.88,40.37,39.88,39.4,38.93,38.46,38.0,37.55,37.1,36.65,36.21,35.78,35.35,34.92,34.5,34.09,33.68,33.28,32.88,32.48,32.09,31.71,31.33,30.95,30.58,30.21,29.85,29.49,29.14,28.79,28.44,28.1,27.77,27.43,27.1,26.78,26.46,26.14,25.83,25.52,25.21,24.91,24.61,24.31,24.02,23.73,23.45,23.17,22.89,22.61,22.34,22.07,21.81,21.55
27,96.75,93.44,65.12,97.07,63.49,67.81,78.22,90.66,87.94,95.19,60.49,73.17,71.28,69.28,67.4,65.63,63.96,62.38,60.9,59.5,58.19,56.95,55.78,54.67,53.64,52.66,51.74,50.87,50.05,49.28,48.56,47.87,47.23,46.62,46.04,45.48,44.94,44.4,43.87,43.34,42.82,42.31,41.8,41.3,40.8,40.31,39.83,39.35,38.88,38.41,37.95,37.49,37.04,36.6,36.16,35.73,35.3,34.88,34.46,34.04,33.63,33.23,32.83,32.44,32.05,31.66,31.28,30.91,30.54,30.17,29.81,29.45,29.1,28.75,28.41,28.06,27.73,27.39,27.07,26.74,26.42,26.1,25.79,25.48,25.18,24.87,24.57,24.28
28,129.01,104.87,92.2,87.39,90.34,36.88,68.2,60.41,123.18,100.73,79.87,77.93,75.85,73.89,72.04,70.3,68.64,67.08,65.61,64.22,62.9,61.66,60.48,59.37,58.32,57.33,56.39,55.51,54.67,53.88,53.13,52.42,51.75,51.11,50.49,49.88,49.28,48.69,48.11,47.53,46.96,46.4,45.84,45.29,44.75,44.21,43.68,43.16,42.64,42.13,41.62,41.12,40.63,40.14,39.66,39.18,38.71,38.25,37.79,37.34,36.89,36.45,36.01,35.58,35.15,34.73,34.31,33.9,33.49,33.09,32.69,32.3,31.91,31.53,31.15,30.78,30.41,30.05,29.68,29.33,28.98,28.63,28.29,27.95,27.61,27.28,26.95,26.63
29,86.2,82.5,82.29,104.19,85.91,106.6,94.22,116.56,103.96,86.83,84.85,82.7,80.67,78.74,76.92,75.19,73.56,72.01,70.54,69.15,67.83,66.58,65.39,64.27,63.21,62.2,61.24,60.34,59.48,58.66,57.88,57.14,56.44,55.76,55.09,54.43,53.77,53.13,52.49,51.86,51.24,50.62,50.02,49.42,48.82,48.24,47.66,47.09,46.52,45.96,45.41,44.87,44.33,43.8,43.27,42.75,42.24,41.73,41.23,40.74,40.25,39.77,39.29,38.82,38.35,37.89,37.44,36.99,36.54,36.11,35.67,35.24,34.82,34.4,33.99,33.58,33.18,32.78,32.39,32.0,31.62,31.24,30.86,30.49,30.13,29.76,29.41,29.05
