,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113
30,53.17,53.8,49.19,43.47,52.85,54.22,47.09,42.98,46.26,40.98,41.87,37.81,48.82,45.27,43.44,47.47,42.6,47.71,46.23,45.89,39.94,39.79,48.24,47.1,39.38,41.54,40.74,38.81,40.69,42.41,37.15,34.53,40.81,35.46,38.43,41.37,32.83,38.1,35.24,35.75,35.38,35.0,34.72,34.36,33.95,33.55,33.22,32.83,32.49,32.08,31.66,31.42,31.07,30.63,30.29,29.93,29.57,29.16,28.8,28.5,28.12,27.85,27.52,27.16,26.79,26.38,26.15,25.92,25.47,25.1,24.87,24.63,24.34,24.07,23.78,23.44,23.15,22.85,22.6,22.39,22.1,21.78,21.45,21.17,20.93,20.61,20.34,20.18,19.97,19.72,19.55,19.34,19.0,18.74,18.57,18.25,17.95,17.78,17.62,17.46,17.25,17.04,16.82,16.59,16.41,16.22,16.07,15.91,15.73,15.61,15.41,15.21,14.95,14.73,14.57,14.41,14.3,14.14,13.98,13.76,13.55,13.4,13.26,13.12,12.93,12.7,12.52,12.3,12.03,11.93,11.83,11.67,11.58,11.43,11.33,11.23,11.13,11.0,10.87,10.74,10.61,10.48,10.35,10.23,10.11,9.99,9.87,9.75,9.63,9.52,9.4,9.29,9.18,9.07,8.96,8.85,8.74,8.64,8.54,8.43,8.33,8.23,8.13
31,56.64,52.07,50.78,55.1,50.55,52.86,57.15,53.17,49.04,45.31,50.45,53.63,47.69,46.77,45.52,50.77,48.27,46.19,48.78,48.58,51.06,47.82,45.21,43.53,36.9,39.79,41.85,42.74,38.66,43.24,40.03,42.66,44.13,37.34,42.12,40.8,35.38,38.72,39.32,39.01,38.67,38.33,37.96,37.56,37.2,36.82,36.38,36.03,35.63,35.22,34.82,34.44,34.07,33.69,33.33,32.88,32.39,32.09,31.8,31.31,30.88,30.49,30.13,29.82,29.51,29.17,28.82,28.41,28.08,27.84,27.38,26.97,26.63,26.3,26.07,25.85,25.5,25.15,24.9,24.68,24.44,24.06,23.72,23.43,23.12,22.84,22.61,22.38,22.09,21.77,21.47,21.15,20.86,20.66,20.43,20.22,19.98,19.65,19.38,19.18,18.97,18.77,18.55,18.33,18.04,17.8,17.59,17.43,17.26,17.02,16.82,16.56,16.35,16.19,16.02,15.86,15.69,15.58,15.41,15.25,15.09,14.93,14.78,14.53,14.18,14.0,13.82,13.6,13.5,13.28,13.13,12.98,12.72,12.63,12.48,12.27,12.12,11.98,11.83,11.69,11.55,11.41,11.27,11.14,11.01,10.87,10.74,10.61,10.49,10.36,10.24,10.11,9.99,9.87,9.75,9.64,9.52,9.41,9.29,9.18,9.07,8.96,8.86
32,59.94,53.92,56.78,54.38,61.16,55.45,51.02,53.74,55.51,54.17,55.23,55.3,56.27,57.28,48.41,45.86,47.04,49.16,53.37,49.93,49.27,49.09,48.77,39.89,50.33,52.66,44.01,48.56,44.82,41.34,44.26,41.87,47.34,50.9,45.59,48.01,42.32,43.03,42.76,42.44,42.08,41.66,41.2,40.82,40.51,40.15,39.73,39.35,38.95,38.5,37.99,37.59,37.13,36.74,36.37,35.84,35.55,35.24,34.76,34.23,33.76,33.4,33.02,32.64,32.12,31.74,31.48,31.14,30.8,30.28,29.94,29.6,29.1,28.77,28.55,28.2,27.8,27.44,27.13,26.85,26.49,26.11,25.82,25.57,25.3,25.02,24.77,24.52,24.05,23.65,23.41,23.13,22.89,22.63,22.4,22.08,21.68,21.4,21.2,20.95,20.7,20.5,20.29,19.96,19.68,19.49,19.23,18.96,18.79,18.6,18.29,18.02,17.87,17.7,17.48,17.25,17.07,16.9,16.73,16.56,16.34,16.19,15.98,15.73,15.54,15.3,15.18,15.07,14.8,14.64,14.49,14.23,14.08,13.83,13.45,13.29,13.13,12.98,12.82,12.67,12.51,12.36,12.22,12.07,11.92,11.78,11.64,11.5,11.36,11.23,11.09,10.96,10.83,10.7,10.57,10.44,10.32,10.19,10.07,9.95,9.83,9.71,9.6
33,67.83,59.68,57.92,69.13,57.38,57.47,57.36,54.98,57.67,51.19,60.32,62.79,57.97,52.0,57.41,56.72,56.35,52.65,53.18,52.18,52.47,51.86,53.57,50.58,54.37,46.08,50.22,49.57,45.97,44.69,50.5,46.68,50.37,52.77,46.76,46.2,46.92,46.56,46.3,46.09,45.7,45.26,44.83,44.4,44.03,43.57,43.17,42.84,42.43,41.94,41.45,40.84,40.42,40.03,39.45,39.12,38.81,38.32,37.81,37.3,36.83,36.34,35.95,35.44,34.94,34.57,34.13,33.79,33.38,33.0,32.67,32.17,31.73,31.47,31.12,30.6,30.14,29.85,29.53,29.13,28.77,28.43,28.08,27.7,27.36,27.06,26.8,26.48,26.1,25.81,25.49,25.21,24.9,24.58,24.3,23.99,23.7,23.37,23.06,22.82,22.46,22.16,21.96,21.7,21.42,21.12,20.86,20.7,20.48,20.17,19.98,19.77,19.49,19.15,18.86,18.69,18.51,18.33,18.16,17.87,17.59,17.43,17.28,17.08,16.83,16.65,16.47,16.25,16.09,15.94,15.73,15.58,15.38,15.07,14.89,14.71,14.54,14.36,14.19,14.02,13.85,13.68,13.52,13.36,13.2,13.04,12.88,12.73,12.58,12.43,12.28,12.13,11.98,11.84,11.7,11.56,11.42,11.28,11.15,11.01,10.88,10.75,10.62
34,61.53,70.72,68.68,75.66,68.77,60.63,70.58,60.31,62.95,56.93,63.76,64.78,56.26,53.5,59.44,59.26,62.11,62.77,63.22,60.04,56.91,51.79,56.02,62.87,58.87,48.86,55.13,53.36,53.27,54.84,50.1,54.72,47.76,60.97,50.41,51.21,50.86,50.59,50.35,50.02,49.7,49.24,48.73,48.32,47.84,47.41,47.08,46.55,46.04,45.57,45.03,44.54,43.98,43.44,43.08,42.66,42.02,41.46,41.03,40.54,40.07,39.61,39.04,38.52,38.04,37.56,37.11,36.56,36.15,35.84,35.4,34.97,34.6,34.16,33.64,33.24,32.96,32.49,31.99,31.71,31.34,30.88,30.45,30.06,29.77,29.4,29.01,28.66,28.33,27.97,27.58,27.23,26.98,26.76,26.42,26.0,25.66,25.4,25.21,24.8,24.34,24.16,23.91,23.49,23.15,22.92,22.66,22.45,22.16,21.92,21.72,21.45,21.11,20.83,20.59,20.35,20.11,19.87,19.58,19.29,19.12,18.85,18.63,18.48,18.24,18.0,17.82,17.65,17.44,17.18,16.97,16.88,16.74,16.54,16.34,16.14,15.95,15.76,15.57,15.38,15.2,15.02,14.84,14.66,14.48,14.31,14.14,13.97,13.8,13.63,13.47,13.31,13.15,12.99,12.83,12.68,12.53,12.38,12.23,12.08,11.94,11.79,11.65
35,68.79,72.74,78.68,73.17,73.58,68.2,73.38,64.48,67.65,70.54,70.13,71.84,64.22,63.99,67.69,73.45,62.82,60.0,65.2,57.18,57.11,61.68,59.27,61.81,62.16,61.18,52.3,57.34,58.85,59.66,58.56,58.43,58.88,55.01,55.97,55.8,55.48,55.02,54.73,54.45,53.93,53.5,53.09,52.53,52.11,51.72,51.16,50.63,50.12,49.56,49.0,48.44,47.91,47.41,46.89,46.25,45.57,45.11,44.63,44.06,43.48,42.83,42.35,41.88,41.36,40.78,40.15,39.74,39.32,38.8,38.37,37.95,37.53,37.1,36.64,36.24,35.78,35.25,34.88,34.47,33.97,33.5,33.06,32.78,32.36,31.85,31.5,31.14,30.78,30.35,29.9,29.53,29.27,28.95,28.49,28.18,27.9,27.59,27.24,26.9,26.68,26.33,25.93,25.56,25.23,24.95,24.7,24.31,23.91,23.67,23.41,23.19,22.96,22.67,22.38,22.08,21.77,21.47,21.29,21.1,20.76,20.53,20.26,19.89,19.64,19.51,19.39,19.17,18.9,18.58,18.38,18.24,18.02,17.8,17.59,17.38,17.17,16.96,16.76,16.56,16.36,16.16,15.97,15.78,15.59,15.4,15.22,15.03,14.85,14.68,14.5,14.32,14.15,13.98,13.82,13.65,13.49,13.32,13.16,13.01,12.85,12.7,12.54
36,81.79,76.95,81.77,81.16,73.92,73.57,78.11,75.97,66.53,78.95,76.2,70.99,72.26,76.47,73.51,65.12,69.86,69.67,67.62,69.3,60.81,61.51,62.49,68.23,62.39,51.82,63.04,64.5,67.85,64.26,66.49,65.94,60.23,61.31,61.06,60.7,60.25,59.98,59.65,59.19,58.79,58.34,57.81,57.35,56.82,56.29,55.76,55.22,54.6,53.96,53.32,52.7,52.14,51.55,50.87,50.18,49.67,49.13,48.45,47.83,47.19,46.57,46.02,45.39,44.88,44.37,43.8,43.23,42.71,42.28,41.85,41.39,40.8,40.19,39.74,39.34,38.82,38.35,37.92,37.39,36.88,36.47,36.13,35.66,35.16,34.75,34.32,33.88,33.45,33.05,32.59,32.21,31.83,31.33,30.99,30.63,30.19,29.83,29.6,29.32,28.88,28.55,28.21,27.85,27.59,27.31,26.89,26.51,26.16,25.75,25.43,25.09,24.8,24.57,24.26,23.96,23.59,23.34,23.15,22.85,22.67,22.38,21.94,21.62,21.42,21.24,21.06,20.89,20.51,20.14,19.94,19.7,19.47,19.23,19.0,18.78,18.55,18.33,18.11,17.89,17.68,17.46,17.25,17.05,16.84,16.64,16.44,16.24,16.05,15.86,15.67,15.48,15.29,15.11,14.93,14.75,14.57,14.4,14.22,14.05,13.88,13.72,13.55
37,94.69,90.33,84.29,82.35,82.29,83.09,84.96,76.04,78.7,83.19,80.76,76.01,73.48,71.68,72.5,71.25,76.89,77.63,73.26,71.08,72.3,69.3,78.2,64.36,63.88,61.89,64.44,73.54,65.31,80.16,76.26,66.05,67.25,66.88,66.54,66.15,65.84,65.49,64.94,64.4,63.96,63.6,63.13,62.43,61.76,61.14,60.63,60.14,59.43,58.6,57.94,57.39,56.73,55.98,55.25,54.61,53.99,53.3,52.63,52.03,51.31,50.61,49.95,49.38,48.89,48.28,47.59,47.01,46.56,46.09,45.44,44.7,44.12,43.63,43.18,42.61,42.09,41.69,41.13,40.65,40.26,39.71,39.13,38.7,38.25,37.7,37.25,36.84,36.45,35.97,35.49,35.05,34.6,34.16,33.7,33.29,32.85,32.44,32.11,31.74,31.36,31.04,30.59,30.19,29.94,29.6,29.24,28.86,28.46,28.1,27.67,27.33,27.09,26.79,26.48,26.11,25.8,25.48,25.06,24.75,24.51,24.16,23.83,23.56,23.31,23.12,22.94,22.55,22.18,21.97,21.71,21.45,21.19,20.94,20.69,20.44,20.19,19.95,19.71,19.47,19.24,19.01,18.78,18.56,18.33,18.11,17.9,17.68,17.47,17.26,17.05,16.85,16.65,16.45,16.25,16.05,15.86,15.67,15.48,15.3,15.11,14.93,14.75
38,93.27,93.75,91.65,89.96,77.73,87.05,90.26,93.94,89.67,87.41,80.28,83.8,84.83,83.89,84.19,87.21,77.02,78.11,76.09,82.9,75.9,80.61,74.31,74.27,67.54,77.63,78.03,70.88,69.7,75.36,72.27,73.64,73.3,72.87,72.43,72.01,71.51,71.01,70.46,70.02,69.69,69.2,68.47,67.71,67.05,66.47,65.86,65.09,64.34,63.68,62.9,62.09,61.4,60.61,59.83,59.13,58.39,57.71,57.05,56.3,55.56,54.88,54.16,53.49,52.91,52.21,51.46,50.92,50.36,49.62,48.98,48.49,47.93,47.38,46.75,46.18,45.79,45.21,44.65,44.05,43.35,42.8,42.32,41.82,41.34,40.95,40.42,39.93,39.45,38.9,38.4,37.95,37.49,37.04,36.64,36.18,35.69,35.29,34.86,34.44,34.07,33.54,33.05,32.71,32.35,32.02,31.6,31.23,30.94,30.52,30.08,29.74,29.44,29.13,28.82,28.44,28.01,27.57,27.2,26.89,26.58,26.28,26.0,25.73,25.41,25.06,24.66,24.28,24.01,23.72,23.44,23.16,22.88,22.6,22.33,22.06,21.8,21.54,21.28,21.02,20.77,20.52,20.28,20.03,19.79,19.56,19.32,19.09,18.86,18.63,18.41,18.19,17.97,17.76,17.54,17.33,17.12,16.92,16.72,16.52,16.32,16.12,15.93
39,107.39,101.19,101.68,93.88,104.97,98.15,96.2,98.52,92.77,91.78,91.84,88.86,91.3,89.15,90.06,86.72,89.57,88.57,90.34,83.34,74.32,81.37,83.13,88.0,75.08,85.42,82.71,83.26,86.82,78.92,80.43,80.08,79.53,79.05,78.57,77.95,77.52,77.03,76.49,75.92,75.37,74.82,74.16,73.45,72.64,71.81,70.99,70.33,69.56,68.59,67.73,67.0,66.21,65.43,64.65,63.76,62.95,62.18,61.43,60.68,59.97,59.16,58.32,57.66,57.04,56.35,55.56,54.83,54.11,53.51,53.06,52.41,51.74,51.08,50.45,50.0,49.43,48.79,48.05,47.39,46.92,46.29,45.69,45.28,44.73,44.09,43.53,43.01,42.46,41.84,41.32,40.9,40.44,39.93,39.53,39.12,38.58,38.08,37.66,37.19,36.68,36.26,35.89,35.39,34.93,34.49,34.03,33.65,33.25,32.83,32.44,32.04,31.68,31.37,30.99,30.55,30.16,29.83,29.51,29.18,28.82,28.46,28.17,27.84,27.47,27.0,26.55,26.27,25.96,25.65,25.34,25.03,24.73,24.44,24.14,23.85,23.57,23.29,23.01,22.73,22.46,22.19,21.92,21.66,21.4,21.14,20.89,20.64,20.39,20.15,19.9,19.66,19.43,19.2,18.97,18.74,18.51,18.29,18.07,17.85,17.64,17.43,17.22
40,103.2,111.86,108.91,117.15,112.37,104.31,103.7,105.1,101.83,106.78,98.96,93.98,103.03,89.48,96.2,93.46,101.76,98.33,100.88,90.2,90.38,86.91,81.93,96.07,95.28,91.18,92.22,80.43,86.05,87.61,87.21,86.65,86.14,85.55,84.91,84.36,83.78,83.14,82.44,81.86,81.3,80.69,79.94,78.93,77.98,77.12,76.33,75.55,74.69,73.83,72.92,72.0,71.11,70.23,69.33,68.43,67.61,66.8,66.0,65.26,64.42,63.52,62.74,61.97,61.26,60.43,59.53,58.77,58.08,57.56,56.88,56.19,55.59,54.87,54.3,53.68,52.94,52.17,51.49,51.0,50.41,49.77,49.21,48.55,47.93,47.26,46.68,46.14,45.56,45.03,44.49,44.01,43.48,42.97,42.4,41.83,41.35,40.86,40.34,39.88,39.43,38.97,38.5,37.9,37.38,36.95,36.6,36.17,35.66,35.29,34.79,34.27,33.9,33.58,33.2,32.75,32.36,32.02,31.69,31.25,30.82,30.51,30.22,29.88,29.35,28.88,28.64,28.3,27.96,27.62,27.29,26.97,26.64,26.32,26.01,25.69,25.39,25.08,24.78,24.48,24.19,23.9,23.61,23.33,23.05,22.77,22.5,22.23,21.96,21.7,21.44,21.18,20.93,20.68,20.43,20.18,19.94,19.7,19.47,19.23,19.0,18.77,18.55
41,115.6,132.97,126.31,123.8,118.41,106.64,122.94,117.63,116.65,112.76,101.14,107.52,103.21,95.88,102.29,106.8,107.77,103.33,108.49,102.14,92.76,95.56,99.94,88.67,101.69,102.31,93.17,93.58,95.19,94.6,94.02,93.47,92.76,92.0,91.37,90.72,89.94,89.15,88.57,87.85,87.08,86.29,85.27,84.37,83.44,82.5,81.67,80.78,79.77,78.73,77.8,76.82,75.83,74.85,74.01,73.22,72.28,71.37,70.57,69.67,68.66,67.79,66.94,66.13,65.33,64.45,63.55,62.78,62.16,61.37,60.64,60.09,59.38,58.67,57.92,57.12,56.38,55.68,55.06,54.38,53.78,53.07,52.38,51.77,51.06,50.49,49.94,49.32,48.72,48.17,47.61,47.01,46.36,45.79,45.27,44.7,44.12,43.53,42.96,42.46,41.96,41.51,41.0,40.51,40.06,39.64,39.18,38.58,38.12,37.7,37.14,36.61,36.24,35.86,35.36,34.9,34.5,34.1,33.7,33.26,32.88,32.57,32.21,31.66,31.17,30.92,30.55,30.18,29.82,29.46,29.11,28.76,28.41,28.07,27.74,27.4,27.07,26.75,26.43,26.11,25.8,25.49,25.18,24.88,24.58,24.29,24.0,23.71,23.42,23.14,22.86,22.59,22.32,22.05,21.79,21.53,21.27,21.01,20.76,20.51,20.26,20.02,19.78
42,132.54,134.53,129.89,129.11,130.8,122.37,133.58,133.64,118.2,121.54,118.06,115.14,119.58,116.89,113.66,114.22,109.02,106.69,109.16,106.03,102.41,109.24,112.5,104.49,105.2,105.4,101.46,103.11,102.34,101.65,100.99,100.13,99.27,98.51,97.77,96.86,95.93,95.26,94.47,93.57,92.69,91.72,90.83,89.8,88.78,87.82,86.72,85.59,84.54,83.54,82.61,81.57,80.41,79.46,78.57,77.59,76.59,75.76,74.81,73.81,72.95,71.99,71.03,70.17,69.38,68.52,67.63,66.78,65.94,65.17,64.51,63.8,62.92,62.1,61.42,60.68,60.0,59.3,58.49,57.82,57.09,56.31,55.6,54.98,54.37,53.72,52.98,52.22,51.65,51.08,50.45,49.78,49.23,48.76,48.09,47.46,46.83,46.19,45.68,45.2,44.6,43.99,43.54,43.01,42.45,42.03,41.52,40.98,40.53,39.99,39.42,39.01,38.63,38.07,37.56,37.16,36.69,36.23,35.72,35.27,34.88,34.51,34.04,33.53,33.21,32.81,32.42,32.03,31.64,31.26,30.89,30.52,30.15,29.79,29.43,29.08,28.73,28.39,28.05,27.71,27.38,27.05,26.72,26.4,26.09,25.77,25.46,25.16,24.86,24.56,24.26,23.97,23.68,23.4,23.12,22.84,22.57,22.3,22.03,21.77,21.5,21.25,20.99
43,149.98,140.5,153.01,150.45,141.33,146.22,141.87,150.94,137.62,136.26,131.38,126.67,126.99,126.06,126.41,119.64,118.97,119.51,108.97,115.61,122.81,109.76,116.64,116.63,121.28,109.82,111.43,110.62,109.73,108.81,107.86,106.96,106.0,105.07,104.11,103.05,102.19,101.26,100.25,99.28,98.29,97.37,96.26,95.17,94.17,92.84,91.64,90.69,89.6,88.47,87.34,86.24,85.18,84.24,83.24,82.08,81.07,80.09,79.16,78.22,77.12,76.03,75.17,74.42,73.49,72.42,71.48,70.66,69.89,69.09,68.2,67.33,66.58,65.94,65.08,64.29,63.49,62.67,61.98,61.24,60.51,59.66,58.94,58.29,57.55,56.82,56.06,55.39,54.8,54.2,53.45,52.76,52.21,51.46,50.84,50.22,49.59,49.01,48.4,47.81,47.23,46.75,46.14,45.5,45.01,44.42,43.86,43.38,42.81,42.33,41.93,41.39,40.79,40.34,39.93,39.41,38.88,38.41,37.94,37.43,36.98,36.6,36.13,35.62,35.2,34.77,34.36,33.94,33.54,33.13,32.74,32.34,31.96,31.57,31.19,30.82,30.45,30.08,29.72,29.37,29.01,28.67,28.32,27.98,27.65,27.31,26.99,26.66,26.34,26.03,25.72,25.41,25.1,24.8,24.5,24.21,23.92,23.63,23.35,23.07,22.79,22.52,22.25
44,170.75,146.96,162.63,165.76,158.26,151.88,145.52,148.57,152.41,144.74,146.5,137.75,127.28,136.56,139.05,134.15,125.69,122.29,132.27,126.04,125.49,134.8,129.01,134.07,118.83,120.5,119.5,118.42,117.34,116.19,115.16,114.21,112.99,111.83,110.76,109.6,108.53,107.46,106.34,105.23,104.2,103.09,101.89,100.68,99.36,98.11,97.06,95.98,94.74,93.55,92.41,91.26,90.22,89.05,87.93,86.82,85.74,84.73,83.68,82.65,81.58,80.56,79.7,78.74,77.61,76.72,75.78,74.78,73.91,73.02,72.2,71.41,70.61,69.68,68.76,67.91,67.11,66.35,65.54,64.86,64.0,63.14,62.4,61.62,60.8,60.05,59.38,58.74,58.07,57.29,56.63,55.92,55.08,54.44,53.82,53.14,52.47,51.89,51.3,50.61,50.09,49.45,48.8,48.28,47.63,46.99,46.49,45.95,45.44,44.9,44.22,43.68,43.23,42.72,42.14,41.61,41.18,40.65,40.12,39.71,39.37,38.87,38.29,37.83,37.37,36.92,36.48,36.04,35.61,35.18,34.76,34.35,33.93,33.53,33.12,32.73,32.33,31.95,31.56,31.18,30.81,30.44,30.08,29.71,29.36,29.01,28.66,28.31,27.97,27.64,27.31,26.98,26.66,26.34,26.02,25.71,25.4,25.09,24.79,24.5,24.2,23.91,23.62
45,177.59,169.01,171.38,169.97,161.99,159.89,169.57,158.21,157.95,146.97,155.76,155.23,147.81,154.42,135.69,142.1,142.78,129.51,142.7,145.44,151.67,135.16,145.0,128.79,130.51,129.2,127.95,126.72,125.36,124.13,123.07,121.73,120.31,119.08,117.84,116.58,115.36,114.07,112.8,111.62,110.47,109.24,107.95,106.63,105.27,104.01,102.86,101.62,100.29,99.04,97.84,96.63,95.31,94.22,93.09,91.84,90.8,89.74,88.64,87.61,86.51,85.45,84.43,83.32,82.32,81.28,80.19,79.23,78.33,77.46,76.54,75.59,74.62,73.75,72.9,72.05,71.13,70.26,69.51,68.64,67.77,66.89,66.08,65.23,64.39,63.62,62.92,62.25,61.56,60.8,59.96,59.18,58.5,57.85,57.17,56.33,55.67,54.99,54.24,53.67,53.06,52.37,51.78,51.17,50.47,49.89,49.34,48.75,48.12,47.52,47.0,46.4,45.9,45.32,44.68,44.19,43.65,43.05,42.51,42.1,41.58,41.08,40.59,40.1,39.62,39.14,38.67,38.21,37.75,37.3,36.85,36.41,35.97,35.54,35.11,34.69,34.28,33.87,33.46,33.06,32.66,32.27,31.88,31.5,31.12,30.75,30.38,30.01,29.65,29.3,28.95,28.6,28.26,27.92,27.58,27.25,26.92,26.6,26.28,25.97,25.66,25.35,25.04
46,182.06,179.36,184.96,196.42,188.37,195.85,179.03,185.55,158.1,161.45,161.75,169.9,157.57,151.71,165.2,145.1,138.79,149.87,155.58,154.13,149.45,158.92,139.89,141.57,140.06,138.64,137.07,135.55,134.07,132.56,131.18,129.79,128.33,126.93,125.51,124.09,122.66,121.38,120.1,118.74,117.41,116.13,114.71,113.17,111.8,110.46,109.16,107.87,106.47,105.17,103.99,102.55,101.25,100.1,98.77,97.59,96.46,95.28,94.18,93.09,91.95,90.7,89.52,88.48,87.4,86.32,85.29,84.22,83.24,82.29,81.26,80.27,79.32,78.34,77.43,76.52,75.61,74.67,73.74,72.87,71.93,71.1,70.33,69.52,68.65,67.68,66.83,66.14,65.3,64.41,63.71,62.98,62.17,61.41,60.56,59.84,59.17,58.56,57.88,57.11,56.34,55.67,55.09,54.32,53.68,53.06,52.45,51.92,51.24,50.58,50.0,49.45,48.77,48.13,47.64,47.04,46.37,45.77,45.28,44.8,44.27,43.74,43.22,42.7,42.19,41.68,41.18,40.69,40.2,39.71,39.24,38.77,38.3,37.84,37.39,36.94,36.5,36.06,35.63,35.2,34.78,34.36,33.95,33.54,33.14,32.74,32.35,31.96,31.58,31.2,30.82,30.45,30.09,29.73,29.37,29.02,28.67,28.33,27.99,27.65,27.32,26.99,26.67
47,203.06,205.95,210.12,201.59,200.28,211.59,199.48,184.38,184.86,185.21,177.46,167.88,167.27,155.45,164.47,163.13,159.2,160.77,170.39,164.7,175.67,152.22,153.99,152.28,150.61,148.77,146.84,145.15,143.45,141.85,140.41,138.8,137.14,135.62,134.08,132.49,131.06,129.61,128.12,126.57,125.07,123.66,122.13,120.62,119.06,117.66,116.39,114.88,113.42,112.09,110.75,109.35,108.01,106.64,105.27,104.05,102.86,101.59,100.32,99.17,97.93,96.63,95.52,94.4,93.18,92.07,90.9,89.79,88.79,87.7,86.62,85.54,84.49,83.51,82.54,81.58,80.55,79.56,78.62,77.68,76.79,75.89,74.98,74.09,73.08,72.08,71.26,70.48,69.6,68.8,67.96,66.99,66.17,65.45,64.77,64.05,63.23,62.35,61.57,60.87,60.17,59.51,58.73,57.97,57.29,56.62,56.01,55.26,54.52,53.97,53.33,52.61,52.03,51.44,50.66,50.05,49.49,48.92,48.37,47.71,47.14,46.57,46.01,45.46,44.92,44.38,43.85,43.32,42.8,42.29,41.78,41.28,40.78,40.29,39.81,39.33,38.86,38.39,37.93,37.48,37.03,36.59,36.15,35.71,35.28,34.86,34.44,34.03,33.62,33.22,32.82,32.43,32.04,31.65,31.27,30.9,30.53,30.16,29.8,29.44,29.09,28.74,28.39
48,229.29,213.95,217.28,232.57,222.89,207.97,224.34,217.66,205.13,196.8,185.88,183.94,180.41,171.52,168.67,173.33,182.66,174.51,176.13,195.72,165.92,167.81,165.71,163.73,161.79,159.68,157.7,155.8,154.0,152.22,150.38,148.72,147.03,145.16,143.42,141.78,140.18,138.61,136.91,135.22,133.74,132.18,130.5,128.86,127.31,125.79,124.25,122.77,121.26,119.86,118.39,116.78,115.38,113.99,112.62,111.25,109.87,108.57,107.34,106.06,104.66,103.35,102.21,100.92,99.67,98.41,97.17,96.03,94.92,93.75,92.57,91.51,90.42,89.27,88.18,87.16,86.19,85.2,84.09,83.02,82.0,81.02,80.04,79.06,78.14,77.22,76.3,75.37,74.46,73.62,72.65,71.71,70.87,70.04,69.24,68.31,67.39,66.63,65.92,65.12,64.28,63.47,62.7,62.01,61.28,60.56,59.8,58.98,58.25,57.58,57.0,56.43,55.74,54.91,54.24,53.55,52.87,52.3,51.67,51.05,50.44,49.84,49.24,48.65,48.06,47.49,46.92,46.35,45.8,45.25,44.71,44.17,43.64,43.12,42.6,42.09,41.58,41.08,40.59,40.1,39.62,39.15,38.68,38.21,37.76,37.3,36.86,36.41,35.98,35.54,35.12,34.7,34.28,33.87,33.46,33.06,32.66,32.27,31.89,31.5,31.13,30.75,30.38
49,245.89,243.91,241.81,235.21,217.76,239.94,219.33,215.6,210.57,203.48,207.37,198.02,199.02,197.66,181.52,192.26,188.94,194.23,197.79,181.17,183.06,180.66,178.3,176.13,173.95,171.64,169.43,167.43,165.31,163.25,161.51,159.58,157.52,155.64,153.82,152.05,150.28,148.47,146.67,144.95,143.22,141.5,139.9,138.16,136.39,134.82,133.2,131.52,129.97,128.4,126.76,125.2,123.68,122.17,120.66,119.2,117.77,116.48,115.11,113.59,112.11,110.76,109.47,108.18,106.8,105.45,104.14,102.94,101.66,100.41,99.31,98.1,96.85,95.65,94.57,93.55,92.47,91.24,90.07,88.99,87.96,86.9,85.83,84.88,83.82,82.69,81.67,80.64,79.75,78.82,77.82,76.85,75.89,75.05,74.14,73.21,72.35,71.5,70.59,69.59,68.75,68.02,67.27,66.43,65.6,64.83,64.01,63.21,62.47,61.8,61.21,60.47,59.54,58.76,58.02,57.32,56.79,56.15,55.48,54.81,54.15,53.5,52.86,52.23,51.6,50.98,50.37,49.77,49.17,48.58,48.0,47.42,46.85,46.29,45.73,45.19,44.64,44.11,43.58,43.06,42.54,42.03,41.53,41.03,40.54,40.05,39.57,39.09,38.62,38.16,37.7,37.25,36.8,36.36,35.93,35.5,35.07,34.65,34.23,33.82,33.42,33.02,32.62
