,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113
10,23.94,22.24,22.34,22.64,24.33,24.48,26.57,23.87,16.14,25.02,27.47,20.81,22.76,22.64,14.64,20.96,19.9,20.47,17.85,21.0,19.17,21.04,15.77,16.23,16.24,14.1,13.34,12.78,13.69,12.58,13.97,10.78,14.49,11.31,13.71,8.98,13.69,7.91,13.24,11.32,7.02,12.04,11.27,8.15,8.56,8.01,11.48,7.79,7.62,7.51,4.43,7.22,8.58,6.59,5.58,5.63,4.17,7.82,5.26,5.32,5.21,5.11,4.99,4.89,4.79,4.68,4.64,4.63,4.4,4.16,4.17,4.06,3.87,3.81,3.81,3.74,3.61,3.54,3.47,3.4,3.39,3.31,3.23,3.21,3.19,3.16,3.13,3.11,3.08,3.06,3.04,2.96,2.88,2.88,2.88,2.88,2.82,2.71,2.65,2.6,2.55,2.56,2.51,2.46,2.46,2.47,2.41,2.35,2.35,2.34,2.34,2.21,2.07,2.06,2.06,2.05,2.04,2.03,2.02,2.02,1.95,1.88,1.87,1.87,1.86,1.86,1.8,1.74,1.74,1.74,1.74,1.74,1.75,1.69,1.63,1.63,1.63,1.57,1.51,1.51,1.51,1.5,1.5,1.5,1.5,1.5,1.49,1.49,1.42,1.36,1.36,1.35,1.35,1.29,1.22,1.22,1.22,1.21,1.19,1.18,1.16,1.15,1.14
11,22.33,18.7,23.16,32.78,28.78,27.25,18.84,23.19,21.76,18.54,17.83,22.79,25.18,16.6,20.21,18.95,18.81,19.11,21.37,17.23,15.89,16.3,14.15,16.76,15.3,14.37,13.0,12.75,17.72,14.5,9.21,11.33,9.93,14.11,7.94,9.52,12.87,12.9,11.13,12.1,6.47,10.95,7.5,9.21,9.89,9.33,9.26,9.42,6.74,8.64,6.46,8.08,5.0,4.84,8.32,8.54,5.97,5.81,5.8,5.66,5.55,5.45,5.33,5.18,5.08,5.04,4.93,4.74,4.58,4.55,4.49,4.31,4.19,4.2,4.13,4.07,4.0,3.87,3.8,3.79,3.71,3.63,3.62,3.6,3.51,3.41,3.38,3.35,3.33,3.3,3.28,3.2,3.12,3.12,3.12,3.06,3.0,2.95,2.9,2.91,2.92,2.87,2.76,2.7,2.71,2.72,2.72,2.73,2.73,2.72,2.53,2.33,2.32,2.31,2.3,2.3,2.29,2.28,2.27,2.26,2.25,2.25,2.24,2.17,2.11,2.04,1.98,1.98,1.98,1.98,1.98,1.92,1.86,1.87,1.81,1.75,1.69,1.62,1.63,1.63,1.63,1.62,1.62,1.62,1.62,1.61,1.55,1.48,1.48,1.48,1.47,1.47,1.41,1.34,1.34,1.34,1.32,1.31,1.29,1.28,1.26,1.25,1.23
12,26.29,26.84,25.86,24.88,26.69,28.33,19.92,27.91,21.2,18.29,18.24,19.42,20.52,20.04,16.75,22.85,21.03,18.6,15.86,18.21,19.25,18.31,21.06,17.57,16.75,14.05,17.1,16.45,13.92,13.37,13.66,12.74,13.05,9.58,11.21,15.49,13.38,9.49,10.86,11.04,15.23,12.77,12.83,9.7,12.02,7.65,10.31,9.37,8.67,8.6,6.43,4.76,6.73,6.52,8.83,5.31,6.7,6.6,6.39,6.26,6.14,6.02,5.92,5.83,5.68,5.51,5.42,5.3,5.29,5.26,5.07,4.97,4.92,4.79,4.72,4.66,4.53,4.46,4.46,4.45,4.37,4.29,4.2,4.05,3.95,3.92,3.89,3.86,3.82,3.79,3.71,3.62,3.61,3.6,3.6,3.54,3.43,3.37,3.39,3.4,3.35,3.24,3.19,3.21,3.15,3.03,2.97,2.97,2.97,2.91,2.84,2.83,2.82,2.82,2.74,2.67,2.66,2.65,2.64,2.63,2.62,2.61,2.54,2.47,2.47,2.47,2.4,2.34,2.34,2.34,2.28,2.22,2.23,2.17,2.05,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.98,1.86,1.73,1.73,1.72,1.66,1.59,1.59,1.58,1.58,1.58,1.56,1.54,1.52,1.51,1.49,1.47,1.45,1.43
13,29.5,27.92,23.52,27.38,31.57,26.5,21.96,25.76,17.05,18.5,20.5,16.95,23.16,20.67,21.64,20.39,19.29,20.43,19.34,18.7,19.26,19.53,19.16,18.11,15.85,17.08,15.48,12.08,13.61,17.82,13.92,15.55,13.31,14.63,13.65,11.93,11.77,10.53,12.97,9.44,12.39,12.49,12.78,11.24,10.61,10.89,8.09,8.23,8.07,8.27,11.63,11.83,8.43,7.05,7.96,7.95,7.9,7.64,7.42,7.21,7.07,6.95,6.8,6.54,6.4,6.36,6.27,6.25,6.19,6.04,5.99,5.88,5.7,5.64,5.58,5.45,5.38,5.38,5.38,5.24,5.09,5.01,4.92,4.89,4.86,4.82,4.78,4.74,4.7,4.66,4.57,4.42,4.34,4.33,4.27,4.21,4.16,4.11,4.06,3.95,3.91,3.86,3.82,3.77,3.65,3.53,3.47,3.48,3.48,3.47,3.47,3.46,3.39,3.25,3.18,3.16,3.15,3.14,3.13,3.12,3.04,2.97,2.9,2.83,2.83,2.76,2.7,2.7,2.7,2.7,2.7,2.65,2.59,2.53,2.47,2.48,2.48,2.48,2.42,2.36,2.36,2.36,2.35,2.35,2.28,2.22,2.21,2.21,2.14,2.02,1.95,1.95,1.94,1.94,1.92,1.89,1.87,1.85,1.83,1.8,1.78,1.76,1.74
14,32.69,26.65,27.36,28.68,23.98,20.56,26.94,24.47,22.61,25.34,20.73,21.62,22.02,25.14,23.93,19.87,24.63,22.26,20.72,18.71,19.96,18.74,20.73,19.5,20.52,19.77,23.63,19.17,20.83,18.63,18.07,20.9,16.14,13.49,13.9,13.57,12.31,17.63,15.32,12.09,14.18,13.22,13.24,8.53,13.27,14.89,9.13,8.75,11.36,11.64,10.7,11.18,10.13,8.97,9.47,9.5,9.26,8.98,8.68,8.46,8.24,8.05,7.85,7.68,7.54,7.38,7.25,7.19,7.02,6.87,6.76,6.66,6.62,6.49,6.43,6.36,6.3,6.3,6.23,6.09,6.01,5.98,5.95,5.92,5.88,5.84,5.79,5.74,5.69,5.52,5.3,5.21,5.19,5.18,5.18,5.06,4.94,4.9,4.85,4.81,4.71,4.67,4.69,4.58,4.4,4.35,4.36,4.23,4.11,4.1,4.1,4.02,3.95,3.94,3.86,3.78,3.77,3.75,3.74,3.66,3.59,3.51,3.44,3.37,3.31,3.3,3.3,3.3,3.3,3.3,3.18,3.01,2.95,2.95,2.96,2.96,2.9,2.78,2.72,2.72,2.72,2.72,2.72,2.71,2.65,2.58,2.57,2.57,2.5,2.44,2.43,2.42,2.42,2.39,2.36,2.33,2.31,2.28,2.25,2.22,2.2,2.17,2.14
15,41.0,34.09,31.55,26.91,26.89,28.03,30.23,33.32,32.72,27.21,26.59,25.8,25.71,19.7,21.17,28.59,24.62,21.79,27.84,22.95,21.83,22.47,26.55,20.03,21.04,21.83,19.18,21.92,17.04,21.92,22.21,26.5,17.26,21.33,14.48,18.68,14.45,16.24,17.65,13.09,18.24,13.13,15.5,14.8,15.61,9.14,12.04,13.08,13.23,15.52,12.64,9.36,13.52,11.04,11.05,10.83,10.56,10.24,9.94,9.7,9.52,9.38,9.2,8.93,8.67,8.52,8.41,8.25,8.1,7.9,7.79,7.69,7.59,7.6,7.47,7.34,7.34,7.28,7.07,6.93,6.91,6.82,6.72,6.68,6.64,6.59,6.54,6.48,6.36,6.25,6.21,6.12,6.03,6.02,5.96,5.84,5.79,5.81,5.77,5.67,5.63,5.66,5.49,5.32,5.34,5.29,5.11,4.98,4.98,4.98,4.91,4.84,4.82,4.68,4.54,4.52,4.5,4.42,4.35,4.27,4.19,4.18,4.1,4.03,3.97,3.9,3.9,3.9,3.9,3.84,3.66,3.54,3.55,3.55,3.56,3.44,3.32,3.32,3.33,3.33,3.33,3.32,3.26,3.07,2.94,2.94,2.93,2.92,2.92,2.91,2.84,2.78,2.75,2.71,2.68,2.65,2.62,2.58,2.55,2.52,2.49,2.46,2.43
16,37.54,38.56,34.99,30.85,39.87,39.27,40.9,35.46,39.47,35.4,37.42,35.95,28.25,35.76,26.71,30.94,29.67,26.96,26.41,26.44,24.18,25.44,27.28,28.97,24.46,24.23,30.14,20.64,24.79,26.61,23.57,31.27,22.9,20.52,25.27,24.64,20.2,23.97,23.56,18.28,18.87,14.55,19.77,18.1,13.33,10.98,13.34,18.69,15.08,14.3,16.0,15.41,12.93,12.86,12.55,12.22,11.85,11.56,11.36,11.06,10.79,10.58,10.3,10.04,9.91,9.77,9.62,9.43,9.24,9.11,9.0,8.92,8.82,8.69,8.63,8.57,8.44,8.25,8.04,7.96,7.88,7.78,7.68,7.57,7.52,7.47,7.34,7.21,7.15,7.1,6.99,6.89,6.81,6.73,6.67,6.55,6.5,6.52,6.43,6.33,6.36,6.26,6.16,6.19,6.08,5.97,5.98,5.92,5.86,5.79,5.72,5.7,5.56,5.42,5.4,5.38,5.3,5.21,5.13,4.99,4.91,4.9,4.82,4.69,4.62,4.55,4.49,4.49,4.49,4.43,4.26,4.14,4.15,4.15,4.1,3.98,3.92,3.92,3.93,3.93,3.86,3.74,3.61,3.55,3.54,3.53,3.53,3.46,3.39,3.32,3.26,3.22,3.18,3.14,3.1,3.07,3.03,2.99,2.96,2.92,2.89,2.85,2.82
17,34.29,44.07,36.65,42.03,46.58,41.03,39.02,39.34,31.16,44.26,42.92,32.52,33.99,32.31,29.56,35.51,34.66,33.84,28.14,30.6,31.23,29.82,29.02,36.36,31.42,30.27,26.65,26.16,29.97,30.76,32.17,30.71,23.57,26.57,28.25,26.34,22.96,24.78,24.77,25.37,23.19,19.35,23.47,17.35,17.26,14.15,16.42,15.32,14.41,16.15,15.0,14.78,14.69,14.37,13.96,13.52,13.23,12.98,12.65,12.33,12.04,11.82,11.55,11.26,11.08,10.94,10.75,10.59,10.36,10.17,10.07,9.86,9.76,9.71,9.58,9.52,9.39,9.2,9.13,9.05,8.96,8.86,8.75,8.64,8.52,8.39,8.26,8.18,8.12,8.05,8.0,7.78,7.57,7.55,7.43,7.25,7.21,7.17,7.07,7.04,6.95,6.86,6.89,6.79,6.68,6.64,6.52,6.46,6.46,6.39,6.32,6.24,6.16,6.15,6.06,5.98,5.95,5.93,5.85,5.76,5.68,5.54,5.47,5.46,5.39,5.26,5.19,5.19,5.14,4.96,4.78,4.73,4.73,4.74,4.62,4.51,4.51,4.52,4.46,4.28,4.15,4.15,4.14,4.14,4.07,4.0,3.94,3.87,3.86,3.85,3.8,3.76,3.71,3.67,3.62,3.58,3.54,3.5,3.45,3.41,3.37,3.33,3.29
18,37.89,39.12,38.06,40.93,44.86,40.44,43.74,44.62,33.25,43.62,39.87,43.45,41.06,29.82,34.25,26.82,29.27,36.21,34.24,33.41,37.34,29.05,28.39,32.97,27.59,25.66,30.67,31.4,29.46,32.3,30.35,38.54,29.55,26.45,26.33,27.88,27.48,25.87,26.45,28.74,22.94,22.07,18.96,15.67,18.98,20.34,20.41,21.78,20.7,22.84,16.29,16.07,15.69,15.35,14.98,14.65,14.27,13.94,13.66,13.38,13.19,12.91,12.6,12.39,12.15,11.96,11.78,11.53,11.32,11.2,11.04,10.9,10.74,10.56,10.5,10.31,10.12,10.12,9.98,9.84,9.81,9.71,9.53,9.42,9.36,9.29,9.21,9.13,8.99,8.86,8.69,8.52,8.49,8.35,8.17,8.11,8.07,7.97,7.88,7.67,7.52,7.49,7.4,7.3,7.2,7.09,7.04,7.05,6.99,6.85,6.78,6.77,6.75,6.6,6.46,6.43,6.41,6.38,6.3,6.15,6.07,6.05,6.04,6.02,5.89,5.77,5.76,5.7,5.58,5.47,5.41,5.42,5.37,5.25,5.14,5.09,5.03,4.91,4.79,4.73,4.73,4.67,4.6,4.54,4.47,4.46,4.39,4.32,4.31,4.26,4.21,4.16,4.11,4.06,4.01,3.96,3.92,3.87,3.82,3.78,3.73,3.69,3.64
19,42.08,43.15,45.66,48.37,40.2,36.93,37.23,35.13,39.07,36.43,34.15,31.18,33.81,34.34,30.43,28.22,32.23,31.83,31.0,34.28,31.15,35.58,31.85,32.11,29.56,32.41,32.67,29.44,30.58,30.9,34.46,24.25,31.43,29.27,33.94,27.86,25.55,24.25,27.23,24.57,25.42,21.74,19.69,18.5,21.24,23.04,18.48,18.56,21.88,17.51,17.29,16.82,16.59,16.23,15.85,15.43,15.04,14.76,14.41,14.07,13.81,13.59,13.35,13.09,12.92,12.79,12.63,12.4,12.21,12.1,11.94,11.75,11.53,11.41,11.22,11.03,10.97,10.78,10.58,10.5,10.41,10.24,10.07,9.95,9.88,9.81,9.73,9.59,9.38,9.25,9.2,9.15,9.06,8.92,8.86,8.81,8.71,8.61,8.4,8.26,8.17,8.08,8.0,7.9,7.86,7.7,7.59,7.47,7.28,7.21,7.2,7.13,6.98,6.9,6.88,6.79,6.71,6.62,6.53,6.51,6.49,6.41,6.33,6.26,6.19,6.12,6.06,6.0,5.94,5.88,5.83,5.78,5.73,5.62,5.5,5.45,5.4,5.34,5.28,5.28,5.22,5.1,4.97,4.91,4.9,4.83,4.76,4.69,4.64,4.58,4.53,4.47,4.42,4.36,4.31,4.26,4.21,4.16,4.11,4.06,4.01,3.96,3.92
20,41.99,44.43,41.87,44.18,42.51,41.73,41.13,43.52,35.61,38.97,35.35,38.25,32.91,31.37,31.57,32.81,32.99,34.02,32.29,29.29,30.31,32.7,34.63,25.41,28.63,32.34,29.72,30.96,31.94,31.25,31.29,29.9,29.21,29.27,30.02,25.98,21.27,24.97,24.97,23.91,18.71,21.23,20.19,19.17,21.06,21.32,18.96,18.74,18.39,18.32,17.94,17.63,17.2,16.78,16.32,15.9,15.62,15.27,14.93,14.7,14.44,14.1,13.81,13.62,13.45,13.27,13.06,12.91,12.79,12.69,12.47,12.21,12.13,12.01,11.89,11.77,11.58,11.39,11.2,11.11,10.96,10.73,10.62,10.56,10.43,10.29,10.21,10.06,9.92,9.73,9.55,9.44,9.29,9.22,9.16,9.04,8.94,8.85,8.83,8.74,8.66,8.58,8.49,8.47,8.31,8.14,7.97,7.85,7.79,7.73,7.59,7.39,7.31,7.29,7.15,7.0,6.91,6.83,6.8,6.78,6.7,6.56,6.48,6.47,6.4,6.27,6.21,6.21,6.15,6.04,5.99,6.0,5.89,5.78,5.78,5.79,5.68,5.56,5.57,5.57,5.45,5.27,5.2,5.19,5.19,5.12,4.99,4.93,4.87,4.81,4.76,4.7,4.64,4.59,4.53,4.48,4.42,4.37,4.32,4.27,4.22,4.16,4.11
21,41.94,47.81,42.65,42.32,44.0,37.5,36.2,34.87,34.71,32.13,34.7,33.35,31.17,30.87,30.01,28.67,31.89,35.73,33.83,30.61,33.26,31.82,32.64,32.1,35.31,37.41,29.68,36.07,29.13,32.74,29.86,28.21,30.38,27.82,25.17,26.68,27.41,26.86,18.41,24.06,19.65,20.3,22.34,18.6,24.99,19.56,22.43,18.98,19.02,18.66,18.23,17.8,17.38,16.91,16.46,16.16,15.88,15.59,15.36,15.13,14.8,14.52,14.3,14.06,13.72,13.48,13.4,13.26,13.15,12.98,12.77,12.64,12.49,12.32,12.2,12.08,11.96,11.77,11.64,11.56,11.4,11.24,11.12,11.0,10.81,10.67,10.59,10.5,10.29,10.1,9.98,9.81,9.66,9.53,9.41,9.3,9.2,9.11,8.97,8.89,8.81,8.73,8.64,8.55,8.46,8.36,8.37,8.26,8.13,8.07,7.87,7.74,7.72,7.57,7.37,7.22,7.14,7.11,7.03,6.88,6.74,6.66,6.65,6.63,6.51,6.38,6.38,6.38,6.26,6.15,6.16,6.05,5.94,5.95,5.96,5.85,5.74,5.74,5.68,5.57,5.51,5.5,5.5,5.43,5.31,5.24,5.18,5.12,5.05,4.99,4.93,4.87,4.82,4.76,4.7,4.64,4.59,4.53,4.48,4.43,4.37,4.32,4.27
22,41.43,35.31,39.66,39.89,47.41,45.21,37.15,36.73,36.3,34.35,28.91,32.01,31.75,36.04,28.09,29.75,32.5,29.45,36.44,31.44,28.96,31.14,31.35,28.86,31.94,33.23,35.82,32.37,30.92,28.3,33.18,29.01,28.13,25.62,26.03,27.21,21.46,20.11,22.65,19.49,21.02,23.72,19.3,22.65,19.24,23.66,19.43,19.48,19.1,18.69,18.21,17.81,17.46,17.06,16.67,16.37,16.09,15.79,15.5,15.22,15.06,14.89,14.68,14.33,14.0,13.82,13.57,13.43,13.39,13.23,13.08,12.95,12.74,12.63,12.45,12.27,12.15,12.03,11.96,11.82,11.66,11.5,11.39,11.2,11.01,10.87,10.73,10.64,10.55,10.48,10.36,10.13,9.98,9.9,9.73,9.56,9.41,9.26,9.18,9.1,8.96,8.82,8.74,8.65,8.56,8.52,8.47,8.36,8.3,8.23,8.1,8.02,7.94,7.8,7.66,7.51,7.42,7.34,7.14,6.94,6.85,6.83,6.82,6.69,6.56,6.55,6.55,6.43,6.32,6.33,6.22,6.11,6.12,6.07,5.96,5.91,5.92,5.8,5.69,5.69,5.69,5.63,5.51,5.44,5.43,5.37,5.3,5.24,5.18,5.11,5.05,4.99,4.93,4.87,4.81,4.76,4.7,4.64,4.59,4.53,4.48,4.42,4.37
23,42.45,43.51,36.71,50.47,43.09,39.29,43.31,40.1,32.23,29.35,31.57,31.32,35.95,31.86,31.5,33.15,29.65,35.82,32.51,27.86,31.14,30.67,34.2,26.5,33.11,26.73,35.25,30.59,30.26,30.88,32.62,30.22,24.64,23.74,24.72,26.4,26.02,25.22,23.28,21.57,24.83,23.3,21.58,23.1,21.11,19.96,20.0,19.59,19.16,18.71,18.32,17.93,17.53,17.19,16.93,16.63,16.34,16.1,15.81,15.58,15.36,15.14,14.93,14.7,14.54,14.25,13.95,13.83,13.67,13.51,13.43,13.31,13.16,12.99,12.81,12.63,12.46,12.27,12.14,12.12,11.97,11.81,11.69,11.51,11.32,11.12,10.97,10.88,10.8,10.66,10.48,10.37,10.34,10.15,9.97,9.87,9.71,9.57,9.49,9.35,9.22,9.08,8.94,8.86,8.77,8.73,8.62,8.57,8.51,8.38,8.31,8.24,8.16,8.07,7.93,7.78,7.7,7.61,7.41,7.21,7.13,7.05,6.92,6.79,6.72,6.72,6.65,6.54,6.49,6.43,6.33,6.28,6.23,6.12,6.07,6.08,6.03,5.92,5.86,5.86,5.8,5.68,5.62,5.62,5.55,5.48,5.42,5.35,5.29,5.22,5.16,5.1,5.04,4.98,4.92,4.86,4.8,4.74,4.69,4.63,4.57,4.52,4.46
24,45.9,44.28,41.65,42.59,38.87,44.69,30.52,37.72,32.6,32.36,31.09,28.66,34.48,33.18,35.06,33.78,33.91,33.32,34.94,31.91,33.55,30.26,38.57,32.5,33.49,35.7,29.97,33.41,28.63,28.37,25.86,28.25,30.27,27.05,22.81,26.22,24.61,22.93,21.24,23.89,19.32,26.2,18.86,22.84,20.79,20.83,20.34,19.88,19.54,19.17,18.74,18.37,18.1,17.81,17.48,17.16,16.98,16.72,16.43,16.2,15.92,15.74,15.54,15.38,15.23,14.89,14.59,14.37,14.17,14.01,13.87,13.75,13.67,13.5,13.32,13.15,12.97,12.85,12.78,12.64,12.43,12.26,12.09,11.96,11.83,11.63,11.48,11.39,11.24,11.04,10.92,10.81,10.66,10.59,10.47,10.31,10.15,10.07,9.99,9.8,9.55,9.36,9.28,9.2,9.11,9.01,8.97,8.85,8.74,8.73,8.6,8.47,8.44,8.42,8.28,8.13,8.1,8.02,7.81,7.67,7.59,7.51,7.38,7.19,7.07,7.0,6.89,6.77,6.78,6.67,6.56,6.57,6.46,6.36,6.37,6.32,6.21,6.16,6.1,6.05,5.99,5.93,5.86,5.79,5.72,5.66,5.59,5.52,5.45,5.39,5.32,5.26,5.2,5.14,5.07,5.01,4.95,4.89,4.83,4.78,4.72,4.66,4.61
25,44.73,43.25,45.83,38.27,38.38,35.6,43.38,39.36,39.26,32.32,31.94,35.41,32.85,36.12,33.37,33.89,34.3,33.48,31.44,30.85,35.73,33.68,38.8,29.14,35.87,31.57,34.98,30.68,32.76,27.55,29.99,24.98,27.7,30.17,24.66,27.82,25.85,25.76,24.97,24.75,24.94,22.89,30.25,22.06,22.17,21.64,21.16,20.85,20.47,20.08,19.8,19.44,19.04,18.74,18.38,18.1,17.83,17.62,17.43,17.13,16.94,16.65,16.41,16.32,16.12,15.83,15.56,15.35,15.11,14.85,14.71,14.66,14.52,14.29,14.11,14.0,13.82,13.7,13.57,13.37,13.16,12.99,12.93,12.81,12.61,12.46,12.37,12.27,12.06,11.8,11.61,11.5,11.41,11.27,11.1,10.94,10.85,10.76,10.57,10.39,10.26,10.07,9.94,9.85,9.77,9.61,9.45,9.34,9.28,9.16,9.03,9.01,8.93,8.79,8.7,8.67,8.58,8.44,8.35,8.32,8.24,8.1,7.97,7.78,7.66,7.59,7.47,7.42,7.36,7.2,7.04,6.93,6.83,6.78,6.73,6.63,6.58,6.53,6.41,6.36,6.36,6.24,6.16,6.09,6.02,5.95,5.87,5.8,5.73,5.67,5.6,5.53,5.46,5.4,5.33,5.27,5.21,5.14,5.08,5.02,4.96,4.9,4.84
26,40.09,46.5,49.1,44.72,44.18,38.76,40.04,40.28,38.7,36.68,36.19,34.42,32.43,38.64,34.13,34.1,40.31,34.23,35.57,37.38,30.29,34.87,35.59,34.89,39.22,32.87,38.13,33.7,32.38,34.13,31.29,31.79,28.6,28.2,28.86,23.53,26.63,27.39,29.67,24.97,25.67,24.97,23.81,23.95,23.51,23.06,22.72,22.32,21.91,21.62,21.25,20.85,20.51,20.18,19.85,19.53,19.34,19.15,18.88,18.63,18.31,18.06,17.88,17.71,17.51,17.24,16.98,16.81,16.6,16.35,16.15,15.98,15.73,15.44,15.27,15.09,14.92,14.8,14.67,14.53,14.37,14.26,14.02,13.77,13.69,13.59,13.43,13.2,12.99,12.84,12.76,12.59,12.43,12.24,12.07,11.97,11.88,11.8,11.61,11.43,11.19,11.01,10.94,10.8,10.54,10.39,10.29,10.18,10.06,9.94,9.92,9.79,9.65,9.62,9.47,9.27,9.18,9.09,9.0,8.91,8.83,8.74,8.61,8.53,8.47,8.34,8.28,8.23,8.06,7.84,7.74,7.69,7.59,7.54,7.38,7.22,7.23,7.12,6.95,6.9,6.78,6.7,6.62,6.54,6.46,6.39,6.31,6.23,6.16,6.08,6.01,5.94,5.87,5.8,5.73,5.66,5.59,5.52,5.46,5.39,5.33,5.26,5.2
27,53.46,44.52,53.93,45.99,43.24,39.76,43.8,34.32,36.7,36.22,36.95,32.88,39.27,40.68,32.3,44.09,38.42,46.63,39.69,31.97,38.35,35.44,38.99,36.84,35.39,35.99,34.46,38.24,31.39,26.59,32.13,31.46,34.52,34.03,29.2,28.92,24.17,25.98,31.22,25.95,28.61,25.99,26.15,25.88,25.43,25.01,24.74,24.37,23.88,23.58,23.26,22.83,22.48,22.16,21.91,21.65,21.4,21.11,20.77,20.5,20.26,19.99,19.78,19.64,19.34,19.02,18.85,18.66,18.43,18.19,17.94,17.72,17.41,17.13,16.96,16.72,16.61,16.49,16.3,16.16,15.94,15.58,15.28,15.14,15.05,14.83,14.6,14.48,14.37,14.27,14.07,13.89,13.79,13.65,13.48,13.32,13.18,12.93,12.75,12.63,12.46,12.34,12.21,12.02,11.83,11.68,11.52,11.3,11.12,11.0,10.87,10.79,10.71,10.5,10.35,10.26,10.11,10.02,9.93,9.83,9.75,9.61,9.53,9.45,9.32,9.2,9.03,8.92,8.86,8.76,8.71,8.61,8.51,8.35,8.19,8.15,8.04,7.93,7.83,7.71,7.62,7.53,7.44,7.35,7.26,7.17,7.09,7.0,6.92,6.84,6.75,6.67,6.59,6.51,6.44,6.36,6.28,6.21,6.13,6.06,5.99,5.91,5.84
28,50.71,41.75,43.8,43.48,44.85,44.48,44.75,39.84,39.8,36.08,42.11,41.87,39.44,41.83,41.38,35.91,36.17,44.29,33.56,39.1,44.86,38.44,34.51,34.25,40.24,36.52,36.12,40.91,31.55,31.7,35.53,37.07,31.84,33.67,34.12,35.14,28.68,34.43,29.48,34.96,28.77,29.1,28.72,28.18,27.83,27.61,27.18,26.72,26.46,26.15,25.64,25.26,25.01,24.77,24.45,24.07,23.75,23.47,23.22,22.97,22.69,22.4,22.12,21.79,21.5,21.24,20.99,20.8,20.61,20.33,20.08,19.81,19.45,19.23,19.06,18.89,18.66,18.36,18.23,18.02,17.68,17.38,17.13,16.98,16.82,16.59,16.41,16.27,16.15,15.92,15.66,15.53,15.37,15.11,14.89,14.67,14.48,14.4,14.34,14.17,14.01,13.89,13.77,13.48,13.29,13.14,12.87,12.71,12.53,12.41,12.33,12.19,11.99,11.84,11.63,11.42,11.38,11.17,10.96,10.92,10.78,10.63,10.61,10.47,10.29,10.11,10.0,9.94,9.83,9.73,9.62,9.52,9.42,9.32,9.22,9.07,8.96,8.91,8.81,8.7,8.6,8.49,8.39,8.29,8.19,8.09,8.0,7.9,7.8,7.71,7.62,7.53,7.44,7.35,7.26,7.17,7.09,7.0,6.92,6.83,6.75,6.67,6.59
29,52.85,46.73,46.59,44.8,49.16,42.35,45.4,45.68,39.62,46.11,40.83,38.79,42.73,38.34,43.43,39.69,41.23,45.67,40.75,37.04,40.4,39.08,39.12,44.56,40.0,37.64,35.15,37.98,37.05,39.32,30.08,33.46,32.89,29.37,33.93,37.53,33.85,28.51,31.8,31.92,32.4,31.93,31.4,31.15,30.8,30.31,29.97,29.78,29.51,29.08,28.65,28.31,28.04,27.67,27.22,26.94,26.6,26.31,26.03,25.71,25.38,24.97,24.65,24.42,24.14,23.84,23.51,23.21,22.95,22.69,22.39,22.07,21.9,21.74,21.51,21.16,20.75,20.52,20.33,20.12,19.89,19.52,19.2,18.99,18.76,18.57,18.37,18.17,17.97,17.73,17.52,17.32,17.1,16.85,16.62,16.41,16.21,16.04,15.87,15.71,15.54,15.38,15.15,14.98,14.85,14.65,14.5,14.39,14.28,14.09,13.96,13.76,13.55,13.29,13.02,12.92,12.7,12.54,12.44,12.23,12.02,11.88,11.74,11.6,11.47,11.35,11.23,11.12,10.96,10.8,10.7,10.6,10.45,10.35,10.19,10.04,9.99,9.89,9.77,9.65,9.54,9.42,9.31,9.2,9.09,8.98,8.87,8.76,8.66,8.55,8.45,8.35,8.25,8.15,8.05,7.96,7.86,7.77,7.67,7.58,7.49,7.4,7.31
