,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105
12,29.54,30.27,29.87,37.01,29.05,0.0,21.54,43.54,22.18,7.48,29.87,22.71,23.54,0.0,31.67,15.67,19.44,18.82,18.55,18.29,18.03,17.79,17.55,17.32,17.1,16.89,16.68,16.48,16.29,16.1,15.92,15.74,15.57,15.4,15.24,15.08,14.92,14.77,14.62,14.47,14.33,14.19,14.04,13.9,13.76,13.63,13.49,13.36,13.22,13.09,12.96,12.83,12.7,12.57,12.45,12.32,12.2,12.08,11.96,11.84,11.72,11.6,11.49,11.37,11.26,11.15,11.03,10.92,10.81,10.71,10.6,10.49,10.39,10.28,10.18,10.08,9.98,9.88,9.78,9.68,9.59,9.49,9.4,9.3,9.21,9.12,9.02,8.93,8.85,8.76,8.67,8.58,8.5,8.41,8.33,8.24,8.16,8.08,8.0,7.92,7.84,7.76,7.68,7.61,7.53,7.46,7.38,7.31,7.23,7.16,7.09,7.02,6.95,6.88,6.81,6.74,6.68,6.61,6.54,6.48,6.41,6.35,6.29,6.22,6.16
13,44.4,22.72,14.85,14.8,29.01,14.4,7.19,14.56,22.11,14.94,0.0,22.67,46.91,31.69,15.79,24.44,23.83,23.64,23.45,23.25,23.06,22.86,22.66,22.46,22.27,22.07,21.87,21.66,21.46,21.26,21.06,20.86,20.66,20.46,20.26,20.06,19.86,19.66,19.47,19.27,19.08,18.89,18.7,18.51,18.33,18.15,17.96,17.79,17.61,17.43,17.26,17.08,16.91,16.74,16.58,16.41,16.25,16.08,15.92,15.76,15.61,15.45,15.3,15.14,14.99,14.84,14.69,14.55,14.4,14.26,14.11,13.97,13.83,13.7,13.56,13.42,13.29,13.16,13.02,12.89,12.77,12.64,12.51,12.39,12.26,12.14,12.02,11.9,11.78,11.66,11.54,11.43,11.31,11.2,11.09,10.98,10.87,10.76,10.65,10.55,10.44,10.34,10.23,10.13,10.03,9.93,9.83,9.73,9.63,9.54,9.44,9.35,9.25,9.16,9.07,8.98,8.89,8.8,8.71,8.63,8.54,8.45,8.37,8.29,8.2
14,37.11,22.71,22.22,29.59,21.78,14.4,21.57,50.78,44.19,22.4,14.9,45.25,15.6,23.71,30.52,29.8,29.6,29.39,29.18,28.97,28.75,28.52,28.3,28.07,27.83,27.6,27.36,27.12,26.87,26.63,26.38,26.14,25.89,25.64,25.39,25.14,24.89,24.64,24.4,24.15,23.91,23.67,23.43,23.2,22.97,22.74,22.51,22.29,22.06,21.84,21.62,21.41,21.19,20.98,20.77,20.56,20.36,20.15,19.95,19.75,19.56,19.36,19.17,18.98,18.79,18.6,18.41,18.23,18.05,17.87,17.69,17.51,17.33,17.16,16.99,16.82,16.65,16.48,16.32,16.16,16.0,15.84,15.68,15.52,15.37,15.21,15.06,14.91,14.76,14.61,14.47,14.32,14.18,14.04,13.9,13.76,13.62,13.48,13.35,13.22,13.08,12.95,12.82,12.69,12.57,12.44,12.32,12.19,12.07,11.95,11.83,11.71,11.6,11.48,11.37,11.25,11.14,11.03,10.92,10.81,10.7,10.59,10.49,10.38,10.28
15,67.0,52.98,44.37,22.24,58.0,50.34,50.32,29.01,22.1,52.23,52.07,75.27,46.69,39.42,38.31,37.89,37.47,37.06,36.65,36.26,35.87,35.49,35.11,34.74,34.38,34.02,33.67,33.32,32.98,32.64,32.31,31.98,31.66,31.34,31.02,30.71,30.41,30.1,29.8,29.5,29.21,28.92,28.63,28.34,28.06,27.78,27.5,27.22,26.95,26.68,26.41,26.15,25.89,25.63,25.37,25.12,24.87,24.62,24.37,24.13,23.89,23.65,23.41,23.18,22.95,22.72,22.49,22.27,22.04,21.82,21.61,21.39,21.18,20.96,20.75,20.55,20.34,20.14,19.94,19.74,19.54,19.34,19.15,18.96,18.77,18.58,18.4,18.21,18.03,17.85,17.67,17.49,17.32,17.15,16.98,16.81,16.64,16.47,16.31,16.14,15.98,15.82,15.66,15.51,15.35,15.2,15.05,14.9,14.75,14.6,14.45,14.31,14.17,14.02,13.88,13.75,13.61,13.47,13.34,13.2,13.07,12.94,12.81,12.68,12.56
16,59.8,68.27,73.97,74.2,57.94,28.76,43.1,28.98,73.57,37.39,67.05,75.46,55.04,53.05,52.05,51.11,50.22,49.37,48.56,47.8,47.07,46.37,45.71,45.08,44.47,43.9,43.35,42.82,42.31,41.83,41.36,40.91,40.47,40.05,39.64,39.24,38.85,38.46,38.07,37.69,37.32,36.94,36.57,36.21,35.84,35.49,35.13,34.78,34.43,34.09,33.75,33.41,33.08,32.75,32.42,32.09,31.77,31.46,31.14,30.83,30.52,30.22,29.91,29.61,29.32,29.03,28.74,28.45,28.16,27.88,27.6,27.33,27.05,26.78,26.52,26.25,25.99,25.73,25.47,25.22,24.96,24.71,24.47,24.22,23.98,23.74,23.5,23.27,23.04,22.8,22.58,22.35,22.13,21.91,21.69,21.47,21.26,21.04,20.83,20.62,20.42,20.21,20.01,19.81,19.61,19.42,19.22,19.03,18.84,18.65,18.47,18.28,18.1,17.92,17.74,17.56,17.39,17.21,17.04,16.87,16.7,16.53,16.37,16.2,16.04
17,75.72,61.38,89.3,74.6,65.03,57.41,35.83,101.23,82.94,23.06,130.05,73.88,70.45,68.45,66.6,64.88,63.29,61.81,60.43,59.15,57.96,56.85,55.82,54.86,53.96,53.12,52.34,51.62,50.93,50.3,49.7,49.13,48.59,48.08,47.59,47.11,46.64,46.18,45.71,45.26,44.8,44.36,43.91,43.47,43.04,42.61,42.18,41.76,41.34,40.93,40.52,40.12,39.71,39.32,38.92,38.54,38.15,37.77,37.39,37.02,36.65,36.28,35.92,35.56,35.2,34.85,34.5,34.16,33.82,33.48,33.14,32.81,32.48,32.16,31.84,31.52,31.2,30.89,30.58,30.28,29.97,29.67,29.38,29.08,28.79,28.51,28.22,27.94,27.66,27.38,27.11,26.84,26.57,26.3,26.04,25.78,25.52,25.27,25.01,24.76,24.52,24.27,24.03,23.79,23.55,23.32,23.08,22.85,22.62,22.4,22.17,21.95,21.73,21.51,21.3,21.09,20.88,20.67,20.46,20.26,20.05,19.85,19.65,19.46,19.26
18,64.78,97.54,84.91,135.5,80.31,115.0,161.56,74.42,133.17,117.74,87.61,82.68,79.56,76.71,74.11,71.73,69.55,67.55,65.73,64.05,62.52,61.11,59.83,58.65,57.57,56.58,55.68,54.84,54.08,53.38,52.73,52.13,51.57,51.04,50.52,50.02,49.52,49.02,48.53,48.05,47.57,47.09,46.62,46.15,45.69,45.23,44.78,44.33,43.89,43.45,43.02,42.59,42.16,41.74,41.32,40.91,40.5,40.1,39.7,39.3,38.91,38.52,38.13,37.75,37.37,37.0,36.63,36.26,35.9,35.54,35.19,34.83,34.49,34.14,33.8,33.46,33.13,32.8,32.47,32.14,31.82,31.5,31.19,30.88,30.57,30.26,29.96,29.66,29.36,29.07,28.78,28.49,28.21,27.92,27.65,27.37,27.1,26.82,26.56,26.29,26.03,25.77,25.51,25.25,25.0,24.75,24.5,24.26,24.02,23.78,23.54,23.3,23.07,22.84,22.61,22.39,22.16,21.94,21.72,21.5,21.29,21.08,20.86,20.66,20.45
19,110.29,100.25,78.87,76.83,68.58,51.87,139.49,120.56,170.92,95.96,89.72,85.61,81.89,78.53,75.49,72.74,70.24,67.99,65.94,64.09,62.41,60.89,59.51,58.26,57.14,56.12,55.2,54.36,53.61,52.92,52.3,51.72,51.18,50.67,50.16,49.66,49.16,48.67,48.18,47.7,47.23,46.75,46.29,45.82,45.36,44.91,44.46,44.02,43.58,43.14,42.71,42.28,41.86,41.44,41.03,40.62,40.21,39.81,39.41,39.02,38.63,38.24,37.86,37.48,37.1,36.73,36.37,36.0,35.64,35.29,34.93,34.58,34.24,33.9,33.56,33.22,32.89,32.56,32.24,31.91,31.59,31.28,30.97,30.66,30.35,30.05,29.75,29.45,29.15,28.86,28.57,28.29,28.0,27.72,27.45,27.17,26.9,26.63,26.37,26.1,25.84,25.58,25.33,25.07,24.82,24.57,24.33,24.09,23.85,23.61,23.37,23.14,22.91,22.68,22.45,22.23,22.0,21.78,21.57,21.35,21.14,20.92,20.72,20.51,20.3
20,102.67,67.38,103.56,55.05,190.64,102.03,65.74,59.93,99.55,92.5,87.75,83.48,79.65,76.21,73.12,70.33,67.82,65.56,63.53,61.7,60.06,58.58,57.25,56.06,54.99,54.03,53.17,52.4,51.7,51.08,50.51,49.98,49.47,48.98,48.49,48.0,47.52,47.05,46.58,46.11,45.65,45.19,44.74,44.29,43.85,43.41,42.98,42.55,42.12,41.7,41.29,40.87,40.46,40.06,39.66,39.26,38.87,38.48,38.1,37.72,37.34,36.96,36.6,36.23,35.87,35.51,35.15,34.8,34.45,34.11,33.77,33.43,33.1,32.77,32.44,32.11,31.79,31.47,31.16,30.85,30.54,30.23,29.93,29.63,29.34,29.04,28.75,28.47,28.18,27.9,27.62,27.34,27.07,26.8,26.53,26.27,26.0,25.74,25.49,25.23,24.98,24.73,24.48,24.24,24.0,23.76,23.52,23.28,23.05,22.82,22.59,22.37,22.14,21.92,21.7,21.48,21.27,21.06,20.85,20.64,20.43,20.23,20.02,19.82,19.63
21,138.45,119.15,32.35,77.93,97.34,93.23,65.83,97.85,90.73,85.9,81.58,77.71,74.24,71.12,68.32,65.81,63.55,61.52,59.69,58.06,56.59,55.27,54.09,53.04,52.09,51.25,50.5,49.82,49.21,48.66,48.15,47.66,47.18,46.71,46.25,45.78,45.33,44.87,44.42,43.98,43.54,43.1,42.67,42.25,41.82,41.41,40.99,40.58,40.18,39.77,39.38,38.98,38.59,38.21,37.83,37.45,37.07,36.7,36.34,35.97,35.61,35.26,34.9,34.55,34.21,33.87,33.53,33.19,32.86,32.53,32.21,31.89,31.57,31.25,30.94,30.63,30.32,30.02,29.72,29.42,29.13,28.84,28.55,28.26,27.98,27.7,27.42,27.15,26.88,26.61,26.34,26.08,25.82,25.56,25.31,25.05,24.8,24.55,24.31,24.07,23.82,23.59,23.35,23.12,22.89,22.66,22.43,22.21,21.98,21.76,21.55,21.33,21.12,20.91,20.7,20.49,20.29,20.08,19.88,19.68,19.49,19.29,19.1,18.91,18.72
22,61.4,102.98,111.59,61.05,117.27,159.19,96.77,89.76,85.0,80.74,76.92,73.5,70.42,67.66,65.18,62.95,60.94,59.14,57.53,56.08,54.78,53.61,52.57,51.63,50.8,50.05,49.38,48.78,48.23,47.73,47.24,46.77,46.3,45.84,45.38,44.93,44.48,44.03,43.59,43.16,42.73,42.3,41.88,41.46,41.04,40.63,40.23,39.82,39.43,39.03,38.64,38.26,37.87,37.49,37.12,36.75,36.38,36.02,35.66,35.3,34.95,34.6,34.25,33.91,33.57,33.24,32.9,32.57,32.25,31.93,31.61,31.29,30.98,30.67,30.36,30.06,29.76,29.46,29.16,28.87,28.58,28.3,28.02,27.74,27.46,27.18,26.91,26.64,26.38,26.11,25.85,25.59,25.34,25.08,24.83,24.58,24.34,24.1,23.85,23.62,23.38,23.15,22.91,22.69,22.46,22.23,22.01,21.79,21.57,21.36,21.14,20.93,20.72,20.52,20.31,20.11,19.91,19.71,19.51,19.32,19.12,18.93,18.74,18.56,18.37
23,105.32,135.69,116.72,89.54,95.71,97.64,90.61,85.84,81.57,77.74,74.31,71.22,68.45,65.96,63.72,61.7,59.89,58.26,56.8,55.49,54.31,53.26,52.32,51.48,50.73,50.05,49.44,48.88,48.37,47.88,47.4,46.93,46.46,46.0,45.54,45.08,44.63,44.18,43.74,43.3,42.87,42.44,42.02,41.6,41.18,40.77,40.36,39.96,39.56,39.16,38.77,38.38,38.0,37.62,37.24,36.87,36.5,36.14,35.78,35.42,35.07,34.71,34.37,34.02,33.68,33.35,33.01,32.68,32.36,32.03,31.71,31.4,31.08,30.77,30.46,30.16,29.86,29.56,29.26,28.97,28.68,28.39,28.11,27.83,27.55,27.28,27.0,26.73,26.47,26.2,25.94,25.68,25.42,25.17,24.92,24.67,24.42,24.18,23.94,23.7,23.46,23.22,22.99,22.76,22.53,22.31,22.09,21.87,21.65,21.43,21.22,21.0,20.79,20.59,20.38,20.18,19.97,19.77,19.58,19.38,19.19,19.0,18.81,18.62,18.43
24,147.26,116.44,121.8,44.86,97.06,90.1,85.4,81.19,77.41,74.01,70.96,68.22,65.75,63.53,61.53,59.74,58.13,56.68,55.38,54.21,53.17,52.23,51.39,50.64,49.97,49.36,48.81,48.29,47.81,47.33,46.86,46.39,45.92,45.46,45.01,44.56,44.11,43.67,43.24,42.8,42.38,41.95,41.53,41.12,40.71,40.3,39.9,39.5,39.1,38.71,38.32,37.94,37.56,37.19,36.81,36.45,36.08,35.72,35.36,35.01,34.66,34.31,33.97,33.63,33.29,32.96,32.63,32.31,31.98,31.66,31.35,31.03,30.72,30.42,30.11,29.81,29.51,29.22,28.93,28.64,28.35,28.07,27.79,27.51,27.23,26.96,26.69,26.42,26.16,25.9,25.64,25.38,25.13,24.88,24.63,24.38,24.14,23.9,23.66,23.42,23.19,22.96,22.73,22.5,22.27,22.05,21.83,21.61,21.4,21.18,20.97,20.76,20.55,20.35,20.14,19.94,19.74,19.55,19.35,19.16,18.97,18.78,18.59,18.4,18.22
25,102.2,49.03,113.63,95.56,88.77,84.18,80.06,76.37,73.05,70.07,67.38,64.97,62.79,60.83,59.07,57.49,56.07,54.79,53.64,52.62,51.69,50.87,50.13,49.46,48.86,48.32,47.81,47.33,46.85,46.38,45.92,45.46,45.01,44.56,44.11,43.67,43.23,42.8,42.37,41.95,41.53,41.12,40.7,40.3,39.89,39.5,39.1,38.71,38.32,37.94,37.56,37.18,36.81,36.44,36.08,35.72,35.36,35.01,34.66,34.31,33.97,33.63,33.29,32.96,32.63,32.3,31.98,31.66,31.34,31.03,30.72,30.41,30.11,29.81,29.51,29.22,28.92,28.63,28.35,28.06,27.78,27.51,27.23,26.96,26.69,26.42,26.16,25.9,25.64,25.38,25.13,24.88,24.63,24.38,24.14,23.9,23.66,23.42,23.19,22.95,22.73,22.5,22.27,22.05,21.83,21.61,21.4,21.18,20.97,20.76,20.55,20.35,20.14,19.94,19.74,19.55,19.35,19.16,18.96,18.78,18.59,18.4,18.22,18.04,17.86
